,ID,WMO_CODE,NAME_EN,Region,Latitude,Longitude,00Z,01Z,02Z,03Z,04Z,05Z,06Z,07Z,08Z,09Z,10Z,11Z,12Z,13Z,14Z,15Z,16Z,17Z,18Z,19Z,20Z,21Z,22Z,23Z,sum,year,month,day
0,1,300,Mae Hong Son,Northern,19.29897222,97.97577778,-,-,-,-,-,-,-,-,-,-,-,-,3.890000104904175,-,-,-,0.5400000214576721,-,-,-,-,-,-,-,4.430000305175781,2020,09,17
1,2,325,Mae Sariang,Northern,18.16666667,97.93333333,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3199999928474426,-,-,0.3199999928474426,2020,09,17
2,3,303,Chiang Rai,Northern,19.96138889,99.88138889,2.5899999141693115,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.2699999809265137,-,-,-,-,0.3100000023841858,-,4.170000076293945,2020,09,17
3,4,304,Chiang Rai (1),Northern,19.87083333,99.78277778,0.18000000715255737,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.6600000262260437,-,0.8400000333786011,2020,09,17
4,5,310,Phayao,Northern,19.13333333,99.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.559999942779541,-,-,-,-,-,-,-,-,0.4300000071525574,1.9900000095367432,2020,09,17
5,6,327,Chiang Mai,Northern,18.79,98.97694444,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.71999979019165,-,-,-,-,-,-,-,-,-,5.71999979019165,2020,09,17
6,7,302,Doi Angkhlang,Northern,19.93138889,99.04833333,-,-,-,-,-,-,-,-,-,5.139999866485596,1.0399999618530273,-,-,-,-,-,-,-,-,-,-,-,-,-,6.179999828338623,2020,09,17
7,8,331,Nan,Northern,18.77972222,100.7777778,-,-,-,-,-,-,-,-,-,-,-,-,3.4100000858306885,-,-,10.010000228881836,2.559999942779541,-,-,1.850000023841858,3.009999990463257,3.049999952316284,0.019999999552965164,0.2199999988079071,24.1299991607666,2020,09,17
8,9,333,Nan (1),Northern,18.86666667,100.75,-,-,-,-,-,-,-,-,-,-,-,-,6.760000228881836,-,-,9.300000190734863,2.819999933242798,-,-,1.190000057220459,3.1700000762939453,2.5299999713897705,0.5299999713897705,0.4000000059604645,26.700002670288086,2020,09,17
9,10,315,Tha Wang Pha (2),Northern,19.11055556,100.8025,0.03999999910593033,-,-,-,-,-,-,-,4.039999961853027,0.05999999865889549,-,-,-,-,-,3.799999952316284,1.7100000381469727,-,-,-,4.110000133514404,0.7799999713897705,-,-,14.539999008178711,2020,09,17
