ชื่อสถานี,ที่ตั้ง,เวลา,ฝนล่าสุด (มม.)
สถานีบ้านซำผาก้าม,ต.ม่วงเจ็ดต้น อ.บ้านโคก จ.อุตรดิตถ์ ,05:00 ,43.5
สถานีบ้านห้วยทรายคำ,ต.นาแขม อ.เมืองเลย จ.เลย ,05:00 ,43
สถานีรร.บ้านท่าหัน,ต.รมณีย์ อ.กะปง จ.พังงา ,06:00 ,42.6
สถานีบ้านคลองสอง,ต.วังน้ำเขียว อ.วังน้ำเขียว จ.นครราชสีมา ,03:00 ,42.5
สถานีบ้านนาซ่าว,ต.นาซ่าว อ.เชียงคาน จ.เลย ,05:00 ,42.5
สถานีอบต.ศรีจุฬา,ต.ศรีจุฬา อ.เมืองนครนายก จ.นครนายก ,06:00 ,41.8
สถานีหน่วยจัดการต้นน้ำน้ำกอนฝั่งซ้าย,ต.พญาแก้ว อ.เชียงกลาง จ.น่าน ,06:00 ,41.6
สถานีบ้านทุ่งคาโงก,ต.ทุ่งคาโงก อ.เมืองพังงา จ.พังงา ,05:00 ,41.5
สถานีบ้านวังสมบูรณ์,ต.เขาปูน อ.ห้วยยอด จ.ตรัง ,05:00 ,41.5
สถานีฝ่ายส่งน้ำและบำรุงรักษาที่ 2,ต.เมืองเล็น อ.สันทราย จ.เชียงใหม่ ,06:00 ,40.8
สถานีบ้านผาน้ำย้อย,ต.พญาแก้ว อ.เชียงกลาง จ.น่าน ,05:00 ,40.5
สถานีเมืองอุดรธานี,ต.หมูม่น อ.เมืองอุดรธานี จ.อุดรธานี ,06:00 ,39.8
สถานีบ้านห้วยเลา,ต.ชนแดน อ.สองแคว จ.น่าน ,05:00 ,39.5
สถานีอบต.คลองขนาน,ต.คลองขนาน อ.เหนือคลอง จ.กระบี่ ,06:00 ,39.2
สถานีบ้านหนองบอน,ต.หนองบอน อ.บ่อไร่ จ.ตราด ,05:00 ,39
สถานีบ้านแม่แพะ,ต.สะเมิงเหนือ อ.สะเมิง จ.เชียงใหม่ ,20:00 ,37.5
สถานีอุดรธานี,ต.หนองขอนกว้าง อ.เมืองอุดรธานี จ.อุดรธานี ,04:00 ,37
สถานีหน่วยพิทักษ์อุทยานแห่งชาติ มว.๔ (แม่แสลม),ต.เวียงมอก อ.เถิน จ.ลำปาง ,06:00 ,36.8
สถานีบ้านเขาเหล็ก,ต.ทุ่งปรัง อ.สิชล จ.นครศรีธรรมราช ,05:00 ,36.5
สถานีบ้านห้วยฮ่อมพัฒนา,ต.บ้านเวียง อ.ร้องกวาง จ.แพร่ ,05:00 ,36.5
สถานีบ้านขวากใต้,ต.ท่าข้าม อ.เวียงแก่น จ.เชียงราย ,05:00 ,36
สถานีบ้านเชือกน้ำ,ต.ถ้ำ อ.ตะกั่วทุ่ง จ.พังงา ,05:00 ,36
สถานีบ้านแม่ป๋ามนอก,ต.ปิงโค้ง อ.เชียงดาว จ.เชียงใหม่ ,05:00 ,36
สถานีทุ่งใหญ่,ต.บางรูป อ.ทุ่งใหญ่ จ.นครศรีธรรมราช ,06:00 ,36
สถานีบ้านทุ่งหยีเพ็ง,ต.ศาลาด่าน อ.เกาะลันตา จ.กระบี่ ,05:00 ,35.5
สถานีบ้านปางขุม,ต.ยั้งเมิน อ.สะเมิง จ.เชียงใหม่ ,05:00 ,35.5
สถานีบ้านห้วยตม,ต.บ้านตึก อ.ศรีสัชนาลัย จ.สุโขทัย ,05:00 ,35.5
สถานีศูนย์พัฒนาเด็กเล็ก อบต.ท่านา,ต.ท่านา อ.กะปง จ.พังงา ,06:00 ,34.6
สถานีบ้านทุ่ง,ต.อ่าวนาง อ.เมืองกระบี่ จ.กระบี่ ,05:00 ,34.5
สถานีบ้านกอบแก้ววัฒนาภิบาล,ต.ลำพูน อ.บ้านนาสาร จ.สุราษฎร์ธานี ,05:00 ,34.5
สถานีบ้านห้วยติ้ว,ต.ลาดค่าง อ.ภูเรือ จ.เลย ,05:00 ,34.5
สถานีบ้านด่านดู่,ต.โป่ง อ.ด่านซ้าย จ.เลย ,05:00 ,34
สถานีบ้านห้วยซ้อ,ต.ห้วยม่วง อ.ภูผาม่าน จ.ขอนแก่น ,05:00 ,34
สถานีบ้านขุนตาน,ต.ทาปลาดุก อ.แม่ทา จ.ลำพูน ,05:00 ,34
สถานีบ้านต้นหาร,ต.หน้าเขา อ.เขาพนม จ.กระบี่ ,05:00 ,33.5
สถานีตะกั่วป่า,ต.ตำตัว อ.ตะกั่วป่า จ.พังงา ,06:00 ,32.2
สถานีทุ่งช้าง,ต.และ อ.ทุ่งช้าง จ.น่าน ,04:00 ,32.1
สถานีบ้านย่านอุดม,ต.ทุ่งไทรทอง อ.ลำทับ จ.กระบี่ ,05:00 ,32
สถานีบ้านห้วยน้ำดัง,ต.กื้ดช้าง อ.แม่แตง จ.เชียงใหม่ ,05:00 ,32
สถานีเทศบาลตำบลบ้านผือ,ต.บ้านผือ อ.บ้านผือ จ.อุดรธานี ,06:00 ,31.2
สถานีบ้านห้วยโต้,ต.ทับปริก อ.เมืองกระบี่ จ.กระบี่ ,05:00 ,31
สถานีบ้านจันดีเมืองใหม่,ต.หลักช้าง อ.ช้างกลาง จ.นครศรีธรรมราช ,05:00 ,31
สถานีกระบี่,ต.เหนือคลอง อ.เหนือคลอง จ.กระบี่ ,04:00 ,31
สถานีอบต.ไม้ขาว,ต.ไม้ขาว อ.ถลาง จ.ภูเก็ต ,06:00 ,30.8
สถานีชุมชนลีเล็ด,ต.ลีเล็ด อ.พุนพิน จ.สุราษฎร์ธานี ,06:00 ,30.8
สถานีบ้านแม่หาด,ต.ป่าพลู อ.บ้านโฮ่ง จ.ลำพูน ,05:00 ,30.5
สถานีบ้านวังยาวใหญ่,ต.นาหนองทุ่ม อ.ชุมแพ จ.ขอนแก่น ,05:00 ,30
สถานีบ้านบางบอน,ต.ทุ่งไทรทอง อ.ลำทับ จ.กระบี่ ,05:00 ,30
สถานีบ้านคลองสน,ต.เกาะช้าง อ.เกาะช้าง จ.ตราด ,05:00 ,29.5
สถานีอบต.คลองหิน,ต.คลองหิน อ.อ่าวลึก จ.กระบี่ ,06:00 ,29.4
สถานีบ้านแม่ฉางข้าว,ต.ป่างิ้ว อ.เวียงป่าเป้า จ.เชียงราย ,05:00 ,29
สถานีกรุงเทพฯ ท่าเรือคลองเตย,ต.คลองเตย อ.คลองเตย จ.กรุงเทพมหานคร ,19:00 ,28.5
สถานีบ้านปางกล้วยค้าว,ต.ป่าหุ่ง อ.พาน จ.เชียงราย ,05:00 ,28.5
สถานีบ้านคลองฉนวนจันทร์,ต.ดุสิต อ.ถ้ำพรรณรา จ.นครศรีธรรมราช ,05:00 ,28.5
สถานีบ้านสวนผึ้ง,ต.ตะนาวศรี อ.สวนผึ้ง จ.ราชบุรี ,05:00 ,28.5
สถานีบ้านวัดสวาด,ต.ป่าร่อน อ.กาญจนดิษฐ์ จ.สุราษฎร์ธานี ,05:00 ,28.5
สถานีบ้านหน้าเหมน,ต.ช้างกลาง อ.ช้างกลาง จ.นครศรีธรรมราช ,05:00 ,28.5
สถานีหน่วยจัดการต้นน้ำลำเชิญ,ต.ทุ่งพระ อ.คอนสาร จ.ชัยภูมิ ,06:00 ,28.2
สถานีอบต.ชัยบุรี,ต.ชัยบุรี อ.ชัยบุรี จ.สุราษฎร์ธานี ,06:00 ,28
สถานีบ้านเหนือคลอง,ต.ทุ่งโพธิ์ อ.จุฬาภรณ์ จ.นครศรีธรรมราช ,05:00 ,27.5
สถานีบ้านท่าแพ,ต.ช้างกลาง อ.ช้างกลาง จ.นครศรีธรรมราช ,05:00 ,27.5
สถานีบ้านหินโหง่น,ต.ห้วยคต อ.ห้วยคต จ.อุทัยธานี ,05:00 ,27.5
สถานีบ้านปางกลาง,ต.แม่พริก อ.แม่สรวย จ.เชียงราย ,05:00 ,27.5
สถานีมะนัง,ต.นิคมพัฒนา อ.มะนัง จ.สตูล ,06:00 ,27.4
สถานีหน่วยพิทักษ์อุทยานแห่งชาติที่ ลย.๑ (วังกวาง),ต.ศรีฐาน อ.ภูกระดึง จ.เลย ,06:00 ,27.4
สถานีบ้านห้วยทรายทอง,ต.ทุ่งใส อ.สิชล จ.นครศรีธรรมราช ,05:00 ,27
สถานีบ้านสะพานไทร,ต.บางดี อ.ห้วยยอด จ.ตรัง ,05:00 ,27
สถานีบ้านห้วยหินลับ,ต.ทุ่งใส อ.สิชล จ.นครศรีธรรมราช ,05:00 ,26.5
สถานีไร่ วงศ์ ทอง เมฆ ดี,ต.ที่วัง อ.ทุ่งสง จ.นครศรีธรรมราช ,06:00 ,26.4
สถานีทุ่งสง,ต.ปากแพรก อ.ทุ่งสง จ.นครศรีธรรมราช ,06:00 ,26.2
สถานีบ้านหนองใหญ่ ,ต.หนองปรือ อ.หนองปรือ จ.กาญจนบุรี ,05:00 ,26
สถานีบ้านปลายระแนะ,ต.ละอาย อ.ฉวาง จ.นครศรีธรรมราช ,05:00 ,26
สถานีบ้านป่าตึงงาม,ต.ปิงโค้ง อ.เชียงดาว จ.เชียงใหม่ ,05:00 ,26
สถานีรร.วัดทายิการาม,ต.การะเกด อ.เชียรใหญ่ จ.นครศรีธรรมราช ,06:00 ,25.8
สถานีทต.ขุนยวม,ต.ขุนยวม อ.ขุนยวม จ.แม่ฮ่องสอน ,06:00 ,25.6
สถานีบ้านดอยปุย,ต.สุเทพ อ.เมืองเชียงใหม่ จ.เชียงใหม่ ,05:00 ,25.5
สถานีบ้านปางยาง,ต.ศิลาเพชร อ.ปัว จ.น่าน ,05:00 ,25.5
สถานีบ้านแม่ช่อฟ้า,ต.ทุ่งผึ้ง อ.แจ้ห่ม จ.ลำปาง ,05:00 ,25.5
สถานีชุมชนบ้านแม่ละอุป,ต.แม่แดด อ.แม่แจ่ม จ.เชียงใหม่ ,06:00 ,25.2
สถานีบ้านซับเปิป,ต.ซับเปิบ อ.วังโป่ง จ.เพชรบูรณ์ ,05:00 ,25
สถานีบ้านน้ำริน,ต.สบป่อง อ.ปางมะผ้า จ.แม่ฮ่องสอน ,05:00 ,25
สถานีบ้านป่าคลอก,ต.ป่าคลอก อ.ถลาง จ.ภูเก็ต ,05:00 ,25
สถานีบ้านน้ำหรา,ต.ทุ่งนุ้ย อ.ควนกาหลง จ.สตูล ,05:00 ,25
สถานีบ้านทับเบิก,ต.วังบาล อ.หล่มเก่า จ.เพชรบูรณ์ ,05:00 ,25
สถานีบ้านตาบาด,ต.บ่อพลอย อ.บ่อไร่ จ.ตราด ,05:00 ,25
สถานีทต.บูเก๊ะตา,ต.โละจูด อ.แว้ง จ.นราธิวาส ,06:00 ,24.8
สถานีที่ว่าการอำเภอทุ่งช้าง,ต.ทุ่งช้าง อ.ทุ่งช้าง จ.น่าน ,06:00 ,24.6
สถานีบ้านแม่ปะ,ต.สะเมิงเหนือ อ.สะเมิง จ.เชียงใหม่ ,05:00 ,24.5
สถานีบ้านกิ่วลม,ต.บ่อหลวง อ.ฮอด จ.เชียงใหม่ ,05:00 ,24.5
สถานีบ้านปางแก,ต.ทุ่งช้าง อ.ทุ่งช้าง จ.น่าน ,19:00 ,24.5
สถานีบ้านผาหลัก,ต.ยอด อ.สองแคว จ.น่าน ,05:00 ,24.5
สถานีสะพานแม่น้ำว้า บ้านบ่อหยวก,ต.บ่อเกลือเหนือ อ.บ่อเกลือ จ.น่าน ,06:00 ,24.4
สถานีภูเก็ต (ศูนย์ฯ),ต.ไม้ขาว อ.ถลาง จ.ภูเก็ต ,04:00 ,24.3
สถานีทต.ดอยสะเก็ด,ต.เชิงดอย อ.ดอยสะเก็ด จ.เชียงใหม่ ,06:00 ,24.2
สถานีอบต.บางใหญ่,ต.บางใหญ่ อ.กระบุรี จ.ระนอง ,06:00 ,23.8
สถานีบ้านพันวาล 4,ต.รับร่อ อ.ท่าแซะ จ.ชุมพร ,05:00 ,23.5
สถานีบ้านห้วยโป่ง,ต.ห้วยมุ่น อ.น้ำปาด จ.อุตรดิตถ์ ,05:00 ,23.5
สถานีบ้านถ้ำง๊อบ,ต.หนองบัว อ.ไชยปราการ จ.เชียงใหม่ ,05:00 ,23.5
สถานีหน่วยพิทักษ์อุทยานแห่งชาติที่ ผท.๑ (ปากบอก),ต.บ้านร้อง อ.งาว จ.ลำปาง ,06:00 ,23.2
สถานีหน่วยพิทักษ์อุทยานแห่งชาติที่ มร. ๑ (ห้วยเต่า),ต.น้ำพาง อ.แม่จริม จ.น่าน ,06:00 ,23.2
สถานีบ้านคีรีรอบ,ต.ป่าร่อน อ.กาญจนดิษฐ์ จ.สุราษฎร์ธานี ,05:00 ,23
สถานีบ้านเขาไว้ข้าว,ต.ดินแดง อ.ลำทับ จ.กระบี่ ,05:00 ,23
สถานีบ้านแพะแม่แฝกใหม่,ต.แม่แฝกใหม่ อ.สันทราย จ.เชียงใหม่ ,05:00 ,23
สถานีบ้านหลวง,ต.แม่เงา อ.ขุนยวม จ.แม่ฮ่องสอน ,05:00 ,23
สถานีจุดวัด ค.แสนแสบ-วัดทรัพย์ฯ,ต.แสนแสบ อ.มีนบุรี จ.กรุงเทพมหานคร ,06:00 ,23
สถานีบ้านบางกุ่ม,ต.กะปง อ.กะปง จ.พังงา ,05:00 ,23
สถานีบ้านใสเขือ,ต.เขาพระ อ.พิปูน จ.นครศรีธรรมราช ,05:00 ,23
สถานีชุมชนหนองปิ้งไก่,ต.นาบ่อคำ อ.เมืองกำแพงเพชร จ.กำแพงเพชร ,06:00 ,23
สถานีบ้านไสใหญ่เหนือ,ต.ถ้ำใหญ่ อ.ทุ่งสง จ.นครศรีธรรมราช ,05:00 ,23
สถานีสถานีวิจัยต้นน้ำตาปี,ต.กะทูน อ.พิปูน จ.นครศรีธรรมราช ,06:00 ,22.6
สถานีฝายคลองท่าเลา,ต.นาหลวงเสน อ.ทุ่งสง จ.นครศรีธรรมราช ,06:00 ,22.6
สถานีบ้านขุนยวม,ต.ขุนยวม อ.ขุนยวม จ.แม่ฮ่องสอน ,05:00 ,22.5
สถานีบ้านเขาน้ำเพชร,ต.คลองแม่ลาย อ.เมืองกำแพงเพชร จ.กำแพงเพชร ,05:00 ,22.5
สถานีบ้านปางป่าคา,ต.แม่แรม อ.แม่ริม จ.เชียงใหม่ ,05:00 ,22.5
สถานีรร.บ้านหนองคล้า,ต.เขาวิเศษ อ.วังวิเศษ จ.ตรัง ,06:00 ,22.2
สถานีอบต.ห้วยโก๋น,ต.ห้วยโก๋น อ.เฉลิมพระเกียรติ จ.น่าน ,06:00 ,22.2
สถานีบ้านช่องไม้ดำ,ต.คลองหิน อ.อ่าวลึก จ.กระบี่ ,05:00 ,22
สถานีฝายคลองเปิก,ต.ถ้ำใหญ่ อ.ทุ่งสง จ.นครศรีธรรมราช ,06:00 ,22
สถานีบ้านมะม่วง,ต.นนทรีย์ อ.บ่อไร่ จ.ตราด ,05:00 ,22
สถานีบ้านเจ็ดลูกเนิน,ต.ชากบก อ.บ้านค่าย จ.ระยอง ,05:00 ,22
สถานีอบต.บางวัน,ต.บางวัน อ.คุระบุรี จ.พังงา ,06:00 ,21.8
สถานีบ้านเหนือคลอง,ต.ช้างซ้าย อ.กาญจนดิษฐ์ จ.สุราษฎร์ธานี ,04:00 ,21.5
สถานีบ้านดอยงาม,ต.สันสลี อ.เวียงป่าเป้า จ.เชียงราย ,05:00 ,21.5
สถานีบ้านนาท้อน,ต.ตลิ่งชัน อ.ท่าศาลา จ.นครศรีธรรมราช ,05:00 ,21.5
สถานีบ้านตะบกเตี้ย,ต.ฉมัน อ.มะขาม จ.จันทบุรี ,05:00 ,21.5
สถานีอบต.กะลาเส,ต.กะลาเส อ.สิเกา จ.ตรัง ,06:00 ,21.4
สถานีอบต.ขี้เหล็ก,ต.ขี้เหล็ก อ.เมืองอุบลราชธานี จ.อุบลราชธานี ,06:00 ,21.4
สถานีฉวาง,ต.ไม้เรียง อ.ฉวาง จ.นครศรีธรรมราช ,04:00 ,21.3
สถานียอดภูกระดึง,ต.ศรีฐาน อ.ภูกระดึง จ.เลย ,20:00 ,21
สถานีบ้านตีนตก,ต.ศิลาแลง อ.ปัว จ.น่าน ,05:00 ,21
สถานีบ้านแม่ออ,ต.แม่ยวมน้อย อ.ขุนยวม จ.แม่ฮ่องสอน ,05:00 ,21
สถานีบ้านป่าสักงาม,ต.ลวงเหนือ อ.ดอยสะเก็ด จ.เชียงใหม่ ,05:00 ,21
สถานีหน่วยจัดการต้นน้ำบ่อแก้ว,ต.แม่นาจร อ.แม่แจ่ม จ.เชียงใหม่ ,06:00 ,20.8
สถานีวัดบ้านดงผาปูน,ต.บ่อเกลือใต้ อ.บ่อเกลือ จ.น่าน ,06:00 ,20.6
สถานีสุโขทัย,ต.วังใหญ่ อ.ศรีสำโรง จ.สุโขทัย ,04:00 ,20.6
สถานีบ้านดอกแดง,ต.บางไทร อ.ตะกั่วป่า จ.พังงา ,05:00 ,20.5
สถานีบ้านปาล์มทองพัฒนา,ต.ปาล์มพัฒนา อ.มะนัง จ.สตูล ,05:00 ,20.5
สถานีอบต.นากอก,ต.นากอก อ.ศรีบุญเรือง จ.หนองบัวลำภู ,06:00 ,20
สถานีบ้านเชียงคาน,ต.เชียงคาน อ.เชียงคาน จ.เลย ,05:00 ,20
สถานีบ้านห้วยกลาง,ต.กะทูน อ.พิปูน จ.นครศรีธรรมราช ,05:00 ,20
สถานีบ้านแม่ฮวก,ต.ไหล่หิน อ.เกาะคา จ.ลำปาง ,20:00 ,20
สถานีอบต.วังน้ำเขียว,ต.วังน้ำเขียว อ.วังน้ำเขียว จ.นครราชสีมา ,06:00 ,19.8
สถานีท่ายาง,ต.กลัดหลวง อ.ท่ายาง จ.เพชรบุรี ,06:00 ,19.6
สถานีบ้านทุ่งจ้อ,ต.ป่าแป๋ อ.แม่แตง จ.เชียงใหม่ ,05:00 ,19.5
สถานีบ้านทหารผ่านศึก,ต.รวมไทยพัฒนา อ.พบพระ จ.ตาก ,05:00 ,19.5
สถานีบ้านแม่กองปิน,ต.บ้านขอ อ.เมืองปาน จ.ลำปาง ,05:00 ,19.5
สถานีบ้านกองขากน้อย,ต.สะเมิงใต้ อ.สะเมิง จ.เชียงใหม่ ,05:00 ,19.5
สถานีบ้านนาเจริญ,ต.แม่เปา อ.พญาเม็งราย จ.เชียงราย ,05:00 ,19.5
สถานีบ้านห้วยเอียด,ต.ไผ่โทน อ.ร้องกวาง จ.แพร่ ,05:00 ,19.5
สถานีเหนือปตร.ผักไห่-เจ้าเจ็ด,ต.บ้านใหญ่ อ.ผักไห่ จ.พระนครศรีอยุธยา ,06:00 ,19.4
สถานีบ้านน้ำเลียง,ต.ปอน อ.ทุ่งช้าง จ.น่าน ,05:00 ,19
สถานีทต.ปลายพระยา,ต.ปลายพระยา อ.ปลายพระยา จ.กระบี่ ,06:00 ,19
สถานีบ้านน้ำสอด,ต.และ อ.ทุ่งช้าง จ.น่าน ,05:00 ,19
สถานีบ้านคลองพร้าว,ต.เกาะช้าง อ.เกาะช้าง จ.ตราด ,05:00 ,19
สถานีสะพานห้วยน้ำสาย,ต.ตาลชุม อ.ท่าวังผา จ.น่าน ,06:00 ,19
สถานีบ้านเขาวง,ต.ปากแพรก อ.ดอนสัก จ.สุราษฎร์ธานี ,05:00 ,19
สถานีอบต.แม่วงก์,ต.แม่วงก์ อ.แม่วงก์ จ.นครสวรรค์ ,06:00 ,19
สถานีรร.ภูคาวิทยาคม,ต.ภูคา อ.ปัว จ.น่าน ,06:00 ,18.6
สถานีบ้านพร้าว,ต.บ้านพร้าว อ.นครไทย จ.พิษณุโลก ,05:00 ,18.5
สถานีบ้านร่มไทย,ต.ท่าตอน อ.แม่อาย จ.เชียงใหม่ ,05:00 ,18.5
สถานีเชียงราย สกษ.,ต.ป่าอ้อดอนชัย อ.เมืองเชียงราย จ.เชียงราย ,04:00 ,18.4
สถานีรร.บ้านปางยาง,ต.ภูคา อ.ปัว จ.น่าน ,06:00 ,18.2
สถานีทต.น้ำยืน,ต.สีวิเชียร อ.น้ำยืน จ.อุบลราชธานี ,06:00 ,18
สถานีบ้านเมืองแพม,ต.ถ้ำลอด อ.ปางมะผ้า จ.แม่ฮ่องสอน ,05:00 ,18
สถานีอบต.หนองกุงธนสาร,ต.หนองกุงธนสาร อ.ภูเวียง จ.ขอนแก่น ,06:00 ,18
สถานีอบต.นาหนองทุ่ม,ต.นาหนองทุ่ม อ.ชุมแพ จ.ขอนแก่น ,06:00 ,17.8
สถานีอบต.น้ำหนาว,ต.น้ำหนาว อ.น้ำหนาว จ.เพชรบูรณ์ ,06:00 ,17.6
สถานีสะพานข้ามคลองวังเคียน,ต.วังอ่าง อ.ชะอวด จ.นครศรีธรรมราช ,06:00 ,17.6
สถานีบ้านนาแค,ต.นาแค อ.นายูง จ.อุดรธานี ,05:00 ,17.5
สถานีบ้านแม่สุริน,ต.ขุนยวม อ.ขุนยวม จ.แม่ฮ่องสอน ,05:00 ,17.5
สถานีบ้านกองซาง,ต.ยางเปียง อ.อมก๋อย จ.เชียงใหม่ ,05:00 ,17.5
สถานีบ้านท่างิ้ว,ต.ท่างิ้ว อ.ห้วยยอด จ.ตรัง ,05:00 ,17
สถานีบ้านงอบเหนือ,ต.งอบ อ.ทุ่งช้าง จ.น่าน ,05:00 ,17
สถานีบ้านหัวน้ำ,ต.พระธาตุ อ.เชียงกลาง จ.น่าน ,05:00 ,17
สถานีบ้านป่าเลา,ต.แม่หอพระ อ.แม่แตง จ.เชียงใหม่ ,05:00 ,17
สถานีบ้านกงษีไร่ (หมู่ 6),ต.ซึ้ง อ.ขลุง จ.จันทบุรี ,05:00 ,17
สถานีตราด,ต.คลองใหญ่ อ.คลองใหญ่ จ.ตราด ,04:00 ,16.9
สถานีสวนผึ้ง,ต.สวนผึ้ง อ.สวนผึ้ง จ.ราชบุรี ,06:00 ,16.8
สถานีอบต.บางปิด,ต.บางปิด อ.แหลมงอบ จ.ตราด ,06:00 ,16.8
สถานีอบต.บ่อทอง,ต.บ่อทอง อ.บ่อทอง จ.ชลบุรี ,06:00 ,16.6
สถานีทต.ห้วยยอด,ต.ห้วยยอด อ.ห้วยยอด จ.ตรัง ,06:00 ,16.6
สถานีบ้านในช่อง,ต.สองแพรก อ.ชัยบุรี จ.สุราษฎร์ธานี ,05:00 ,16.5
สถานีบ้านท่าเริงรมย์,ต.ทุ่งพระ อ.คอนสาร จ.ชัยภูมิ ,05:00 ,16.5
สถานีหน่วยพิทักษ์อุทยานฯ ที่ ดป.๔ (โครงการบ้านเล็กฯ),ต.แม่สาว อ.แม่อาย จ.เชียงใหม่ ,06:00 ,16.4
สถานีศาลาดิน,ต.มหาสวัสดิ์ อ.พุทธมณฑล จ.นครปฐม ,06:00 ,16.4
สถานีอบต.อ่าวตง,ต.อ่าวตง อ.วังวิเศษ จ.ตรัง ,06:00 ,16.2
สถานีอบต.สองพี่น้อง,ต.สองพี่น้อง อ.แก่งกระจาน จ.เพชรบุรี ,06:00 ,16.2
สถานีอุทยานแห่งชาติน้ำหนาว,ต.น้ำหนาว อ.น้ำหนาว จ.เพชรบูรณ์ ,06:00 ,16.2
สถานีบ้านปางส้าน,ต.ยอด อ.สองแคว จ.น่าน ,20:00 ,16
สถานีบ้านปางเคาะ,ต.ไทรย้อย อ.เด่นชัย จ.แพร่ ,05:00 ,16
สถานีบ้านบางหลาโอน,ต.คึกคัก อ.ตะกั่วป่า จ.พังงา ,05:00 ,16
สถานีเขตหนองจอก,ต.กระทุ่มราย อ.หนองจอก จ.กรุงเทพมหานคร ,06:00 ,16
สถานีบ้านรวมมิตร,ต.แม่ยาว อ.เมืองเชียงราย จ.เชียงราย ,05:00 ,16
สถานีบ้านเทพพนม,ต.กระบี่น้อย อ.เมืองกระบี่ จ.กระบี่ ,05:00 ,16
สถานีบ้านห้วยต่าง,ต.ป่าตึง อ.แม่จัน จ.เชียงราย ,05:00 ,16
สถานีบ้านดอยชมภู,ต.โป่งแพร่ อ.แม่ลาว จ.เชียงราย ,05:00 ,16
สถานีบ้านหาดถั่ว,ต.ปลายพระยา อ.ปลายพระยา จ.กระบี่ ,05:00 ,16
สถานีบ้านจุฬาภรณ์พัฒนา,ต.เขาพระ อ.พิปูน จ.นครศรีธรรมราช ,05:00 ,16
สถานีป่าสักงาม,ต.ลวงเหนือ อ.ดอยสะเก็ด จ.เชียงใหม่ ,06:00 ,16
