ชื่อสถานี,ที่ตั้ง,เวลา,ฝนล่าสุด (มม.)
ตราด,ต.คลองใหญ่ อ.คลองใหญ่ จ.ตราด,04:00 น.,163.3
ชัยภูมิ,ต.ในเมือง อ.เมืองชัยภูมิ จ.ชัยภูมิ,04:00 น.,128.2
อบต.เขาค่าย,ต.เขาค่าย อ.สวี จ.ชุมพร,06:00 น.,114.2
อบต.บางใหญ่,ต.บางใหญ่ อ.กระบุรี จ.ระนอง,06:00 น.,111.6
บ้านตะเคียนงาม,ต.บางหิน อ.กะเปอร์ จ.ระนอง,05:00 น.,105
ทต.พังโคน,ต.พังโคน อ.พังโคน จ.สกลนคร,06:00 น.,101.4
บ้านใหม่สามัคคี,ต.โคกล่าม อ.ลำปลายมาศ จ.บุรีรัมย์,06:00 น.,95.8
ทต.วังใหม่,ต.วังใหม่ อ.เมืองชุมพร จ.ชุมพร,06:00 น.,95.4
อบต.บางหิน,ต.บางหิน อ.กะเปอร์ จ.ระนอง,06:00 น.,93.6
อบต.คลองศก,ต.คลองศก อ.พนม จ.สุราษฎร์ธานี,06:00 น.,85.8
บ้านย่านยาว,ต.เชี่ยวเหลียง อ.กะเปอร์ จ.ระนอง,05:00 น.,85
อบต.ตลาดไทร,ต.ตลาดไทร อ.ชุมพวง จ.นครราชสีมา,06:00 น.,84.4
บ้านมะม่วง,ต.นนทรีย์ อ.บ่อไร่ จ.ตราด,05:00 น.,81.5
บ้านนาพรุ,ต.นาคา อ.สุขสำราญ จ.ระนอง,05:00 น.,80
บ้านวังประดิษฐ์,ต.เขาค่าย อ.สวี จ.ชุมพร,05:00 น.,79
ลำน้ำอูน,ต.สว่าง อ.พรรณานิคม จ.สกลนคร,06:00 น.,76
อบต.บางวัน,ต.บางวัน อ.คุระบุรี จ.พังงา,06:00 น.,74.4
ที่ว่าการอำเภอเต่างอย,ต.นาตาล อ.เต่างอย จ.สกลนคร,06:00 น.,74.2
บ้านปากแพรก,ต.ละอุ่นเหนือ อ.ละอุ่น จ.ระนอง,05:00 น.,72
