ชื่อสถานี,ที่ตั้ง,เวลา,ฝนล่าสุด (มม.),lat,long
ตะกั่วป่า,ต.ตำตัว อ.ตะกั่วป่า จ.พังงา,00:00 น.,5.4,8.775848014071634,98.39027166366577
บ้านหญ้าปล้อง,ต.คลองศก อ.พนม จ.สุราษฎร์ธานี,23:00 น.,15,8.902614394692183,98.5720020532608
รร.บ้านช้างเชื่อ,ต.เหล อ.กะปง จ.พังงา,00:00 น.,15.8,8.744328572596828,98.48950266838074
บ้านกองลม,ต.เมืองแหง อ.เวียงแหง จ.เชียงใหม่,23:00 น.,55.5,19.576642130863373,98.61499786376953
ตลาดเก่าตะกั่วป่า,ต.โคกเคียน อ.ตะกั่วป่า จ.พังงา,00:00 น.,35.2,8.829422267219035,98.36930751800537
บ้านหินลาด,ต.คุระ อ.คุระบุรี จ.พังงา,23:00 น.,2,9.224830526602089,98.38440835475922
บ้านดอกแดง,ต.บางไทร อ.ตะกั่วป่า จ.พังงา,23:00 น.,21.5,8.76229683729498,98.32100093364716
รร.บ้านท่าหัน,ต.รมณีย์ อ.กะปง จ.พังงา,00:00 น.,34.4,8.82907241062152,98.49199175834656
หน่วยจัดการต้นน้ำน้ำกอนฝั่งซ้าย,ต.พญาแก้ว อ.เชียงกลาง จ.น่าน,00:00 น.,0.6,19.31079909704214,101.01179301738739
ศูนย์พัฒนาเด็กเล็ก อบต.ท่านา,ต.ท่านา อ.กะปง จ.พังงา,00:00 น.,37,8.678465815115747,98.41659486293793
อบต.นากอก,ต.นากอก อ.ศรีบุญเรือง จ.หนองบัวลำภู,00:00 น.,5.4,16.89681603726962,102.20171749591827
ตะกั่วป่า,ต.คึกคัก อ.ตะกั่วป่า จ.พังงา,22:00 น.,24.7,8.68416649612894,98.25222373008728
ทต.ราไวย์,ต.ราไวย์ อ.เมืองภูเก็ต จ.ภูเก็ต,00:00 น.,0.4,7.770802038287509,98.31874787807465
บ้านตะเคียนงาม,ต.บางหิน อ.กะเปอร์ จ.ระนอง,23:00 น.,16,9.519417467150856,98.5732626914978
บ้านห้วยซ้อ,ต.ห้วยม่วง อ.ภูผาม่าน จ.ขอนแก่น,23:00 น.,6.5,16.76548280483011,101.9109982252121
บ้านบางกุ่ม,ต.กะปง อ.กะปง จ.พังงา,23:00 น.,19.5,8.665886890599657,98.45299780368805
ทม.บ้านทุ่ม,ต.บ้านทุ่ม อ.เมืองขอนแก่น จ.ขอนแก่น,00:00 น.,18,16.444456244257072,102.72511303424835
หน่วยจัดการต้นน้ำน้ำพาง,ต.วังกวาง อ.น้ำหนาว จ.เพชรบูรณ์,00:00 น.,0.8,16.95057994202969,101.62506401538849
บ้านนาลานข้าว,ต.วังยาว อ.ด่านซ้าย จ.เลย,23:00 น.,11,17.2718299233572,101.35399997234344
บ้านกลาง,ต.ปลาบ่า อ.ภูเรือ จ.เลย,23:00 น.,0.5,17.31718936921469,101.43310368061066
บ้านบางทอง,ต.บางทอง อ.ท้ายเหมือง จ.พังงา,23:00 น.,9,8.385255881970396,98.36069226264954
บ้านนาน้อย,ต.ท่าศาลา อ.ภูเรือ จ.เลย,23:00 น.,0.5,17.379243394075164,101.49400055408478
บ้านหัวแม่คำ,ต.แม่สลองใน อ.แม่ฟ้าหลวง จ.เชียงราย,23:00 น.,5,20.367812476362644,99.46900248527527
อ่างเก็บน้ำห้วยดินทราย,ต.หนองแวง อ.ละหานทราย จ.บุรีรัมย์,16:00 น.,1.2,14.271635614101953,102.9823100566864
สถานีชุมชนป่าภูถ้ำ,ต.แวงน้อย อ.แวงน้อย จ.ขอนแก่น,00:00 น.,3,15.839768783492104,102.4144059419632
สะพานบังอี่,ต.โพธิ์ไทร อ.ดอนตาล จ.มุกดาหาร,00:00 น.,12,16.345832766161653,104.88988637924194
บ้านแม่สิน,ต.นาพูน อ.วังชิ้น จ.แพร่,23:00 น.,11,17.802293371173157,99.85799789428711
บ้านทาทุ่งไผ่*,ต.ทาปลาดุก อ.แม่ทา จ.ลำพูน,23:00 น.,19.5,18.52809919508312,99.23399806022644
เขื่อนสิรินธร,ต.นิคมสร้างตนเอง อ.สิรินธร จ.อุบลราชธานี,22:00 น.,1,15.218301105532507,105.42277157306671
บ้านเขาพลู,ต.บางสัก อ.กันตัง จ.ตรัง,23:00 น.,3.5,7.4243310280873684,99.39700126647949
บ้านผึ้ง,ต.วังยาว อ.ด่านซ้าย จ.เลย,23:00 น.,0.5,17.230988673774696,101.32499992847443
บ้านนาพรุ,ต.นาคา อ.สุขสำราญ จ.ระนอง,23:00 น.,1.5,9.431408485746166,98.46690773963928
อบต.หนองกุงธนสาร,ต.หนองกุงธนสาร อ.ภูเวียง จ.ขอนแก่น,00:00 น.,18.2,16.638710399668604,102.42059648036957
อบต.บางหิน,ต.บางหิน อ.กะเปอร์ จ.ระนอง,00:00 น.,12.8,9.536912860680799,98.57948005199432
ลำพูน,ต.เวียงยอง อ.เมืองลำพูน จ.ลำพูน,22:00 น.,0.7,18.567224151968023,99.03388917446136
บ้านหนองบัวสามัคคี,ต.โกสัมพี อ.โกสัมพีนคร จ.กำแพงเพชร,23:00 น.,28,16.559186272517714,99.25900161266327
บ้านเชือกน้ำ,ต.ถ้ำ อ.ตะกั่วทุ่ง จ.พังงา,23:00 น.,11.5,8.413350503382208,98.42573046684265
บ้านบ่อสี่เหลี่ยม,ต.ปงเตา อ.งาว จ.ลำปาง,23:00 น.,5.5,18.876793032769942,99.8119980096817
บ้านบางบอน,ต.คลองศก อ.พนม จ.สุราษฎร์ธานี,23:00 น.,6,8.883524046532198,98.6518943309784
