ชื่อสถานี,ที่ตั้ง,เวลา,ฝนล่าสุด (มม.),lat,long
บ้านบางกุ่ม,ต.กะปง อ.กะปง จ.พังงา,23:00 น.,13.5,8.665886890599657,98.45299780368805
บ้านก่อก๋วง,ต.บ่อเกลือใต้ อ.บ่อเกลือ จ.น่าน,04:00 น.,107.5,19.181043719488734,101.12100183963776
ศูนย์พัฒนาเด็กเล็ก อบต.ท่านา,ต.ท่านา อ.กะปง จ.พังงา,00:00 น.,7.2,8.678465815115747,98.41659486293793
อบต.ป่าแก่บ่อหิน,ต.ป่าแก่บ่อหิน อ.ทุ่งหว้า จ.สตูล,23:00 น.,195.4,7.056419899956487,99.80188071727753
ตลาดเก่าตะกั่วป่า,ต.โคกเคียน อ.ตะกั่วป่า จ.พังงา,00:00 น.,4,8.829422267219035,98.36930751800537
ตะกั่วป่า,ต.ตำตัว อ.ตะกั่วป่า จ.พังงา,00:00 น.,6.2,8.775848014071634,98.39027166366577
รร.บ้านช้างเชื่อ,ต.เหล อ.กะปง จ.พังงา,00:00 น.,7,8.744328572596828,98.48950266838074
บ้านขุนห้วยแม่เปา,ต.แม่เปา อ.พญาเม็งราย จ.เชียงราย,14:00 น.,0.5,19.961782571335185,100.13500034809113
สะพานบ้านสวนปราง,ต.คลองสระ อ.กาญจนดิษฐ์ จ.สุราษฎร์ธานี,19:00 น.,0.2,9.02127859522235,99.63304102420807
บ้านพรุสมภาร,ต.เทพกระษัตรี อ.ถลาง จ.ภูเก็ต,23:00 น.,1.5,8.043698686234453,98.32499742507935
คลองสำโรง บางเสาธง,ต.บางเสาธง อ.บางเสาธง จ.สมุทรปราการ,04:00 น.,3.4,13.589132309161357,100.80248951911926
อบต.เขาไชยราช,ต.เขาไชยราช อ.ปะทิว จ.ชุมพร,00:00 น.,0.2,10.94433611920787,99.29763078689575
ตะกั่วป่า,ต.คึกคัก อ.ตะกั่วป่า จ.พังงา,22:00 น.,13.4,8.68416649612894,98.25222373008728
อุทยานแห่งชาติแม่เมย,ต.แม่สอง อ.ท่าสองยาง จ.ตาก,00:00 น.,1.4,17.48381047138537,98.07418406009674
ทต.ลำแก่น,ต.ลำแก่น อ.ท้ายเหมือง จ.พังงา,00:00 น.,11.6,8.596785469242757,98.2572340965271
เมืองอุดรธานี,ต.หมูม่น อ.เมืองอุดรธานี จ.อุดรธานี,00:00 น.,12.4,17.48235223673813,102.79712498188019
อบต.บ่อทอง,ต.บ่อทอง อ.บ่อทอง จ.ชลบุรี,00:00 น.,0.2,13.2416791395524,101.48822844028473
พนมสารคาม,ต.เกาะขนุน อ.พนมสารคาม จ.ฉะเชิงเทรา,00:00 น.,0.2,13.72659192516162,101.35295927524567
บ้านเชือกน้ำ,ต.ถ้ำ อ.ตะกั่วทุ่ง จ.พังงา,23:00 น.,4.5,8.413350503382208,98.42573046684265
บ้านทุ่งข่า,ต.ปะเหลียน อ.ปะเหลียน จ.ตรัง,23:00 น.,138.5,7.357221126789315,99.82599914073944
อบต.ขุนทะเล,ต.ขุนทะเล อ.ลานสกา จ.นครศรีธรรมราช,15:00 น.,6.2,8.338826849818888,99.85211312770844
ทต.หนองเลิง,ต.หนองเลิง อ.บึงกาฬ จ.บึงกาฬ,07:00 น.,0.2,18.339143392115528,103.3976662158966
บ้านทับชัน,ต.คันธุลี อ.ท่าชนะ จ.สุราษฎร์ธานี,23:00 น.,2,9.659165017254088,99.11799788475037
ชุมพร,ต.ท่าตะเภา อ.เมืองชุมพร จ.ชุมพร,22:00 น.,0.6,10.498751619826477,99.18847024440765
บ้านหนองปลิง,ต.คลองพา อ.ท่าชนะ จ.สุราษฎร์ธานี,23:00 น.,14,9.58266538988923,99.12801861763
รพสต.บ่อวิน,ต.บ่อวิน อ.ศรีราชา จ.ชลบุรี,00:00 น.,1.8,13.055022897626808,101.09784364700317
ทต.ราไวย์,ต.ราไวย์ อ.เมืองภูเก็ต จ.ภูเก็ต,23:00 น.,0.2,7.770802038287509,98.31874787807465
บ้านนาเมืองทอง,ต.นาแค อ.นายูง จ.อุดรธานี,07:00 น.,3,17.968981986492867,102.12500095367432
รร.บ้านลำปลอกเหนือ,ต.ในควน อ.ย่านตาขาว จ.ตรัง,00:00 น.,113.8,7.354901490150456,99.81480896472931
บ้านด่าน,ต.บ้านด่าน อ.อรัญประเทศ จ.สระแก้ว,23:00 น.,6,13.721552635457119,102.46502459049225
เมืองพังงา,ต.ถ้ำน้ำผุด อ.เมืองพังงา จ.พังงา,00:00 น.,3.2,8.47732263303875,98.52831959724426
บ้านดอกแดง,ต.บางไทร อ.ตะกั่วป่า จ.พังงา,23:00 น.,40,8.76229683729498,98.32100093364716
บ้านผาใต้,ต.ห้วยชมภู อ.เมืองเชียงราย จ.เชียงราย,18:00 น.,12,20.04863950159811,99.51500236988068
บ้านห้วยโต้,ต.ทับปริก อ.เมืองกระบี่ จ.กระบี่,23:00 น.,0.5,8.24083971003288,98.9139997959137
บ้านสวนปราง,ต.คลองสระ อ.กาญจนดิษฐ์ จ.สุราษฎร์ธานี,17:00 น.,1.5,9.014878480718412,99.64100182056427
บ้านกระบกเตี้ย,ต.วังเย็น อ.สนามชัยเขต จ.ฉะเชิงเทรา,14:00 น.,1.5,13.68259480777081,101.52891755104065
บ้านไคร้,ต.ตับเต่า อ.เทิง จ.เชียงราย,01:00 น.,14,19.72781655269822,100.29400169849396
บ้านบางทอง,ต.บางทอง อ.ท้ายเหมือง จ.พังงา,23:00 น.,7,8.385255881970396,98.36069226264954
บ้านช่องลม,ต.ช้างแรก อ.บางสะพานน้อย จ.ประจวบคีรีขันธ์,23:00 น.,9.5,11.122707214100318,99.3669980764389
ศูนย์อปพร. อบต.บ้านไร่,ต.บ้านไร่ อ.บ้านไร่ จ.อุทัยธานี,00:00 น.,25.6,15.082653977067553,99.51932072639465
รร.บ้านท่าหัน,ต.รมณีย์ อ.กะปง จ.พังงา,00:00 น.,12,8.82907241062152,98.49199175834656
อ.ศรีบุญเรือง,ต.ทรายทอง อ.ศรีบุญเรือง จ.หนองบัวลำภู,15:00 น.,37,16.87346019379654,102.32698738574982
อบต.คลองพา,ต.คลองพา อ.ท่าชนะ จ.สุราษฎร์ธานี,00:00 น.,2.6,9.592202342187072,99.11969840526581
ชุมชนบ้านโคกพะยอม,ต.ละงู อ.ละงู จ.สตูล,00:00 น.,32.2,6.818721728450893,99.8093318939209
ทต.พังโคน,ต.พังโคน อ.พังโคน จ.สกลนคร,00:00 น.,33.4,17.39867607810202,103.71429026126862
บ้านดอยมด,ต.แม่เจดีย์ใหม่ อ.เวียงป่าเป้า จ.เชียงราย,20:00 น.,1,19.053498215590984,99.46399748325348
ทต.สวนผึ้ง,ต.สวนผึ้ง อ.สวนผึ้ง จ.ราชบุรี,23:00 น.,1.4,13.544890536882551,99.33835744857788
อบต.ท่ากระดาน,ต.วังเย็น อ.สนามชัยเขต จ.ฉะเชิงเทรา,14:00 น.,6.8,13.669303370189702,101.59209966659546
บ้านน้ำม้าเหนือ,ต.สถาน อ.เชียงของ จ.เชียงราย,23:00 น.,10.5,20.20574285081291,100.36999940872192
ศาลากลางหมู่บ้านในล๊อค,ต.ทองมงคล อ.บางสะพาน จ.ประจวบคีรีขันธ์,00:00 น.,6.4,11.181038447200688,99.35544312000275
บ้านทุ่ง,ต.อ่าวนาง อ.เมืองกระบี่ จ.กระบี่,04:00 น.,0.5,8.050455037175501,98.80316019058228
สวนผึ้ง,ต.สวนผึ้ง อ.สวนผึ้ง จ.ราชบุรี,00:00 น.,4.4,13.560128909477825,99.36227202415466
อุดรธานี,ต.หนองขอนกว้าง อ.เมืองอุดรธานี จ.อุดรธานี,22:00 น.,18.4,17.383333849151875,102.80000030994415
บ้านหนองตำเสา,ต.ถ้ำสิงห์ อ.เมืองชุมพร จ.ชุมพร,23:00 น.,3.5,10.42442342954386,99.04100239276886
บ้านปากเนียม,ต.ห้วยพิชัย อ.ปากชม จ.เลย,17:00 น.,11.5,18.055707603912804,101.9299989938736
บ้านนาทุ่งเชือก,ต.ห้วยแห้ง อ.บ้านไร่ จ.อุทัยธานี,23:00 น.,1.5,15.160484236189331,99.54500019550323
บ้านห้วยคลุม,ต.สวนผึ้ง อ.สวนผึ้ง จ.ราชบุรี,17:00 น.,43,13.58281256092853,99.32586371898651
ทม.บ้านดุง,ต.ศรีสุทโธ อ.บ้านดุง จ.อุดรธานี,15:00 น.,0.2,17.70449271004922,103.26374888420105
บ้านตะเคียนงาม,ต.บางหิน อ.กะเปอร์ จ.ระนอง,23:00 น.,10.5,9.519417467150856,98.5732626914978
บ้านสันต้นเปา,ต.แม่เงิน อ.เชียงแสน จ.เชียงราย,09:00 น.,1,20.345818996057332,100.23900032043457
บ้านผาเวียง,ต.ภูคา อ.ปัว จ.น่าน,05:00 น.,5,19.157816728615103,101.02511286735535
บ้านหน้าเหมือง,ต.ควนทอง อ.ขนอม จ.นครศรีธรรมราช,17:00 น.,0.5,9.143690630727264,99.78900074958801
บ้านห้วยไฟ,ต.แม่ขะนิง อ.เวียงสา จ.น่าน,23:00 น.,15,18.763059427221858,100.53900003433228
บ้านบูโล๊ะสะนีแย,ต.บ้านแหร อ.ธารโต จ.ยะลา,23:00 น.,2.5,6.078227569056002,101.18834137916565
บ้านพุน้ำร้อน,ต.บ้านบึง อ.บ้านคา จ.ราชบุรี,16:00 น.,9.5,13.24901042491195,99.42800223827362
อบต.หนองหญ้า,ต.หนองหญ้า อ.เมืองกาญจนบุรี จ.กาญจนบุรี,19:00 น.,29,13.983732434148525,99.45824146270752
บ้านทุ่งทราย,ต.เวียง อ.เชียงของ จ.เชียงราย,23:00 น.,14.5,20.261341603321085,100.36700069904327
