ชื่อสถานี,ที่ตั้ง,เวลา,ฝนล่าสุด (มม.)
ทต.นครไทย,ต.นครไทย อ.นครไทย จ.พิษณุโลก,06:00 น.,60.8
บ้านจันทิ,ต.ท่ากุ่ม อ.เมืองตราด จ.ตราด,23:00 น.,60.5
อบต.บึงกาฬ,ต.บึงกาฬ อ.บึงกาฬ จ.บึงกาฬ,06:00 น.,60.4
ชัยภูมิ,ต.ในเมือง อ.เมืองชัยภูมิ จ.ชัยภูมิ,04:00 น.,60.2
บ้านเหนือ,ต.กำพวน อ.สุขสำราญ จ.ระนอง,05:00 น.,59
อบต.สัมฤทธิ์,ต.สัมฤทธิ์ อ.พิมาย จ.นครราชสีมา,06:00 น.,58.8
เมืองตราด,ต.ห้วยแร้ง อ.เมืองตราด จ.ตราด,06:00 น.,58.8
กระบี่,ต.เหนือคลอง อ.เหนือคลอง จ.กระบี่,04:00 น.,58.6
วังกระแจะ,ต.เนินทราย อ.เมืองตราด จ.ตราด,06:00 น.,58.6
บ้านห้วยเย็น,ต.ปิงหลวง อ.นาหมื่น จ.น่าน,01:00 น.,57.5
อบต.พระรักษ์,ต.พระรักษ์ อ.พะโต๊ะ จ.ชุมพร,06:00 น.,57.4
บางพระ,ต.หนองเสม็ด อ.เมืองตราด จ.ตราด,06:00 น.,57.4
บ้านปลายคลองวัน,ต.ปากจั่น อ.กระบุรี จ.ระนอง,05:00 น.,57
บ้านโป่งป่าติ้ว,ต.กกดู่ อ.เมืองเลย จ.เลย,05:00 น.,57
บ้านปากแพรก,ต.ละอุ่นเหนือ อ.ละอุ่น จ.ระนอง,05:00 น.,56
เมืองระนอง,ต.เขานิเวศน์ อ.เมืองระนอง จ.ระนอง,06:00 น.,56
บ้านเขาอ่าง,ต.มาบไพ อ.ขลุง จ.จันทบุรี,05:00 น.,56
อุทยานแห่งชาติป่าหินงาม,ต.บ้านไร่ อ.เทพสถิต จ.ชัยภูมิ,06:00 น.,55.6
บ้านร่องกล้า,ต.เนินเพิ่ม อ.นครไทย จ.พิษณุโลก,03:00 น.,55.5
อบต.เขาค่าย,ต.เขาค่าย อ.สวี จ.ชุมพร,06:00 น.,55
ท้ายฝายยางกะฮาด,ต.กะฮาด อ.เนินสง่า จ.ชัยภูมิ,06:00 น.,54.8
อบต.หนองกง,ต.หนองกง อ.นางรอง จ.บุรีรัมย์,06:00 น.,54.8
อบต.บางใหญ่,ต.บางใหญ่ อ.กระบุรี จ.ระนอง,06:00 น.,54.6
บ้านคลองขนุน,ต.หนองบัว อ.บ้านค่าย จ.ระยอง,05:00 น.,54.5
บ้านแก่งลาด,ต.ห้วยเฮี้ย อ.นครไทย จ.พิษณุโลก,05:00 น.,54.5
บ้านตาบาด,ต.บ่อพลอย อ.บ่อไร่ จ.ตราด,05:00 น.,54
หนองไผ่,ต.นาเฉลียง อ.หนองไผ่ จ.เพชรบูรณ์,06:00 น.,53.6
ลานกีฬา อบต.วังโป่ง,ต.วังโป่ง อ.วังโป่ง จ.เพชรบูรณ์,06:00 น.,53.6
เหนือฝายพิมาย,ต.ในเมือง อ.พิมาย จ.นครราชสีมา,06:00 น.,53.4
ทม.วิเชียรบุรี,ต.ท่าโรง อ.วิเชียรบุรี จ.เพชรบูรณ์,06:00 น.,53.2
เขตรักษาพันธุ์สัตว์ป่าเขาสอยดาว,ต.ทรายขาว อ.สอยดาว จ.จันทบุรี,06:00 น.,53.2
อบต.ปางมะผ้า,ต.ปางมะผ้า อ.ปางมะผ้า จ.แม่ฮ่องสอน,06:00 น.,53.2
บ้านจำวาย,ต.ไผ่โทน อ.ร้องกวาง จ.แพร่,01:00 น.,53
บ้านวังไทรทองเหนือ,ต.ซับเปิบ อ.วังโป่ง จ.เพชรบูรณ์,21:00 น.,53
รร.บ้านช้างเชื่อ,ต.เหล อ.กะปง จ.พังงา,06:00 น.,53
บ้านหัวทุ่ง,ต.บ่อแก้ว อ.นาหมื่น จ.น่าน,05:00 น.,53
ทต.บ้านนา,ต.บ้านนา อ.แกลง จ.ระยอง,06:00 น.,52.4
บ้านโคกพลวง,ต.หนองโบสถ์ อ.นางรอง จ.บุรีรัมย์,06:00 น.,52.4
บ้านตาดรินทอง,ต.ธาตุทอง อ.ภูเขียว จ.ชัยภูมิ,20:00 น.,52
อบต.โนนข่า,ต.โนนข่า อ.พล จ.ขอนแก่น,06:00 น.,51.6
บ้านซับเปิป,ต.ซับเปิบ อ.วังโป่ง จ.เพชรบูรณ์,20:00 น.,51.5
บ้านบางทอง,ต.บางทอง อ.ท้ายเหมือง จ.พังงา,05:00 น.,51.5
บ้านห้วยโป่ง,ต.ห้วยมุ่น อ.น้ำปาด จ.อุตรดิตถ์,01:00 น.,51
วิเชียรบุรี,ต.ท่าโรง อ.วิเชียรบุรี จ.เพชรบูรณ์,04:00 น.,50.2
บ้านวังลาด,ต.ชนแดน อ.ชนแดน จ.เพชรบูรณ์,21:00 น.,50
บ้านชมภูเหนือ,ต.ชมพู อ.เนินมะปราง จ.พิษณุโลก,02:00 น.,50
บ้านน้ำพริก,ต.ยางโกลน อ.นครไทย จ.พิษณุโลก,02:00 น.,50
บ้านควนนนท์,ต.ไม้เรียง อ.ฉวาง จ.นครศรีธรรมราช,18:00 น.,50
บ้านโนนงิ้ว,ต.บ้านบัว อ.เกษตรสมบูรณ์ จ.ชัยภูมิ,21:00 น.,49.5
ทต.ตาลเดี่ยว,ต.ตาลเดี่ยว อ.หล่มสัก จ.เพชรบูรณ์,06:00 น.,49.4
บ้านแม่สาย (บ้านถ้ำผาจม),ต.เวียงพางคำ อ.แม่สาย จ.เชียงราย,05:00 น.,49
อุทยานแห่งชาติตาดโตน,ต.นาฝาย อ.เมืองชัยภูมิ จ.ชัยภูมิ,06:00 น.,48.8
บ้านนาฮ่อง*,ต.แม่ศึก อ.แม่แจ่ม จ.เชียงใหม่,05:00 น.,48.5
บ้านทบศอก,ต.หมอกจำแป่ อ.เมืองแม่ฮ่องสอน จ.แม่ฮ่องสอน,05:00 น.,48.5
บ้านหนองขาหย่าง,ต.สวนเมี่ยง อ.ชาติตระการ จ.พิษณุโลก,05:00 น.,48.5
บ้านน้ำชุน*,ต.น้ำชุน อ.หล่มสัก จ.เพชรบูรณ์,05:00 น.,48.5
อบต.หนองกุงธนสาร,ต.หนองกุงธนสาร อ.ภูเวียง จ.ขอนแก่น,06:00 น.,48.4
ทต.หนองบอน,ต.หนองบอน อ.บ่อไร่ จ.ตราด,06:00 น.,48.4
บ้านหนองปล้อง,ต.กุดตาเพชร อ.ลำสนธิ จ.ลพบุรี,02:00 น.,48
บ้านลาดเหนือ,ต.หนองบัวแดง อ.หนองบัวแดง จ.ชัยภูมิ,02:00 น.,48
บ้านศักดิ์เฉลิมกิจ,ต.เขาค้อ อ.เขาค้อ จ.เพชรบูรณ์,05:00 น.,48
บ้านสวนป่า,ต.ห้วยโรง อ.ร้องกวาง จ.แพร่,05:00 น.,48
อบต.หนองโสน,ต.หนองโสน อ.สามง่าม จ.พิจิตร,06:00 น.,47.8
บ้านหนองบอน,ต.หนองบอน อ.บ่อไร่ จ.ตราด,05:00 น.,47.5
บ้านห้วยมุ่น,ต.ห้วยมุ่น อ.น้ำปาด จ.อุตรดิตถ์,05:00 น.,47.5
บ้านแม่ละนา,ต.ปางมะผ้า อ.ปางมะผ้า จ.แม่ฮ่องสอน,05:00 น.,47.5
บ้านน้ำเคิม,ต.ปิงหลวง อ.นาหมื่น จ.น่าน,05:00 น.,47.5
บ้านแก่งไฮ,ต.หนองกะท้าว อ.นครไทย จ.พิษณุโลก,00:00 น.,47.5
อบต.นายายอาม,ต.นายายอาม อ.นายายอาม จ.จันทบุรี,06:00 น.,47.4
อบต.นาหินลาด,ต.นาหินลาด อ.ปากพลี จ.นครนายก,06:00 น.,47.4
บ้านหนองใหญ่,ต.ผาอินทร์แปลง อ.เอราวัณ จ.เลย,05:00 น.,47
บ้านห้วยหก,ต.เมืองแหง อ.เวียงแหง จ.เชียงใหม่,05:00 น.,47
บ้านหนองเฒ่า,ต.ลานหอย อ.บ้านด่านลานหอย จ.สุโขทัย,05:00 น.,47
นครไทย,ต.นครไทย อ.นครไทย จ.พิษณุโลก,06:00 น.,46.6
ทต.น้ำยืน,ต.สีวิเชียร อ.น้ำยืน จ.อุบลราชธานี,06:00 น.,46.4
อบต.คลองขลุง,ต.คลองขลุง อ.คลองขลุง จ.กำแพงเพชร,06:00 น.,46
บ้านวังยาวใหญ่,ต.นาหนองทุ่ม อ.ชุมแพ จ.ขอนแก่น,05:00 น.,45.5
บ้านน้ำพาย,ต.นครไทย อ.นครไทย จ.พิษณุโลก,05:00 น.,45.5
อบต.บ้านไร่,ต.บ้านไร่ อ.บางกระทุ่ม จ.พิษณุโลก,06:00 น.,45.4
อบต.ช่องสามหมอ,ต.ช่องสามหมอ อ.แก้งคร้อ จ.ชัยภูมิ,06:00 น.,45
อบต.ห้วยมุ่น,ต.ห้วยมุ่น อ.น้ำปาด จ.อุตรดิตถ์,06:00 น.,45
บ้านนาหนอง,ต.หนองกะท้าว อ.นครไทย จ.พิษณุโลก,22:00 น.,45
บ้านบางบอน,ต.คลองศก อ.พนม จ.สุราษฎร์ธานี,05:00 น.,44.5
บ้านแพมบก,ต.ทุ่งยาว อ.ปาย จ.แม่ฮ่องสอน,05:00 น.,44.5
ที่ทำการผู้ใหญ่บ้าน หมู่ 13 ต.วังทอง,ต.วังทอง อ.วังทอง จ.พิษณุโลก,06:00 น.,44.4
ทต.วังใหม่,ต.วังใหม่ อ.เมืองชุมพร จ.ชุมพร,06:00 น.,44.4
บ้านกองลม,ต.เมืองแหง อ.เวียงแหง จ.เชียงใหม่,20:00 น.,44
บ้านตลิ่งชัน,ต.ตลิ่งชัน อ.บ้านด่านลานหอย จ.สุโขทัย,05:00 น.,44
บ้านห้วยจะค่าน,ต.ปิงโค้ง อ.เชียงดาว จ.เชียงใหม่,05:00 น.,44
สะพานข้ามน้ำมูล,ต.โขงเจียม อ.โขงเจียม จ.อุบลราชธานี,06:00 น.,43.8
อบต.ทับปุด,ต.ทับปุด อ.ทับปุด จ.พังงา,06:00 น.,43.6
หน่วยจัดการต้นน้ำภูเวียง,ต.สงเปือย อ.ภูเวียง จ.ขอนแก่น,06:00 น.,43.2
ห้วยแร้ง,ต.ห้วยแร้ง อ.เมืองตราด จ.ตราด,06:00 น.,43.2
อบต.สะตอ,ต.สะตอ อ.เขาสมิง จ.ตราด,06:00 น.,43
บ้านน้ำพุ,ต.พุทธบาท อ.ชนแดน จ.เพชรบูรณ์,05:00 น.,43
บ้านกุดจิก,ต.หนองข่า อ.เกษตรสมบูรณ์ จ.ชัยภูมิ,05:00 น.,43
บ้านห้วยโรงนอก,ต.ห้วยโรง อ.ร้องกวาง จ.แพร่,05:00 น.,43
วังทอง,ต.วังทอง อ.วังทอง จ.พิษณุโลก,06:00 น.,42.6
ศูนย์พัฒนาเด็กเล็ก อบต.ท่านา,ต.ท่านา อ.กะปง จ.พังงา,06:00 น.,42.6
บ้านเชือกน้ำ,ต.ถ้ำ อ.ตะกั่วทุ่ง จ.พังงา,05:00 น.,42.5
บ้านโคกสะอาด,ต.นายางกลัก อ.เทพสถิต จ.ชัยภูมิ,00:00 น.,42.5
นางรอง,ต.สะเดา อ.นางรอง จ.บุรีรัมย์,04:00 น.,42.2
สะพานข้ามลำปะเทีย,ต.อีสานเขต อ.เฉลิมพระเกียรติ จ.บุรีรัมย์,06:00 น.,42.2
บ้านวังท่าดี*,ต.วังท่าดี อ.หนองไผ่ จ.เพชรบูรณ์,05:00 น.,42
บ้านคลองห้วยนา,ต.ชนแดน อ.ชนแดน จ.เพชรบูรณ์,21:00 น.,42
บ้านน้ำมี,ต.น้ำทูน อ.ท่าลี่ จ.เลย,05:00 น.,42
เมืองขอนแก่น,ต.ท่าพระ อ.เมืองขอนแก่น จ.ขอนแก่น,06:00 น.,41.8
บ้านมะม่วง,ต.นนทรีย์ อ.บ่อไร่ จ.ตราด,05:00 น.,41.5
บ้านลาดแคใต้,ต.ลาดแค อ.ชนแดน จ.เพชรบูรณ์,05:00 น.,41.5
บ้านแม่ทะบน,ต.ประสงค์ อ.ท่าชนะ จ.สุราษฎร์ธานี,05:00 น.,41.5
สะพานฉลองขอนแก่น 200 ปี,ต.หนองตูม อ.เมืองขอนแก่น จ.ขอนแก่น,06:00 น.,41.4
อุทยานแห่งชาติภูแลนคา,ต.ห้วยต้อน อ.เมืองชัยภูมิ จ.ชัยภูมิ,06:00 น.,41.2
อบต.ท่าสะอาด,ต.ท่าสะอาด อ.นาด้วง จ.เลย,06:00 น.,41.2
อบต.คลองศก,ต.คลองศก อ.พนม จ.สุราษฎร์ธานี,06:00 น.,41
อ่างเก็บน้ำแม่เกี๋ยง,ต.บ้านเอื้อม อ.เมืองลำปาง จ.ลำปาง,06:00 น.,41
บ้านนาฟองแดง,ต.นครชุม อ.นครไทย จ.พิษณุโลก,05:00 น.,41
บ้านถ้ำพริก,ต.บ้านแยง อ.นครไทย จ.พิษณุโลก,05:00 น.,41
ทต.ปลายพระยา,ต.ปลายพระยา อ.ปลายพระยา จ.กระบี่,06:00 น.,41
หล่มสัก,ต.หล่มสัก อ.หล่มสัก จ.เพชรบูรณ์,06:00 น.,40.8
ยางตลาด,ต.ดอนสมบูรณ์ อ.ยางตลาด จ.กาฬสินธุ์,06:00 น.,40.8
หน่วยจัดการต้นน้ำขุนสถาน,ต.สันทะ อ.นาน้อย จ.น่าน,06:00 น.,40.8
อบต.หล่มเก่า,ต.หล่มเก่า อ.หล่มเก่า จ.เพชรบูรณ์,06:00 น.,40.6
บ้านบุ่งผำ,ต.น้ำกุ่ม อ.นครไทย จ.พิษณุโลก,05:00 น.,40.5
บ้านซับอีปุก,ต.ซับพุทรา อ.ชนแดน จ.เพชรบูรณ์,05:00 น.,40
บ้านเมืองปอน,ต.เมืองปอน อ.ขุนยวม จ.แม่ฮ่องสอน,05:00 น.,40
ชุมชนโกรกประดู่,ต.โคกกลาง อ.ลำปลายมาศ จ.บุรีรัมย์,06:00 น.,39.8
อบต.หนองพันทา,ต.หนองพันทา อ.โซ่พิสัย จ.บึงกาฬ,06:00 น.,39.8
บ้านเทพพนา,ต.นายางกลัก อ.เทพสถิต จ.ชัยภูมิ,22:00 น.,39.5
บ้านสะพานหิน,ต.โป่งนก อ.เทพสถิต จ.ชัยภูมิ,05:00 น.,39
บ้านเจ็ดลูกเนิน,ต.ชากบก อ.บ้านค่าย จ.ระยอง,05:00 น.,39
บ้านนาล้อม,ต.ป่าแดง อ.ชาติตระการ จ.พิษณุโลก,05:00 น.,39
สะพานห้วยแม่ถาบ้านปาหุ่ง,ต.ยาบหัวนา อ.เวียงสา จ.น่าน,06:00 น.,39
บ้านโนนเขวา,ต.โนนทอง อ.เกษตรสมบูรณ์ จ.ชัยภูมิ,05:00 น.,39
ทต.บ้านค่ายหมื่นแผ้ว,ต.บ้านค่าย อ.เมืองชัยภูมิ จ.ชัยภูมิ,06:00 น.,38.8
อบต.บางวัน,ต.บางวัน อ.คุระบุรี จ.พังงา,06:00 น.,38.8
ทต.บัวสว่าง,ต.สว่าง อ.พรรณานิคม จ.สกลนคร,06:00 น.,38.6
บ้านคลองพร้าว,ต.เกาะช้าง อ.เกาะช้าง จ.ตราด,05:00 น.,38.5
บ้านซำทองพัฒนา,ต.บ้านกลาง อ.วังทอง จ.พิษณุโลก,05:00 น.,38.5
บ้านวังยายมุก,ต.คลองพลู อ.เขาคิชฌกูฏ จ.จันทบุรี,05:00 น.,38.5
บ้านห้วยสลัก,ต.ป่าแดด อ.แม่สรวย จ.เชียงราย,05:00 น.,38.5
บ้านหนองผักกูด,ต.ห้วยใหญ่ อ.บางละมุง จ.ชลบุรี,05:00 น.,38.5
บ้านนาพึง,ต.นาพึง อ.นาแห้ว จ.เลย,05:00 น.,38.5
โครงการพัฒนาราษฎรชาวไทยภูเขา ฯ บ้านปางคอง,ต.นาปู่ป้อม อ.ปางมะผ้า จ.แม่ฮ่องสอน,06:00 น.,38.4
หน่วยพิทักษ์ป่าเขาช่องลม,ต.เขาคันทรง อ.ศรีราชา จ.ชลบุรี,06:00 น.,38
บ้านสามแยกอินทรีทอง,ต.คลองพา อ.ท่าชนะ จ.สุราษฎร์ธานี,05:00 น.,38
บ้านวังประดิษฐ์,ต.เขาค่าย อ.สวี จ.ชุมพร,05:00 น.,38
บ้านใน,ต.ปากแพรก อ.ดอนสัก จ.สุราษฎร์ธานี,05:00 น.,38
บ้านหนองหว้า,ต.ทุ่งยาว อ.ปะเหลียน จ.ตรัง,05:00 น.,37.5
บ้านดอยสะโงะ,ต.ศรีดอนมูล อ.เชียงแสน จ.เชียงราย,05:00 น.,37.5
บ้านใหม่สามัคคี,ต.ห้วยแย้ อ.หนองบัวระเหว จ.ชัยภูมิ,05:00 น.,37
บ้านน้ำกุ่ม,ต.น้ำกุ่ม อ.นครไทย จ.พิษณุโลก,05:00 น.,37
บ้านท่าข้าม,ต.แก่งโสภา อ.วังทอง จ.พิษณุโลก,05:00 น.,37
อบต.ป่าแดง,ต.ป่าแดง อ.ชาติตระการ จ.พิษณุโลก,06:00 น.,36.8
บ้านสะโทย,ต.วังสรรพรส อ.ขลุง จ.จันทบุรี,05:00 น.,36.5
บ้านกาญจนา,ต.แม่ลาว อ.เชียงคำ จ.พะเยา,05:00 น.,36
บ้านซับชมภู,ต.วังทอง อ.ภักดีชุมพล จ.ชัยภูมิ,05:00 น.,36
บ้านสันต้นเปา,ต.แม่เงิน อ.เชียงแสน จ.เชียงราย,05:00 น.,36
บ้านขุนสถาน,ต.สันทะ อ.นาน้อย จ.น่าน,05:00 น.,35.5
อบต.เวียง,ต.เวียง อ.ฝาง จ.เชียงใหม่,06:00 น.,35.2
ฝาง,ต.แม่คะ อ.ฝาง จ.เชียงใหม่,06:00 น.,35
บ้านน้ำเย็น,ต.หินแก้ว อ.ท่าแซะ จ.ชุมพร,06:00 น.,35
ทต.จันดี,ต.จันดี อ.ฉวาง จ.นครศรีธรรมราช,06:00 น.,34.8
สะพานทางเข้าชุมชนบ้านปากซวด,ต.พังกาญจน์ อ.พนม จ.สุราษฎร์ธานี,06:00 น.,34.8
บ้านสองพี่น้อง,ต.ริมโขง อ.เชียงของ จ.เชียงราย,05:00 น.,34.5
บ้านผาสิงห์,ต.ผาสิงห์ อ.เมืองน่าน จ.น่าน,05:00 น.,34.5
บ้านหาดทรายเปลือกหอย,ต.คลองเคียน อ.ตะกั่วทุ่ง จ.พังงา,05:00 น.,34.5
บ้านบุญแจ่ม,ต.น้ำเลา อ.ร้องกวาง จ.แพร่,05:00 น.,34.5
อบต.ศรีเทพ,ต.ศรีเทพ อ.ศรีเทพ จ.เพชรบูรณ์,06:00 น.,34.4
ทต.พรานกระต่าย,ต.พรานกระต่าย อ.พรานกระต่าย จ.กำแพงเพชร,06:00 น.,34.2
บ้านห้วยทรายเหนือ,ต.ห้วยเฮี้ย อ.นครไทย จ.พิษณุโลก,22:00 น.,34
สะพานเขานางบวช,ต.ศรีนาวา อ.เมืองนครนายก จ.นครนายก,06:00 น.,34
บ้านปงถ้ำ,ต.วังทอง อ.วังเหนือ จ.ลำปาง,05:00 น.,34
บ้านเหล่ากอหก,ต.เหล่ากอหก อ.นาแห้ว จ.เลย,05:00 น.,34
บ้านฮากฮาน,ต.ยาบหัวนา อ.เวียงสา จ.น่าน,05:00 น.,34
บ้านผาฮี้ (อาข่า),ต.โป่งงาม อ.แม่สาย จ.เชียงราย,05:00 น.,34
บ้านเมืองนะ,ต.แม่นะ อ.เชียงดาว จ.เชียงใหม่,05:00 น.,33.5
บ้านไผ่โทน,ต.ไผ่โทน อ.ร้องกวาง จ.แพร่,05:00 น.,33.5
บ้านหาดถั่ว,ต.ปลายพระยา อ.ปลายพระยา จ.กระบี่,05:00 น.,33.5
บ้านห้วยแหน,ต.ห้วยใหญ่ อ.เมืองเพชรบูรณ์ จ.เพชรบูรณ์,03:00 น.,33.5
บ้านแม่ทาย,ต.ออย อ.ปง จ.พะเยา,05:00 น.,33.5
บ้านแม่หงานหลวง,ต.ปางหินฝน อ.แม่แจ่ม จ.เชียงใหม่,22:00 น.,33.5
บ้านสบขาม,ต.ขุนควร อ.ปง จ.พะเยา,05:00 น.,33.5
ปาย,ต.เวียงเหนือ อ.ปาย จ.แม่ฮ่องสอน,06:00 น.,33.4
ทต.ตะเคียนทอง,ต.ตะเคียนทอง อ.เขาคิชฌกูฏ จ.จันทบุรี,06:00 น.,33.4
คลองผันน้ำยม-น่าน4,ต.งิ้วงาม อ.เมืองพิษณุโลก จ.พิษณุโลก,06:00 น.,33.2
สนามกีฬา ทต.บ่อแก้ว,ต.บ่อแก้ว อ.นาหมื่น จ.น่าน,06:00 น.,33.2
อบต.บ้านเจียง,ต.บ้านเจียง อ.ภักดีชุมพล จ.ชัยภูมิ,06:00 น.,33
หน่วยจัดการต้นน้ำลำเชิญ,ต.ทุ่งพระ อ.คอนสาร จ.ชัยภูมิ,06:00 น.,32.8
บ้านเขาจอมแห,ต.มะขามคู่ อ.นิคมพัฒนา จ.ระยอง,05:00 น.,32.5
บ้านบ่อหยวกใต้,ต.บ่อเกลือเหนือ อ.บ่อเกลือ จ.น่าน,05:00 น.,32.5
บ้านตูบค้อ,ต.กกสะทอน อ.ด่านซ้าย จ.เลย,05:00 น.,32
บ้านทับเบิก,ต.วังบาล อ.หล่มเก่า จ.เพชรบูรณ์,05:00 น.,32
บ้านห้วยหลอด,ต.ยาบหัวนา อ.เวียงสา จ.น่าน,05:00 น.,32
บ้านคลองทรายขาว,ต.คลองยา อ.อ่าวลึก จ.กระบี่,20:00 น.,32
บ้านห้วยโต้,ต.ทับปริก อ.เมืองกระบี่ จ.กระบี่,05:00 น.,32
ทต.ลานหอย,ต.ลานหอย อ.บ้านด่านลานหอย จ.สุโขทัย,06:00 น.,32
คลองพระพิมล (ไทรน้อย),ต.ไทรน้อย อ.ไทรน้อย จ.นนทบุรี,06:00 น.,31.8
อ่างเก็บน้ำห้วยดินทราย,ต.หนองแวง อ.ละหานทราย จ.บุรีรัมย์,06:00 น.,31.8
ตลาดเก่าตะกั่วป่า,ต.โคกเคียน อ.ตะกั่วป่า จ.พังงา,06:00 น.,31.6
บ้านตะบกเตี้ย,ต.ฉมัน อ.มะขาม จ.จันทบุรี,05:00 น.,31.5
บ้านสะเนียน,ต.สะเนียน อ.เมืองน่าน จ.น่าน,05:00 น.,31.5
บ้านทางแดง,ต.แคมป์สน อ.เขาค้อ จ.เพชรบูรณ์,05:00 น.,31.5
บ้านด่านดู่,ต.โป่ง อ.ด่านซ้าย จ.เลย,05:00 น.,31.5
บ้านแก้วเมธี,ต.นาด้วง อ.นาด้วง จ.เลย,05:00 น.,31.5
บ้านห้วยฮ่อมพัฒนา,ต.บ้านเวียง อ.ร้องกวาง จ.แพร่,05:00 น.,31.5
