ชื่อสถานี,ที่ตั้ง,เวลา,ฝนล่าสุด (มม.),lat,long
บ้านแม่ฮู้,ต.แม่สิน อ.ศรีสัชนาลัย จ.สุโขทัย,08:00 น.,0.5,17.70472267516475,99.73300158977509
ทต.บูเก๊ะตา,ต.โละจูด อ.แว้ง จ.นราธิวาส,19:00 น.,7.8,5.848726030708529,101.88031375408173
หน่วยพิทักษ์อุทยานแห่งชาติที่ นค.๑ (บ้านคลองยน),ต.สำนักแต้ว อ.สะเดา จ.สงขลา,00:00 น.,32.8,6.533922268207,100.53862452507019
บ้านเผี่ยนบน,ต.เทพราช อ.สิชล จ.นครศรีธรรมราช,14:00 น.,21.5,8.874651624867111,99.7790014743805
บ้านสันติคีรี,ต.แม่สลองนอก อ.แม่ฟ้าหลวง จ.เชียงราย,23:00 น.,9.5,20.16505045956637,99.62499976158142
บ้านห้วยเงาะ,ต.ทุ่งพลา อ.โคกโพธิ์ จ.ปัตตานี,17:00 น.,34,6.643294426516769,101.17482304573059
ส.เทเวศร์,ต.วัดสามพระยา อ.พระนคร จ.กรุงเทพมหานคร,15:00 น.,44,13.771909395564625,100.50110042095184
เขตดุสิต,ต.ดุสิต อ.ดุสิต จ.กรุงเทพมหานคร,15:00 น.,44,13.776931971892264,100.52032113075256
เขตพระนคร,ต.วัดสามพระยา อ.พระนคร จ.กรุงเทพมหานคร,15:00 น.,44,13.764901576096161,100.49871861934662
บ้านบูโล๊ะสะนีแย,ต.บ้านแหร อ.ธารโต จ.ยะลา,23:00 น.,20.5,6.078227569056002,101.18834137916565
ภูเก็ต,ต.ตลาดใหญ่ อ.เมืองภูเก็ต จ.ภูเก็ต,22:00 น.,0.6,7.883335308018686,98.39999735355377
บ้านพรุเตาะนอก,ต.ทุ่งใหญ่ อ.หาดใหญ่ จ.สงขลา,15:00 น.,42,7.040102208068911,100.53699910640717
อบต.พิจิตร,ต.พิจิตร อ.นาหม่อม จ.สงขลา,15:00 น.,37.4,6.988307709133191,100.57152450084686
เขตพญาไท,ต.สามเสนใน อ.พญาไท จ.กรุงเทพมหานคร,16:00 น.,0.5,13.780031951434559,100.54286777973175
บ้านควนเสม็ด,ต.ปริก อ.สะเดา จ.สงขลา,23:00 น.,3,6.695563239954998,100.52121698856354
จุดวัด ค.บางเชือกหนัง-ถ.พุทธมณฑลสาย 1,ต.คลองขวาง อ.ภาษีเจริญ จ.กรุงเทพมหานคร,16:00 น.,0.5,13.742230231514187,100.42765080928802
ปตร.คลองแสนแสบ-บางชัน,ต.สะพานสูง อ.สะพานสูง จ.กรุงเทพมหานคร,00:00 น.,0.5,13.79733898280014,100.70450842380524
ปตร.คลองหลวงแพ่ง,ต.ศาลาแดง อ.บางน้ำเปรี้ยว จ.ฉะเชิงเทรา,18:00 น.,0.5,13.813212184273727,100.93742072582245
ส.คลองสามเสน,ต.ถนนนครไชยศรี อ.ดุสิต จ.กรุงเทพมหานคร,17:00 น.,0.5,13.784830327469262,100.50825119018555
บ้านบางบ้าน,ต.คลองชะอุ่น อ.พนม จ.สุราษฎร์ธานี,12:00 น.,36,8.693176045848912,98.79023730754852
คอหงษ์ สกษ.,ต.คอหงส์ อ.หาดใหญ่ จ.สงขลา,22:00 น.,7.6,7.000000309662351,100.50000071525574
บ้านดอน,ต.อัยเยอร์เวง อ.เบตง จ.ยะลา,23:00 น.,28.5,5.923976171775753,101.11786901950836
บ้านนาส้อง,ต.คลองใหญ่ อ.ตะโหมด จ.พัทลุง,23:00 น.,3,7.277878446450891,100.05299985408783
จุดวัด ค.แสนแสบ-วัดทรัพย์ฯ,ต.แสนแสบ อ.มีนบุรี จ.กรุงเทพมหานคร,16:00 น.,26.5,13.8515024167173,100.80361068248749
เขตป้อมปราบฯ,ต.วัดโสมนัส อ.ป้อมปราบศัตรูพ่าย จ.กรุงเทพมหานคร,18:00 น.,0.5,13.758258281482865,100.51304161548615
บ้านหัวควน,ต.สำนักแต้ว อ.สะเดา จ.สงขลา,23:00 น.,9,6.526956466246325,100.51212966442108
บ่อสูบศาลอาญารัชดา,ต.จอมพล อ.จตุจักร จ.กรุงเทพมหานคร,16:00 น.,0.5,13.80966985039237,100.57497918605804
บ้านหน้าเขา,ต.บ้านเสด็จ อ.เคียนซา จ.สุราษฎร์ธานี,13:00 น.,27.5,8.768393868250856,99.05316352844238
ศูนย์ฯ (ดินแดง),ต.ดินแดง อ.ดินแดง จ.กรุงเทพมหานคร,16:00 น.,1,13.769017718622374,100.55451929569244
บ้านถ้ำเต่า,ต.ท่าคล้อ อ.แก่งคอย จ.สระบุรี,23:00 น.,35,14.704057442038248,100.96799790859222
วัดปากเตลิด,ต.ต้นยวน อ.พนม จ.สุราษฎร์ธานี,23:00 น.,15,8.844720196715253,98.83999228477478
จุดวัด ค.บางเชือกหนัง-วัดปากน้ำฝั่งใต้,ต.บางแวก อ.ภาษีเจริญ จ.กรุงเทพมหานคร,16:00 น.,0.5,13.743569418122911,100.4595422744751
หมู่บ้านปิยะมิตร 3,ต.อัยเยอร์เวง อ.เบตง จ.ยะลา,00:00 น.,46.4,5.934226092018083,101.1087441444397
เขตมีนบุรี,ต.มีนบุรี อ.มีนบุรี จ.กรุงเทพมหานคร,16:00 น.,12.5,13.813597670298687,100.73121786117554
คลองท่าดี,ต.กำแพงเซา อ.เมืองนครศรีธรรมราช จ.นครศรีธรรมราช,22:00 น.,0.2,8.39973330380433,99.83318746089935
บ้านหินประกาย,ต.บ้านกลาง อ.วังทอง จ.พิษณุโลก,20:00 น.,27.5,16.928190444929964,100.53400039672852
จุดวัด ค.สามเสน-รพ.พระมงกุฎฯ,ต.สามเสนใน อ.พญาไท จ.กรุงเทพมหานคร,16:00 น.,0.5,13.768981246851839,100.53476750850677
บ้านแม่เลย,ต.สะเมิงเหนือ อ.สะเมิง จ.เชียงใหม่,23:00 น.,1,19.056494868225528,98.70800077915192
อบต.บางใหญ่,ต.บางใหญ่ อ.กระบุรี จ.ระนอง,00:00 น.,15.4,10.306385095174132,98.77074837684631
เขตลาดพร้าว,ต.ลาดพร้าว อ.ลาดพร้าว จ.กรุงเทพมหานคร,16:00 น.,1.5,13.803527941373055,100.6074607372284
เขตตลิ่งชัน,ต.คลองชักพระ อ.ตลิ่งชัน จ.กรุงเทพมหานคร,16:00 น.,0.5,13.776629786973954,100.45652747154236
ส.คลองบางซื่อ,ต.ถนนนครไชยศรี อ.ดุสิต จ.กรุงเทพมหานคร,15:00 น.,26.5,13.800230309389123,100.51848113536835
ชุมชนบ้านเหมือง,ต.อัยเยอร์เวง อ.เบตง จ.ยะลา,00:00 น.,36.4,5.923805427155755,101.12602293491364
ปตร.คลองอรชร,ต.ปทุมวัน อ.ปทุมวัน จ.กรุงเทพมหานคร,16:00 น.,0.5,13.74807152973372,100.53617835044861
ตะกั่วป่า,ต.ตำตัว อ.ตะกั่วป่า จ.พังงา,12:00 น.,0.6,8.775848014071634,98.39027166366577
บ้านทรายขาวออก,ต.ทรายขาว อ.โคกโพธิ์ จ.ปัตตานี,17:00 น.,11,6.67340961641929,101.10561668872833
ห้วยตุงลุง อ.ศรีเมืองใหม่,ต.นาคำ อ.ศรีเมืองใหม่ จ.อุบลราชธานี,03:00 น.,1,15.493282266410578,105.26277780532837
