ชื่อสถานี,ที่ตั้ง,เวลา,ฝนล่าสุด (มม.),lat,long
ชุมชนบ้านเหมือง,ต.อัยเยอร์เวง อ.เบตง จ.ยะลา,22:00 น.,7.4,5.923805427155755,101.12602293491364
หมู่บ้านปิยะมิตร 3,ต.อัยเยอร์เวง อ.เบตง จ.ยะลา,22:00 น.,1,5.934226092018083,101.1087441444397
ฝายละแอ อ.บันนังสตา จ.ยะลา,ต.เขื่อนบางลาง อ.บันนังสตา จ.ยะลา,21:00 น.,1,6.143056253289762,101.30916953086853
ตรัง,ต.โคกหล่อ อ.เมืองตรัง จ.ตรัง,22:00 น.,4.2,7.516666852969395,99.61666882038116
หน่วยพิทักษ์อุทยานฯ ที่ บล.๒ (น้ำตกฮาลาซะห์),ต.แม่หวาด อ.ธารโต จ.ยะลา,21:00 น.,0.4,6.058383754154758,101.40902280807495
รร.ตชด.บ้านไอร์บือแต,ต.ช้างเผือก อ.จะแนะ จ.นราธิวาส,22:00 น.,0.2,6.048786980664947,101.5698105096817
บ้านคลองตูกเหนือ,ต.กะปาง อ.ทุ่งสง จ.นครศรีธรรมราช,20:00 น.,0.5,8.018010777888575,99.72309350967407
ที่ว่าการอำเภอเบตง จ.ยะลา,ต.เบตง อ.เบตง จ.ยะลา,21:00 น.,3,5.773044125251569,101.060711145401
รร.วัดควนสีนวล,ต.นาข้าวเสีย อ.นาโยง จ.ตรัง,22:00 น.,0.2,7.527138500514921,99.73759353160858
ทะเลหมอก อัยเยอร์เวง,ต.อัยเยอร์เวง อ.เบตง จ.ยะลา,21:00 น.,2.4,5.9985438444070445,101.17656111717224
รพ.สต.บ้านวังไทร,ต.แม่หวาด อ.ธารโต จ.ยะลา,22:00 น.,0.4,6.009299189702582,101.26802980899811
บ้านบางหวาน,ต.กมลา อ.กะทู้ จ.ภูเก็ต,15:00 น.,1,7.942292146367634,98.29099774360657
ชุมชนกุนุงจนอง,ต.เบตง อ.เบตง จ.ยะลา,21:00 น.,1.5,5.785340924659716,101.05644106864929
บ้านหน้าซึง,ต.ปากฉลุย อ.ท่าฉาง จ.สุราษฎร์ธานี,15:00 น.,0.5,9.305713543283282,98.94960880279541
โครงการจุฬาภรณ์พัฒนา 7 อ.ธารโต จ.ยะลา,ต.แม่หวาด อ.ธารโต จ.ยะลา,21:00 น.,1,6.063376782661174,101.36483609676361
ที่ทำการอุทยานแห่งชาติทะเลบัน,ต.วังประจัน อ.ควนโดน จ.สตูล,16:00 น.,45.8,6.70904246603122,100.16908586025238
บ้านขุนพัง,ต.หินตก อ.ร่อนพิบูลย์ จ.นครศรีธรรมราช,21:00 น.,1,8.267771484935688,99.82200264930725
บ้านหน้าเหมือง,ต.ควนทอง อ.ขนอม จ.นครศรีธรรมราช,18:00 น.,1,9.143690630727264,99.78900074958801
วัดคอกช้าง อ.ธารโต จ.ยะลา,ต.แม่หวาด อ.ธารโต จ.ยะลา,21:00 น.,3,6.0457889541143155,101.1600387096405
บ้านวังประจัน,ต.วังประจัน อ.ควนโดน จ.สตูล,15:00 น.,42.5,6.754096598545849,100.14900147914886
บ้านละหาด,ต.แม่หวาด อ.ธารโต จ.ยะลา,21:00 น.,1,6.0073946125012645,101.19423687458038
หน่วยพิทักษ์ป่าควนนางเหวน,ต.ขอนหาด อ.ชะอวด จ.นครศรีธรรมราช,22:00 น.,0.4,7.884456501577712,100.06648063659668
สะพานกะลูบี บ้านสายปารี,ต.มาโมง อ.สุคิริน จ.นราธิวาส,22:00 น.,2.4,5.895701201160583,101.76636278629303
บ้านดอน,ต.อัยเยอร์เวง อ.เบตง จ.ยะลา,21:00 น.,1.5,5.923976171775753,101.11786901950836
บ้านหน้าวัด,ต.ในเตา อ.ห้วยยอด จ.ตรัง,19:00 น.,1,7.872840576320857,99.72699880599976
บ่อสูบศาลอาญารัชดา,ต.จอมพล อ.จตุจักร จ.กรุงเทพมหานคร,18:00 น.,37,13.80966985039237,100.57497918605804
ท่อทองแดง1,ต.หนองปลิง อ.เมืองกำแพงเพชร จ.กำแพงเพชร,22:00 น.,35.8,16.497102867262555,99.51962113380432
บ้านหนองน้ำเย็น*,ต.ทุ่งควายกิน อ.แกลง จ.ระยอง,21:00 น.,2.5,12.786534977662726,101.72631740570068
บ้านห้วยน้ำใส,ต.สบเมย อ.สบเมย จ.แม่ฮ่องสอน,18:00 น.,21,17.866228481753662,97.84502685070038
ทต.ทุ่งทราย,ต.ทุ่งทราย อ.ทรายทองวัฒนา จ.กำแพงเพชร,22:00 น.,36.6,16.295112126306257,99.80896711349487
สะพานท้ายเขื่อนบางลาง อ.บันนังสตา จ.ยะลา,ต.บาเจาะ อ.บันนังสตา จ.ยะลา,21:00 น.,12,6.160475552846657,101.27610325813293
บ้านวังผา,ต.ห้วยบ่อซืน อ.ปากชม จ.เลย,21:00 น.,2,17.77395440909946,101.97700202465057
บ้านน้ำสอด,ต.และ อ.ทุ่งช้าง จ.น่าน,21:00 น.,4,19.448828383100253,100.82900047302246
รร.บ้านลำปลอกเหนือ,ต.ในควน อ.ย่านตาขาว จ.ตรัง,22:00 น.,37.6,7.354901490150456,99.81480896472931
ชุมชนบ้านโคกพะยอม,ต.ละงู อ.ละงู จ.สตูล,22:00 น.,0.6,6.818721728450893,99.8093318939209
บ้านทุ่งกร่าง,ต.ทับไทร อ.โป่งน้ำร้อน จ.จันทบุรี,21:00 น.,5.5,13.01652167577614,102.27063417434692
คลองมหาสวัสดิ บางกรวย-สวนผัก,ต.ตลิ่งชัน อ.ตลิ่งชัน จ.กรุงเทพมหานคร,18:00 น.,6.2,13.799636418570183,100.43874979019165
ชุมชนหนองปิ้งไก่,ต.นาบ่อคำ อ.เมืองกำแพงเพชร จ.กำแพงเพชร,22:00 น.,26.2,16.434783433532413,99.36731457710266
บ้านนาจีนซิ้ว,ต.สวนแตง อ.ละแม จ.ชุมพร,15:00 น.,0.5,9.738941149965989,99.10099804401398
อบต.ศรีกะอาง,ต.ศรีกะอาง อ.บ้านนา จ.นครนายก,16:00 น.,30,14.277988532650797,101.12880170345306
บ้านห้วยหินลับ,ต.ทุ่งใส อ.สิชล จ.นครศรีธรรมราช,21:00 น.,1,9.079250611675432,99.83200192451477
ทม.วังน้ำเย็น,ต.วังน้ำเย็น อ.วังน้ำเย็น จ.สระแก้ว,18:00 น.,0.2,13.501063043419798,102.18021154403687
บ้านบ่อน้ำร้อน,ต.ตาเนาะแมเราะ อ.เบตง จ.ยะลา,21:00 น.,3,5.849921403973601,101.07286155223846
สะพานบ้าน กม.29 อ.เบตง จ.ยะลา,ต.อัยเยอร์เวง อ.เบตง จ.ยะลา,21:00 น.,12,5.9205772757963935,101.18208646774292
บ้านกอบแก้ววัฒนาภิบาล,ต.ลำพูน อ.บ้านนาสาร จ.สุราษฎร์ธานี,15:00 น.,28.5,8.826411372844971,99.40797686576843
ปตร.คลองบัว-ทางรถไฟ,ต.ฉิมพลี อ.ตลิ่งชัน จ.กรุงเทพมหานคร,18:00 น.,4,13.799740609941926,100.41609048843384
รร.บ้านพูน,ต.กะปาง อ.ทุ่งสง จ.นครศรีธรรมราช,22:00 น.,1.8,8.038264841160766,99.64308857917786
กำแพงเพชร,ต.ในเมือง อ.เมืองกำแพงเพชร จ.กำแพงเพชร,19:00 น.,40.6,16.486805132152117,99.52697038650513
เมืองตาก,ต.ประดาง อ.วังเจ้า จ.ตาก,22:00 น.,0.2,16.78655113004268,99.18396949768066
เมืองสตูล,ต.ฉลุง อ.เมืองสตูล จ.สตูล,22:00 น.,0.2,6.7266661245663375,100.0625592470169
กงไกรลาศ,ต.กง อ.กงไกรลาศ จ.สุโขทัย,22:00 น.,0.2,16.927312873524333,99.95931565761566
ตลาดเก่าตะกั่วป่า,ต.โคกเคียน อ.ตะกั่วป่า จ.พังงา,14:00 น.,0.2,8.829422267219035,98.36930751800537
บ้านผาฮี้ (อาข่า),ต.โป่งงาม อ.แม่สาย จ.เชียงราย,21:00 น.,0.5,20.351688588284134,99.82599914073944
สุคิริน,ต.สุคิริน อ.สุคิริน จ.นราธิวาส,22:00 น.,0.2,5.93930562749457,101.77468299865723
บ้านสันติสุข,ต.ท่าขุนราม อ.เมืองกำแพงเพชร จ.กำแพงเพชร,21:00 น.,40,16.447080168598724,99.42699909210205
บ้านว่านเหลือง,ต.ชากไทย อ.เขาคิชฌกูฏ จ.จันทบุรี,21:00 น.,36,12.809269565401573,102.07200050354004
สะพานตาบัว บ้านยาเด๊ะ,ต.ภูเขาทอง อ.สุคิริน จ.นราธิวาส,22:00 น.,0.2,5.827587782935213,101.75235092639923
สะพานลานดอกไม้,ต.ลานดอกไม้ อ.เมืองกำแพงเพชร จ.กำแพงเพชร,22:00 น.,1.4,16.62817350725515,99.43255126476288
อุทยานแห่งชาติภูจองนายอย,ต.นาจะหลวย อ.นาจะหลวย จ.อุบลราชธานี,22:00 น.,3.6,14.435210111519881,105.25580942630768
อบต.ยะรม,ต.ยะรม อ.เบตง จ.ยะลา,22:00 น.,0.2,5.775851491085242,101.09238266944885
บ้านแม่สาย (บ้านถ้ำผาจม),ต.เวียงพางคำ อ.แม่สาย จ.เชียงราย,17:00 น.,18,20.440283758843748,99.87300217151642
เมืองกำแพงเพชร (P7A),ต.นครชุม อ.เมืองกำแพงเพชร จ.กำแพงเพชร,22:00 น.,37.8,16.478127245646615,99.51862871646881
บ้านวัด,ต.ประกอบ อ.นาทวี จ.สงขลา,18:00 น.,1.5,6.487867301547453,100.67200005054474
บ้านห้วยเฮี่ยน,ต.โป่งน้ำร้อน อ.ฝาง จ.เชียงใหม่,15:00 น.,14,19.962276697890346,99.18700039386749
บ้านจันทรัตน์,ต.ยะรม อ.เบตง จ.ยะลา,21:00 น.,1,5.786995421443282,101.16164267063141
บ้านสลักเพชรเหนือ,ต.เกาะช้างใต้ อ.เกาะช้าง จ.ตราด,14:00 น.,0.5,12.009582170221492,102.36700057983398
ที่ว่าการอำเภอสุคีริน,ต.สุคิริน อ.สุคิริน จ.นราธิวาส,22:00 น.,0.4,5.940164662058224,101.77136778831482
บ้านมะขาม ,ต.ท่าอุแท อ.กาญจนดิษฐ์ จ.สุราษฎร์ธานี,17:00 น.,0.5,9.149389352463697,99.62958633899689
แม่น้ำโขง วัดห้วยสะคาม,ต.โขงเจียม อ.โขงเจียม จ.อุบลราชธานี,05:00 น.,1,15.328837839170756,105.48165142536163
บ้านปลายคลองวัน,ต.ปากจั่น อ.กระบุรี จ.ระนอง,15:00 น.,3,10.510740579784967,98.85878384113312
บ้านทุ่งข่า,ต.ปะเหลียน อ.ปะเหลียน จ.ตรัง,21:00 น.,25,7.357221126789315,99.82599914073944
บ้านแม่สุยะ,ต.หมอกจำแป่ อ.เมืองแม่ฮ่องสอน จ.แม่ฮ่องสอน,21:00 น.,8.5,19.524447797714167,98.09300243854523
เขตทวีวัฒนา,ต.ทวีวัฒนา อ.ทวีวัฒนา จ.กรุงเทพมหานคร,16:00 น.,23,13.772810758590895,100.35324096679688
อบต.ปางมะผ้า,ต.ปางมะผ้า อ.ปางมะผ้า จ.แม่ฮ่องสอน,22:00 น.,0.8,19.590636943151623,98.2150000333786
บ้านป่าคลอก,ต.ป่าคลอก อ.ถลาง จ.ภูเก็ต,14:00 น.,1,8.020719877095212,98.4094762802124
รร.บ้านท่าหัน,ต.รมณีย์ อ.กะปง จ.พังงา,13:00 น.,0.2,8.82907241062152,98.49199175834656
เมืองตรัง,ต.บางรัก อ.เมืองตรัง จ.ตรัง,18:00 น.,0.8,7.555903648091325,99.57824349403381
บ้านน้ำรอบ,ต.ลานสกา อ.ลานสกา จ.นครศรีธรรมราช,17:00 น.,8,8.305843387438399,99.7849988937378
อบต.ลานสัก,ต.ลานสัก อ.ลานสัก จ.อุทัยธานี,22:00 น.,1,15.472789413248664,99.53971087932587
สตูล,ต.คลองขุด อ.เมืองสตูล จ.สตูล,19:00 น.,0.3,6.649997507273774,100.08333563804626
สะเดา,ต.ท่าโพธิ์ อ.สะเดา จ.สงขลา,16:00 น.,6,6.796685598103971,100.44238686561584
บ้านเกาะจง,ต.ทับช้าง อ.นาทวี จ.สงขลา,20:00 น.,0.5,6.524478173360233,100.65700113773346
บ้านหลวง,ต.ครึ่ง อ.เชียงของ จ.เชียงราย,21:00 น.,1.5,20.04458781653592,100.37999868392944
สวนผึ้ง,ต.สวนผึ้ง อ.สวนผึ้ง จ.ราชบุรี,16:00 น.,12.2,13.560128909477825,99.36227202415466
บ้านบางหอย,ต.เขาต่อ อ.ปลายพระยา จ.กระบี่,21:00 น.,3.5,8.641120240987867,98.77699792385101
