ชื่อสถานี,ที่ตั้ง,เวลา,ฝนล่าสุด (มม.),lat,long
ทต.เกาะช้าง,ต.เกาะช้าง อ.เกาะช้าง จ.ตราด,00:00 น.,117.6,12.10338750337159,102.35199630260468
บ้านสลักเพชรเหนือ,ต.เกาะช้างใต้ อ.เกาะช้าง จ.ตราด,23:00 น.,116,12.009582170221492,102.36700057983398
บ้านคลองพร้าว,ต.เกาะช้าง อ.เกาะช้าง จ.ตราด,23:00 น.,115.5,12.060856272302658,102.30699956417084
อบต.บางปิด,ต.บางปิด อ.แหลมงอบ จ.ตราด,00:00 น.,106.4,12.217199139191022,102.30768084526062
เขื่อนอุบลรัตน์,ต.เขื่อนอุบลรัตน์ อ.อุบลรัตน์ จ.ขอนแก่น,23:00 น.,90,16.772498990998876,102.62082874774933
สุรินทร์,ต.ในเมือง อ.เมืองสุรินทร์ จ.สุรินทร์,22:00 น.,88.5,14.88333203516152,103.49999785423279
หน่วยพิทักษ์ป่าคลองหยา,ต.เขาพัง อ.บ้านตาขุน จ.สุราษฎร์ธานี,23:00 น.,86,9.224761691082803,98.60640943050385
อบต.สวาท,ต.สวาท อ.เลิงนกทา จ.ยโสธร,00:00 น.,83.8,16.189731706842462,104.51631903648376
ทต.ดอนตาล,ต.ดอนตาล อ.ดอนตาล จ.มุกดาหาร,00:00 น.,76.4,16.31839933007644,104.91894543170929
ทต.ปากน้ำ,ต.ปากน้ำ อ.เมืองระนอง จ.ระนอง,00:00 น.,72.4,9.946522084959314,98.59519243240356
บ้านกงษีไร่ (หมู่ 6),ต.ซึ้ง อ.ขลุง จ.จันทบุรี,23:00 น.,71.5,12.489469941549556,102.23100185394287
ทม.ระนอง,ต.เขานิเวศน์ อ.เมืองระนอง จ.ระนอง,00:00 น.,69,9.96039173308519,98.63778591156006
ทต.บุ่งค้า,ต.บุ่งค้า อ.เลิงนกทา จ.ยโสธร,00:00 น.,67.4,16.166996012204056,104.64115977287292
เปร็ดใน,ต.ห้วงน้ำขาว อ.เมืองตราด จ.ตราด,00:00 น.,66.4,12.142046862537208,102.52979457378387
อุทยานแห่งชาติภูผาเทิบ,ต.นาสีนวน อ.เมืองมุกดาหาร จ.มุกดาหาร,00:00 น.,65.2,16.433425085193072,104.80252683162689
บ้านเขื่อนแก้ว,ต.ถืมตอง อ.เมืองน่าน จ.น่าน,23:00 น.,61.5,18.785066753028172,100.70000231266022
