ชื่อสถานี,ที่ตั้ง,เวลา,ฝนล่าสุด (มม.),lat,long
กรุงเทพฯ บางนา สกษ.,ต.บางนา อ.บางนา จ.กรุงเทพมหานคร,13:00 น.,76,13.66638957850642,100.60610890388489
รร.บ้านลำปลอกเหนือ,ต.ในควน อ.ย่านตาขาว จ.ตรัง,16:00 น.,75.8,7.354901490150456,99.81480896472931
ส.คลองบางนา,ต.บางนา อ.บางนา จ.กรุงเทพมหานคร,16:00 น.,62,13.674927564290607,100.58756947517395
เขตบางนา,ต.บางนา อ.บางนา จ.กรุงเทพมหานคร,16:00 น.,59,13.680947753034536,100.59183955192566
จุดวัด ค.บางนา-ถ.ศรีนครินทร์,ต.บางนา อ.บางนา จ.กรุงเทพมหานคร,16:00 น.,55.5,13.661062302393612,100.63942193984985
ปตร. คลองลัดบางยอ 2,ต.บางกระสอบ อ.พระประแดง จ.สมุทรปราการ,16:00 น.,55.4,13.661062302393612,100.56729197502136
รพสต.บ้านลำกะ,ต.ชุมพล อ.ศรีนครินทร์ จ.พัทลุง,16:00 น.,53.8,7.583800128974899,99.97161090373993
ปตร.คลองวัดด่าน,ต.ทรงคนอง อ.พระประแดง จ.สมุทรปราการ,16:00 น.,53,13.670710734383432,100.54018020629883
อุทยานแห่งชาติดอยภูคา,ต.ภูคา อ.ปัว จ.น่าน,16:00 น.,52.2,19.203983744992335,101.07766270637512
ทต.หนองบอน,ต.หนองบอน อ.บ่อไร่ จ.ตราด,16:00 น.,52,12.677049749346349,102.4595582485199
ปตร. คลองตาสด,ต.บางกระสอบ อ.พระประแดง จ.สมุทรปราการ,16:00 น.,51.6,13.66482059913717,100.57125091552734
คลองปาว,ต.เหล่าอ้อย อ.ร่องคำ จ.กาฬสินธุ์,16:00 น.,51.6,16.25924658262352,103.69044005870819
บ้านลิพัง,ต.ลิพัง อ.ปะเหลียน จ.ตรัง,15:00 น.,51.5,7.163564602240865,99.78799760341644
ส.คลองสำโรง,ต.เทพารักษ์ อ.เมืองสมุทรปราการ จ.สมุทรปราการ,16:00 น.,51,13.648191898914314,100.59513866901398
บ้านหนองบอน,ต.หนองบอน อ.บ่อไร่ จ.ตราด,15:00 น.,49,12.68149831063873,102.46607601642609
บ้านเต๋ยกิ๋วเห็น,ต.ภูคา อ.ปัว จ.น่าน,15:00 น.,49,19.219611325292117,101.06199860572815
บ้านคลองพี,ต.บาละ อ.กาบัง จ.ยะลา,15:00 น.,48.5,6.3631711322763795,101.04286909103394
ส.คลองแจงร้อน,ต.บางพึ่ง อ.พระประแดง จ.สมุทรปราการ,16:00 น.,46.5,13.67627234704129,100.52097022533417
อบต.นายายอาม,ต.นายายอาม อ.นายายอาม จ.จันทบุรี,16:00 น.,46.4,12.770845557489922,101.85303032398224
ส.คลองบางอ้อ,ต.บางจาก อ.พระโขนง จ.กรุงเทพมหานคร,16:00 น.,45,13.68212049944881,100.59254229068756
บ้านสำนักเนียน,ต.เขาน้อย อ.สิชล จ.นครศรีธรรมราช,15:00 น.,44.5,8.934703224529219,99.69999969005585
บ้านห้วยไทร,ต.ชุมพล อ.ศรีนครินทร์ จ.พัทลุง,15:00 น.,44,7.629687658497234,99.92134094238281
ส.คลองสี่บาท,ต.แสมดำ อ.บางขุนเทียน จ.กรุงเทพมหานคร,16:00 น.,43.5,13.6732491811468,100.44614732265472
ปตร. คลองบางน้ำผึ้ง,ต.บางน้ำผึ้ง อ.พระประแดง จ.สมุทรปราการ,16:00 น.,43,13.676611148301776,100.58206558227539
ส.คลองเจ็ก,ต.บางจาก อ.พระโขนง จ.กรุงเทพมหานคร,16:00 น.,43,13.69223193375227,100.58990836143494
อบต.ขุนซ่อง,ต.ขุนซ่อง อ.แก่งหางแมว จ.จันทบุรี,16:00 น.,42.4,13.07400215476953,101.93758964538574
ตลาดน้ำบางน้ำผึ้ง,ต.บางน้ำผึ้ง อ.พระประแดง จ.สมุทรปราการ,16:00 น.,42,13.678649153421931,100.57360053062439
บ้านผาเวียง,ต.ภูคา อ.ปัว จ.น่าน,15:00 น.,41.5,19.157816728615103,101.02511286735535
สะพานข้ามลำปะเทีย,ต.อีสานเขต อ.เฉลิมพระเกียรติ จ.บุรีรัมย์,16:00 น.,41,14.617066622070004,102.90032029151917
อบต.หนองญ้าปล้อง,ต.หนองหญ้าปล้อง อ.หนองหญ้าปล้อง จ.เพชรบุรี,16:00 น.,40.8,13.169915944364321,99.68774199485779
อบต.เขากระปุก,ต.เขากระปุก อ.ท่ายาง จ.เพชรบุรี,16:00 น.,40.4,12.719914941318901,99.73544239997864
เขตจอมทอง,ต.บางมด อ.จอมทอง จ.กรุงเทพมหานคร,16:00 น.,40,13.677439903995495,100.48427224159241
เมืองตราด,ต.ห้วยแร้ง อ.เมืองตราด จ.ตราด,16:00 น.,40,12.325197054747163,102.50044047832489
ที่ว่าการอำเภอกาบัง,ต.กาบัง อ.กาบัง จ.ยะลา,16:00 น.,39,6.42707427445721,101.01934611797333
บ้านจันทรัตน์,ต.ยะรม อ.เบตง จ.ยะลา,15:00 น.,39,5.786995421443282,101.16164267063141
