ชื่อสถานี,ที่ตั้ง,เวลา,ฝนล่าสุด (มม.),lat,long
รร.บ้านช้างเชื่อ,ต.เหล อ.กะปง จ.พังงา,00:00 น.,84.4,8.744328572596828,98.48950266838074
ตลาดเก่าตะกั่วป่า,ต.โคกเคียน อ.ตะกั่วป่า จ.พังงา,00:00 น.,80.4,8.829422267219035,98.36930751800537
รร.บ้านท่าหัน,ต.รมณีย์ อ.กะปง จ.พังงา,00:00 น.,63.2,8.82907241062152,98.49199175834656
ศูนย์พัฒนาเด็กเล็ก อบต.ท่านา,ต.ท่านา อ.กะปง จ.พังงา,00:00 น.,45.6,8.678465815115747,98.41659486293793
บ้านหญ้าปล้อง,ต.คลองศก อ.พนม จ.สุราษฎร์ธานี,18:00 น.,87.5,8.902614394692183,98.5720020532608
อบต.ทับปุด,ต.ทับปุด อ.ทับปุด จ.พังงา,00:00 น.,22,8.503283073904996,98.63018453121185
ทต.ลำแก่น,ต.ลำแก่น อ.ท้ายเหมือง จ.พังงา,00:00 น.,12.2,8.596785469242757,98.2572340965271
ตะกั่วป่า,ต.ตำตัว อ.ตะกั่วป่า จ.พังงา,00:00 น.,92.6,8.775848014071634,98.39027166366577
บ้านบางบอน,ต.คลองศก อ.พนม จ.สุราษฎร์ธานี,23:00 น.,39.5,8.883524046532198,98.6518943309784
ทต.ปลายพระยา,ต.ปลายพระยา อ.ปลายพระยา จ.กระบี่,00:00 น.,9.2,8.532817369367988,98.86408925056458
บ้านท่าคลอง,ต.เทศบาลเมืองกระบี่ อ.เมืองกระบี่ จ.กระบี่,23:00 น.,15.5,8.11049767570278,98.90815258026123
เขตรักษาพันธุ์สัตว์ป่าเขาสอยดาว,ต.ทรายขาว อ.สอยดาว จ.จันทบุรี,00:00 น.,5.2,13.10355505032165,102.1919596195221
ทม.ระนอง,ต.เขานิเวศน์ อ.เมืองระนอง จ.ระนอง,00:00 น.,33.2,9.96039173308519,98.63778591156006
เมืองพังงา,ต.ถ้ำน้ำผุด อ.เมืองพังงา จ.พังงา,00:00 น.,16.6,8.47732263303875,98.52831959724426
ทต.ปากน้ำ,ต.ปากน้ำ อ.เมืองระนอง จ.ระนอง,00:00 น.,24.6,9.946522084959314,98.59519243240356
หน่วยจัดการต้นน้ำขุนว้า,ต.ดงพญา อ.บ่อเกลือ จ.น่าน,00:00 น.,9.2,19.23685312903414,101.18393182754517
อบต.กะลาเส,ต.กะลาเส อ.สิเกา จ.ตรัง,00:00 น.,15.2,7.703953331556081,99.31808531284332
ทต.ชุมพร,ต.ชุมพร อ.เมยวดี จ.ร้อยเอ็ด,00:00 น.,31.2,16.368166885214062,104.05778467655182
อบต.คลองศก,ต.คลองศก อ.พนม จ.สุราษฎร์ธานี,00:00 น.,36.4,8.890472370265089,98.661367893219
ท่าสะบ้า,ต.ท่าสะบ้า อ.วังวิเศษ จ.ตรัง,00:00 น.,7.8,7.729373672629138,99.55148041248322
บ้านอ่าวกลาง,ต.วังมะปรางเหนือ อ.วังวิเศษ จ.ตรัง,23:00 น.,13,7.7690639783280915,99.36500251293182
บ้านบางเหรียงใต้,ต.บางเหรียง อ.ทับปุด จ.พังงา,23:00 น.,10.5,8.57841676184994,98.66092264652252
บ้านสะโทย,ต.วังสรรพรส อ.ขลุง จ.จันทบุรี,23:00 น.,11.5,12.561464683682239,102.26500153541565
ระนอง,ต.บางนอน อ.เมืองระนอง จ.ระนอง,22:00 น.,27.1,9.983332157111594,98.6166661977768
บ้านปลายคลองวัน,ต.ปากจั่น อ.กระบุรี จ.ระนอง,23:00 น.,2.5,10.510740579784967,98.85878384113312
หน่วยจัดการต้นน้ำลำพะยัง,ต.ภูแล่นช้าง อ.นาคู จ.กาฬสินธุ์,00:00 น.,17.2,16.682789445243674,103.9574646949768
บ้านเทพพนม,ต.กระบี่น้อย อ.เมืองกระบี่ จ.กระบี่,23:00 น.,25.5,8.253119298226189,98.96900117397308
สะพานห้วยบังบาต,ต.หนองเดิ่น อ.บุ่งคล้า จ.บึงกาฬ,00:00 น.,0.4,18.28267449137665,103.88073205947876
หน่วยพิทักษ์ป่าคลองมอญ,ต.เขาพัง อ.บ้านตาขุน จ.สุราษฎร์ธานี,22:00 น.,26,9.080310051749054,98.63234102725983
ตะกั่วป่า,ต.คึกคัก อ.ตะกั่วป่า จ.พังงา,22:00 น.,41,8.68416649612894,98.25222373008728
อบต.บางหิน,ต.บางหิน อ.กะเปอร์ จ.ระนอง,00:00 น.,42.4,9.536912860680799,98.57948005199432
บ้านบางแป้น2,ต.วังมะปราง อ.วังวิเศษ จ.ตรัง,23:00 น.,14.5,7.624588695775571,99.41400110721588
บ้านบางเหลียว,ต.คีรีวง อ.ปลายพระยา จ.กระบี่,23:00 น.,7.5,8.450033895239834,98.84243309497833
บ้านห้วยต่อ,ต.ไม้ฝาด อ.สิเกา จ.ตรัง,23:00 น.,22.5,7.5424173978897855,99.39799904823303
บ้านดงบัง,ต.มหาไชย อ.สมเด็จ จ.กาฬสินธุ์,23:00 น.,41,16.79374115022801,103.79499793052673
วังวิเศษ,ต.เขาวิเศษ อ.วังวิเศษ จ.ตรัง,00:00 น.,13.4,7.668914138249084,99.45938408374786
บ้านไทรห้อย*,ต.นาเมืองเพชร อ.สิเกา จ.ตรัง,23:00 น.,23,7.553845639092956,99.49482679367065
บ้านย่านตะเคียน*,ต.ไทรโสภา อ.พระแสง จ.สุราษฎร์ธานี,23:00 น.,14,8.576098729686892,99.05148446559906
หน่วยพิทักษ์ป่าคลองหยา,ต.เขาพัง อ.บ้านตาขุน จ.สุราษฎร์ธานี,11:00 น.,47,9.224761691082803,98.60640943050385
จุดชมวิว 1715,ต.ภูคา อ.ปัว จ.น่าน,00:00 น.,16.8,19.17482180172219,101.10614240169525
อบต.ไม้รูด,ต.ไม้รูด อ.คลองใหญ่ จ.ตราด,00:00 น.,0.6,11.927422543017489,102.77906835079193
หน่วยพิทักษ์ป่าเขาพัง,ต.เขาพัง อ.บ้านตาขุน จ.สุราษฎร์ธานี,20:00 น.,29,9.031821583025614,98.67944061756134
บ้านบางหอย,ต.เขาต่อ อ.ปลายพระยา จ.กระบี่,23:00 น.,10,8.641120240987867,98.77699792385101
ทต.อัคคะคำ,ต.อัคคะคำ อ.โพธิ์ชัย จ.ร้อยเอ็ด,00:00 น.,3.6,16.38087441958714,103.75480234622955
กระบี่,ต.เหนือคลอง อ.เหนือคลอง จ.กระบี่,22:00 น.,10.4,8.10360955811047,98.97527754306793
บ้านย่านยาว,ต.เชี่ยวเหลียง อ.กะเปอร์ จ.ระนอง,23:00 น.,31.5,9.577555631627357,98.66617441177368
บ้านบางทอง,ต.บางทอง อ.ท้ายเหมือง จ.พังงา,23:00 น.,46,8.385255881970396,98.36069226264954
อบต.บางใหญ่,ต.บางใหญ่ อ.กระบุรี จ.ระนอง,00:00 น.,7.6,10.306385095174132,98.77074837684631
