ชื่อสถานี,ที่ตั้ง,เวลา,ฝนล่าสุด (มม.),lat,long
บ้านคลองฉนวนจันทร์,ต.ดุสิต อ.ถ้ำพรรณรา จ.นครศรีธรรมราช,17:00 น.,5.5,8.445369731652853,99.37103748321533
บ้านบางหวาน,ต.กมลา อ.กะทู้ จ.ภูเก็ต,23:00 น.,51,7.942292146367634,98.29099774360657
สะพานข้ามคลองวังเคียน,ต.วังอ่าง อ.ชะอวด จ.นครศรีธรรมราช,00:00 น.,5.6,7.954591467044247,99.89640176296234
ทต.เก้าเลี้ยว,ต.เก้าเลี้ยว อ.เก้าเลี้ยว จ.นครสวรรค์,00:00 น.,2.8,15.860281620118375,100.09179532527924
ท่าสะบ้า,ต.ท่าสะบ้า อ.วังวิเศษ จ.ตรัง,00:00 น.,6.2,7.729373672629138,99.55148041248322
บ้านหนองหว้า,ต.ทุ่งยาว อ.ปะเหลียน จ.ตรัง,23:00 น.,18.5,7.235594208803282,99.77099776268005
หน่วยจัดการต้นน้ำตาปี,ต.ตะกุกใต้ อ.วิภาวดี จ.สุราษฎร์ธานี,14:00 น.,2.2,9.162941985806267,98.8869845867157
เขตห้ามล่าสัตว์ป่าหนองหานกุมภวาปี,ต.นาม่วง อ.ประจักษ์ศิลปาคม จ.อุดรธานี,00:00 น.,0.8,17.21077987833157,103.00371408462524
บ้านควนนนท์,ต.ไม้เรียง อ.ฉวาง จ.นครศรีธรรมราช,23:00 น.,0.5,8.473396315217189,99.45000171661377
บ้านไพรงาม,ต.บ้านกลาง อ.วังทอง จ.พิษณุโลก,23:00 น.,3.5,17.003374310168827,100.51400184631348
หาดใหญ่,ต.ทุ่งลาน อ.คลองหอยโข่ง จ.สงขลา,13:00 น.,37.8,6.916665530379221,100.43333172798157
สุคิริน,ต.สุคิริน อ.สุคิริน จ.นราธิวาส,00:00 น.,26.2,5.93930562749457,101.77468299865723
อบต.พรหมพิราม,ต.พรหมพิราม อ.พรหมพิราม จ.พิษณุโลก,00:00 น.,0.6,17.021697509962635,100.19211530685425
บ้านตลาดเทพา*,ต.เทพา อ.เทพา จ.สงขลา,17:00 น.,1.5,6.825204003397384,100.97258448600769
บ้านทอนผักกูด,ต.นบพิตำ อ.นบพิตำ จ.นครศรีธรรมราช,13:00 น.,37,8.721698672075876,99.79300260543823
ฟิวเจอร์ฯรังสิต,ต.รังสิต อ.ธัญบุรี จ.ปทุมธานี,21:00 น.,0.6,13.986152951544787,100.62624156475067
สวนสาธารณะ ทต.รือเสาะ,ต.รือเสาะ อ.รือเสาะ จ.นราธิวาส,22:00 น.,0.2,6.387924085044164,101.51715874671936
คลองเปรมประชากร หลักหก,ต.หลักหก อ.เมืองปทุมธานี จ.ปทุมธานี,00:00 น.,0.4,13.965658436344485,100.60255229473114
ฉวาง,ต.ไม้เรียง อ.ฉวาง จ.นครศรีธรรมราช,16:00 น.,33.7,8.431944690279009,99.5119446516037
ที่ว่าการอำเภอสุคีริน,ต.สุคิริน อ.สุคิริน จ.นราธิวาส,00:00 น.,24.2,5.940164662058224,101.77136778831482
บ้านเขาเหล็ก,ต.นบพิตำ อ.นบพิตำ จ.นครศรีธรรมราช,14:00 น.,2.5,8.768399169963601,99.72499787807465
บ้านบางหอย,ต.เขาต่อ อ.ปลายพระยา จ.กระบี่,23:00 น.,20.5,8.641120240987867,98.77699792385101
อบต.ศรีกะอาง,ต.ศรีกะอาง อ.บ้านนา จ.นครนายก,16:00 น.,30,14.277988532650797,101.12880170345306
บ้านเขาเกตุ,ต.ทับกวาง อ.แก่งคอย จ.สระบุรี,23:00 น.,1,14.570401629340248,101.07699751853943
กำแพงเพชร,ต.ในเมือง อ.เมืองกำแพงเพชร จ.กำแพงเพชร,22:00 น.,28.3,16.486805132152117,99.52697038650513
ปตร.จุฬาลงกรณ์,ต.ประชาธิปัตย์ อ.ธัญบุรี จ.ปทุมธานี,22:00 น.,0.2,13.98135353549452,100.60566365718842
สะพานคลองพาย,ต.น้ำหัก อ.คีรีรัฐนิคม จ.สุราษฎร์ธานี,00:00 น.,0.6,9.155654662599833,98.89499366283417
เมืองสตูล,ต.ฉลุง อ.เมืองสตูล จ.สตูล,00:00 น.,28,6.7266661245663375,100.0625592470169
ทต.ลำแก่น,ต.ลำแก่น อ.ท้ายเหมือง จ.พังงา,00:00 น.,10.6,8.596785469242757,98.2572340965271
คลองหอยโข่ง,ต.ทุ่งลาน อ.คลองหอยโข่ง จ.สงขลา,15:00 น.,25.4,6.931240863876102,100.43984413146973
บ้านโพธิ์ประสิทธิ์,ต.ถ้ำพรรณรา อ.ถ้ำพรรณรา จ.นครศรีธรรมราช,23:00 น.,0.5,8.40591045637261,99.40129816532135
บ้านห้วยน้ำใส,ต.สบเมย อ.สบเมย จ.แม่ฮ่องสอน,23:00 น.,35,17.866228481753662,97.84502685070038
เก้าเลี้ยว,ต.หัวดง อ.เก้าเลี้ยว จ.นครสวรรค์,00:00 น.,1.2,15.850513125789112,100.05207180976868
อบต.โพธิ์ทอง,ต.โพธิ์ทอง อ.ปางศิลาทอง จ.กำแพงเพชร,00:00 น.,1.8,16.120996279539884,99.52571511268616
แม่สอด,ต.แม่ตาว อ.แม่สอด จ.ตาก,22:00 น.,4.3,16.659165736222032,98.55083405971527
เชียรใหญ่,ต.การะเกด อ.เชียรใหญ่ จ.นครศรีธรรมราช,00:00 น.,4.8,8.089487752082738,100.12787640094757
ทต.สว่างอารมณ์,ต.สว่างอารมณ์ อ.สว่างอารมณ์ จ.อุทัยธานี,00:00 น.,2.8,15.58535091392613,99.86512184143066
สะพานห้วยหลวง,ต.วัดหลวง อ.โพนพิสัย จ.หนองคาย,14:00 น.,15.6,18.016798589055057,103.08090269565582
บ้านหัวเตย,ต.ท่าอุแท อ.กาญจนดิษฐ์ จ.สุราษฎร์ธานี,15:00 น.,18,9.040796124417039,99.71161901950836
บ้านดอกแดง,ต.บางไทร อ.ตะกั่วป่า จ.พังงา,23:00 น.,16.5,8.76229683729498,98.32100093364716
ปตร.ประชาร่วมใจ,ต.แสนแสบ อ.มีนบุรี จ.กรุงเทพมหานคร,18:00 น.,25.5,13.821197866055746,100.74717164039612
บ้านหน้าเหมน,ต.ช้างกลาง อ.ช้างกลาง จ.นครศรีธรรมราช,23:00 น.,0.5,8.324458631426674,99.63600218296051
หน่วยบริการประปาศรีสาคร (กปภ.สาขารือเสาะ),ต.ศรีสาคร อ.ศรีสาคร จ.นราธิวาส,00:00 น.,1.4,6.222670471267171,101.50230467319489
ถ้ำพรรณรา,ต.ถ้ำพรรณรา อ.ถ้ำพรรณรา จ.นครศรีธรรมราช,00:00 น.,6.8,8.391205063766666,99.39520418643951
รร.ตชด.บ้านไอร์บือแต,ต.ช้างเผือก อ.จะแนะ จ.นราธิวาส,00:00 น.,64.8,6.048786980664947,101.5698105096817
เมืองกำแพงเพชร (P7A),ต.นครชุม อ.เมืองกำแพงเพชร จ.กำแพงเพชร,00:00 น.,24.2,16.478127245646615,99.51862871646881
ทม.วังน้ำเย็น,ต.วังน้ำเย็น อ.วังน้ำเย็น จ.สระแก้ว,00:00 น.,30,13.501063043419798,102.18021154403687
นบพิตำ,ต.สระแก้ว อ.ท่าศาลา จ.นครศรีธรรมราช,15:00 น.,0.2,8.720033718921075,99.79616224765778
บ้านกลาง,ต.ศิลา อ.หล่มเก่า จ.เพชรบูรณ์,22:00 น.,0.5,17.08734773705786,101.37199759483337
คลองพระพิมล (ไทรน้อย),ต.ไทรน้อย อ.ไทรน้อย จ.นนทบุรี,21:00 น.,0.2,13.973956410419927,100.31901061534882
อบต.ท่าเสา,ต.ท่าเสา อ.โพทะเล จ.พิจิตร,00:00 น.,0.8,15.990013632343672,100.22160351276398
บ้านห้วยหินฝน,ต.แม่ปะ อ.แม่สอด จ.ตาก,17:00 น.,9.5,16.762067071387065,98.64500105381012
ท้ายปตร.พระธรรมราชา,ต.บึงน้ำรักษ์ อ.ธัญบุรี จ.ปทุมธานี,21:00 น.,0.2,14.076354963691427,100.89390456676483
อบต.ขุนทะเล,ต.ขุนทะเล อ.ลานสกา จ.นครศรีธรรมราช,00:00 น.,4.4,8.338826849818888,99.85211312770844
รร.วัดควนสีนวล,ต.นาข้าวเสีย อ.นาโยง จ.ตรัง,00:00 น.,56,7.527138500514921,99.73759353160858
บ่อบำบัด ทม.พิจิตร,ต.ในเมือง อ.เมืองพิจิตร จ.พิจิตร,00:00 น.,1.4,16.4332038375732,100.33198714256287
คลองสำโรง บางเสาธง,ต.บางเสาธง อ.บางเสาธง จ.สมุทรปราการ,00:00 น.,4.2,13.589132309161357,100.80248951911926
รร.วัดอู่ข้าว,ต.คลองเจ็ด อ.คลองหลวง จ.ปทุมธานี,00:00 น.,0.2,14.19109089066578,100.7542097568512
บ้านน้ำโจน,ต.คันโช้ง อ.วัดโบสถ์ จ.พิษณุโลก,20:00 น.,1.5,17.179119777368093,100.46300232410431
ทต.บ้านโตนด,ต.โตนด อ.คีรีมาศ จ.สุโขทัย,00:00 น.,1.8,16.833676750926642,99.80271220207214
สะพานข้ามคลองหวาด,ต.คลองสระ อ.กาญจนดิษฐ์ จ.สุราษฎร์ธานี,00:00 น.,12.6,8.935932666086208,99.60874021053314
จุดวัด ซ.แอนเน็กซ์,ต.สายไหม อ.สายไหม จ.กรุงเทพมหานคร,00:00 น.,0.5,13.937857527904438,100.62661170959473
ตะกั่วป่า,ต.คึกคัก อ.ตะกั่วป่า จ.พังงา,22:00 น.,3.1,8.68416649612894,98.25222373008728
คลองอ้อมนนท์ บางใหญ่ (ถนนบางกรวย-ไทรน้อย),ต.บางม่วง อ.บางใหญ่ จ.นนทบุรี,21:00 น.,0.2,13.870939418421223,100.43628215789795
บ้านปูโป,ต.สามัคคี อ.รือเสาะ จ.นราธิวาส,20:00 น.,0.5,6.4180333210023655,101.5499997138977
ป่าต้นน้ำคลองมะเดื่อ อช.เขาใหญ่ (นางรอง),ต.สาริกา อ.เมืองนครนายก จ.นครนายก,00:00 น.,0.2,14.36930098143796,101.27120018005371
โครงการชลประทานพิษณุโลก,ต.ในเมือง อ.เมืองพิษณุโลก จ.พิษณุโลก,00:00 น.,3.6,16.815052824159824,100.25991082191467
อบต.ตาอุด,ต.ตาอุด อ.ขุขันธ์ จ.ศรีสะเกษ,18:00 น.,0.6,14.667904554522464,104.27086472511292
บ้านโจะโหวะเหนือ,ต.บ้านเนิน อ.หล่มเก่า จ.เพชรบูรณ์,23:00 น.,1,16.86867573969529,101.13800168037415
บ้านสามพวง 1*,ต.สามพวง อ.คีรีมาศ จ.สุโขทัย,21:00 น.,0.5,16.7975722923385,99.7869998216629
รร.วัดทายิการาม,ต.การะเกด อ.เชียรใหญ่ จ.นครศรีธรรมราช,00:00 น.,1,8.08212127333945,100.16427934169769
ทต.นาส่วง,ต.นาส่วง อ.เดชอุดม จ.อุบลราชธานี,00:00 น.,0.6,15.01145853674538,104.94819760322571
บ้านผากระเจ้อ,ต.พบพระ อ.พบพระ จ.ตาก,23:00 น.,1.5,16.40005510071951,98.73400211334229
บ้านเขาเลื่อมใต้,ต.คลองหาด อ.คลองหาด จ.สระแก้ว,15:00 น.,10.5,13.406297663471925,102.30465531349182
บ้านยุบตาเหน่ง,ต.ป่ายุบใน อ.วังจันทร์ จ.ระยอง,13:00 น.,0.5,12.967637883327916,101.46662592887878
ทุ่งสง,ต.ปากแพรก อ.ทุ่งสง จ.นครศรีธรรมราช,00:00 น.,0.6,8.174986385731192,99.67888534069061
บ้านคลองไชยใต้,ต.กะเปียด อ.ฉวาง จ.นครศรีธรรมราช,23:00 น.,0.5,8.50984585807437,99.45899784564972
ท่อทองแดง1,ต.หนองปลิง อ.เมืองกำแพงเพชร จ.กำแพงเพชร,00:00 น.,35.8,16.497102867262555,99.51962113380432
เทศบาลตำบลหอไกร,ต.หอไกร อ.บางมูลนาก จ.พิจิตร,00:00 น.,2,16.050149118617867,100.37378668785095
บ้านน้ำทบ,ต.เขาหลวง อ.วังสะพุง จ.เลย,22:00 น.,1.5,17.269412078421855,101.59699738025665
อบต.เทพราช,ต.เทพราช อ.สิชล จ.นครศรีธรรมราช,00:00 น.,1.4,8.858061635779965,99.86363589763641
ยอดเขาหลวง (อุทยานแห่งชาติรามคำแหง),ต.ศรีคีรีมาศ อ.คีรีมาศ จ.สุโขทัย,00:00 น.,9.2,16.877500191332697,99.69290256500244
บ้านปาลอบาเต๊ะ,ต.ลุโบะบายะ อ.ยี่งอ จ.นราธิวาส,20:00 น.,2,6.422479187097014,101.6732257604599
เขื่อนแควน้อยบำรุงแดน,ต.คันโช้ง อ.วัดโบสถ์ จ.พิษณุโลก,21:00 น.,0.4,17.182158930564977,100.41388034820557
บ้านซำบุ่น,ต.ศิลา อ.หล่มเก่า จ.เพชรบูรณ์,23:00 น.,0.5,17.067195096328767,101.33299827575684
บ้านวังรี,ต.เขาพระ อ.เมืองนครนายก จ.นครนายก,23:00 น.,0.5,14.333769013981707,101.19593739509583
วัดคอกช้าง อ.ธารโต จ.ยะลา,ต.แม่หวาด อ.ธารโต จ.ยะลา,23:00 น.,43,6.0457889541143155,101.1600387096405
บ้านเคี่ยมงาม,ต.บ้านลำนาว อ.บางขัน จ.นครศรีธรรมราช,23:00 น.,0.5,7.955903727087473,99.44100022315979
จุดวัด ค.สิบสอง-ถ.ประชาสำราญ,ต.คลองสิบสอง อ.หนองจอก จ.กรุงเทพมหานคร,20:00 น.,1.5,13.913682592885701,100.86244225502014
มูศ๊อลลา(มัสยิด)ชูฮาดา,ต.ควนกาหลง อ.ควนกาหลง จ.สตูล,00:00 น.,1.2,6.964240053044196,100.02702534198761
สะพานวังแก่ง,ต.เขาเพิ่ม อ.บ้านนา จ.นครนายก,21:00 น.,0.2,14.364831861152707,101.09022617340088
บ้านวังลุง,ต.ทอนหงส์ อ.พรหมคีรี จ.นครศรีธรรมราช,23:00 น.,17,8.591056946601025,99.77799832820892
บ้านน้ำเลียง,ต.ปอน อ.ทุ่งช้าง จ.น่าน,14:00 น.,2.5,19.565183572249932,100.92199802398682
บ้านน้ำยาง,ต.บ้านกลาง อ.วังทอง จ.พิษณุโลก,21:00 น.,0.5,16.97545004361428,100.61100125312805
บ้านบางทอง,ต.บางทอง อ.ท้ายเหมือง จ.พังงา,17:00 น.,17.5,8.385255881970396,98.36069226264954
บ้านขุนพัง,ต.หินตก อ.ร่อนพิบูลย์ จ.นครศรีธรรมราช,23:00 น.,44,8.267771484935688,99.82200264930725
บ้านเขาเหล็ก,ต.ทุ่งปรัง อ.สิชล จ.นครศรีธรรมราช,23:00 น.,1,8.976835726681433,99.84799861907959
อบต.ระเว,ต.ระเว อ.พิบูลมังสาหาร จ.อุบลราชธานี,00:00 น.,5.8,15.310062088455698,105.279101729393
สะพานตาบัว บ้านยาเด๊ะ,ต.ภูเขาทอง อ.สุคิริน จ.นราธิวาส,00:00 น.,25.8,5.827587782935213,101.75235092639923
แม่น้ำมูล วัดปากโดม,ต.โพธิ์ไทร อ.พิบูลมังสาหาร จ.อุบลราชธานี,23:00 น.,1,15.30606251690495,105.17113208770752
บ้านมุงเหนือ,ต.บ้านมุง อ.เนินมะปราง จ.พิษณุโลก,22:00 น.,6,16.562785592541367,100.69300174713135
วัดปากเตลิด,ต.ต้นยวน อ.พนม จ.สุราษฎร์ธานี,14:00 น.,5,8.844720196715253,98.83999228477478
คลองระพีพัฒน์แยกใต้ หนองเสือ,ต.นพรัตน์ อ.หนองเสือ จ.ปทุมธานี,00:00 น.,18.8,14.220582222685564,100.89171051979065
อบต.ป่าแก่บ่อหิน,ต.ป่าแก่บ่อหิน อ.ทุ่งหว้า จ.สตูล,00:00 น.,9,7.056419899956487,99.80188071727753
อบต.นิคมน้ำอูน,ต.นิคมน้ำอูน อ.นิคมน้ำอูน จ.สกลนคร,16:00 น.,16.6,17.204113156042286,103.68703365325928
บ้านดอยสะโงะ,ต.ศรีดอนมูล อ.เชียงแสน จ.เชียงราย,23:00 น.,9.5,20.346085571712656,100.02100110054016
บ้านหลังเขา,ต.หนองกะท้าว อ.นครไทย จ.พิษณุโลก,19:00 น.,3.5,17.010981836636205,100.66499948501587
อบต.จุมพล,ต.จุมพล อ.โพนพิสัย จ.หนองคาย,15:00 น.,0.4,18.059083936413018,103.0817449092865
รัษฎา,ต.ควนเมา อ.รัษฎา จ.ตรัง,00:00 น.,11.8,7.964069396117323,99.59781289100647
บ้านหนองเฒ่า,ต.ลานหอย อ.บ้านด่านลานหอย จ.สุโขทัย,17:00 น.,16,16.94259023045519,99.58199858665466
ศรีสาคร,ต.ศรีสาคร อ.ศรีสาคร จ.นราธิวาส,00:00 น.,0.8,6.22725666908869,101.49691343307495
ทต.โพทะเล,ต.โพทะเล อ.โพทะเล จ.พิจิตร,00:00 น.,11.2,16.093773752961166,100.26008784770966
ปตร.บึงขวาง,ต.แสนแสบ อ.มีนบุรี จ.กรุงเทพมหานคร,00:00 น.,0.5,13.799881268293781,100.74482202529907
บ้านหัวทุ่ง,ต.บ่อแก้ว อ.นาหมื่น จ.น่าน,19:00 น.,15.5,18.201600730367016,100.67200005054474
ทต.กันทรารมย์,ต.ดูน อ.กันทรารมย์ จ.ศรีสะเกษ,00:00 น.,0.6,15.105261822942218,104.5686274766922
อบต.บึงชำอ้อ,ต.บึงชำอ้อ อ.หนองเสือ จ.ปทุมธานี,22:00 น.,0.2,14.161372058834072,100.7961916923523
คลองลาดพร้าว ปากคลอง2สายใต้,ต.ลาดพร้าว อ.ลาดพร้าว จ.กรุงเทพมหานคร,22:00 น.,0.2,13.931828349216348,100.63948631286621
ลำน้ำอูน,ต.สว่าง อ.พรรณานิคม จ.สกลนคร,17:00 น.,14.6,17.32272024396539,103.9792388677597
ทม.พัทลุง,ต.คูหาสวรรค์ อ.เมืองพัทลุง จ.พัทลุง,00:00 น.,0.2,7.618282700044703,100.07372260093689
เมืองพิษณุโลก,ต.ปากโทก อ.เมืองพิษณุโลก จ.พิษณุโลก,22:00 น.,0.2,16.864717692734963,100.24478852748871
อบต.วัดโบสถ์,ต.วัดโบสถ์ อ.วัดโบสถ์ จ.พิษณุโลก,22:00 น.,0.2,16.9581690842545,100.33734619617462
อบต.แม่ระมาด,ต.แม่ระมาด อ.แม่ระมาด จ.ตาก,00:00 น.,0.4,16.989866728844028,98.5182774066925
อบต.หนองลู,ต.หนองลู อ.สังขละบุรี จ.กาญจนบุรี,00:00 น.,3.4,15.195498260488131,98.46124291419983
บ้านแก่งไฮ,ต.หนองกะท้าว อ.นครไทย จ.พิษณุโลก,23:00 น.,3.5,16.985167318060988,100.77300131320953
วัดปราการ,ต.ท่าขนอน อ.คีรีรัฐนิคม จ.สุราษฎร์ธานี,01:00 น.,1,9.030279889280804,98.96879196166992
บ้านกิ่วเคียน,ต.จริม อ.ท่าปลา จ.อุตรดิตถ์,20:00 น.,4,17.88676760995314,100.3600001335144
บ้านหัวนา,ต.พงษ์ อ.สันติสุข จ.น่าน,12:00 น.,14,18.918638604748637,100.9500002861023
มัสยิดกาวมินมูฮายีริน,ต.ปาล์มพัฒนา อ.มะนัง จ.สตูล,00:00 น.,10,7.088324249082689,100.00195741653442
อบต.บ้านลำนาว,ต.บ้านลำนาว อ.บางขัน จ.นครศรีธรรมราช,00:00 น.,5.8,8.029208271386919,99.47583138942719
บ้านชโลดมพัฒนา,ต.นาใต้ อ.บ้านนาเดิม จ.สุราษฎร์ธานี,23:00 น.,10.5,8.890398170585918,99.32723701000214
บ้านบึงไม้,ต.ชะอม อ.แก่งคอย จ.สระบุรี,20:00 น.,2,14.417774793779659,101.1468905210495
ตะกั่วป่า,ต.ตำตัว อ.ตะกั่วป่า จ.พังงา,00:00 น.,5,8.775848014071634,98.39027166366577
บ้านลูโบ๊ะปันยัง,ต.กาบัง อ.กาบัง จ.ยะลา,01:00 น.,0.5,6.479680257906645,100.98287343978882
บ้านน้ำกุ่ม,ต.น้ำกุ่ม อ.นครไทย จ.พิษณุโลก,21:00 น.,1.5,17.347781212220575,100.85800051689148
ปตร.คลองสิบสาม,ต.หนองจอก อ.หนองจอก จ.กรุงเทพมหานคร,18:00 น.,13,13.85859096470598,100.86753845214844
บ้านเลยวังไสย์,ต.เลยวังไสย์ อ.ภูหลวง จ.เลย,23:00 น.,0.5,17.056282018944547,101.51800096035004
อบต.ไล่โว่,ต.ไล่โว่ อ.สังขละบุรี จ.กาญจนบุรี,00:00 น.,2.4,15.187603397514238,98.47718596458435
ทต.พลิ้ว,ต.พลิ้ว อ.แหลมสิงห์ จ.จันทบุรี,13:00 น.,0.2,12.49999704854005,102.1475476026535
อบต.จอมพระ,ต.จอมพระ อ.จอมพระ จ.สุรินทร์,00:00 น.,2.6,15.113750148666304,103.61039757728577
บ้านควนใหม่,ต.โคกชะงาย อ.เมืองพัทลุง จ.พัทลุง,14:00 น.,12.5,7.631378437559678,99.99854564666748
บ้านมอเสือดุ,ต.เพชรชมภู อ.โกสัมพีนคร จ.กำแพงเพชร,23:00 น.,19,16.55715005705601,99.36500251293182
ปตร.พระยาสุเรนทร์,ต.สายไหม อ.สายไหม จ.กรุงเทพมหานคร,00:00 น.,0.5,13.92125868436078,100.68741202354431
บ้านสระเกศ,ต.ตลิ่งงาม อ.เกาะสมุย จ.สุราษฎร์ธานี,04:00 น.,0.5,9.48071491989027,99.95309293270111
ส.คลองตาอูฐ,ต.ทุ่งสองห้อง อ.หลักสี่ จ.กรุงเทพมหานคร,00:00 น.,0.5,13.899810672809544,100.58665752410889
เขตมีนบุรี,ต.มีนบุรี อ.มีนบุรี จ.กรุงเทพมหานคร,00:00 น.,0.5,13.813597670298687,100.73121786117554
บ้านน้ำค้อ,ต.ทรายขาว อ.วังสะพุง จ.เลย,23:00 น.,0.5,17.18328130357759,101.62299871444702
บ้านไสใหญ่เหนือ,ต.ถ้ำใหญ่ อ.ทุ่งสง จ.นครศรีธรรมราช,19:00 น.,0.5,8.173271282135598,99.71999824047089
ทต.บึงโขงหลง,ต.บึงโขงหลง อ.บึงโขงหลง จ.บึงกาฬ,02:00 น.,1,17.96806348758028,104.04946446418762
อบต.สลกบาตร,ต.สลกบาตร อ.ขาณุวรลักษบุรี จ.กำแพงเพชร,18:00 น.,0.4,15.979075617672029,99.82460975646973
สกลนคร,ต.ธาตุเชิงชุม อ.เมืองสกลนคร จ.สกลนคร,19:00 น.,0.9,17.150001854597125,104.13333177566528
บ้านไหล่ท่า,ต.แม่ระมาด อ.แม่ระมาด จ.ตาก,23:00 น.,2.5,16.983802620246195,98.52699995040894
บ้านวังประจัน,ต.วังประจัน อ.ควนโดน จ.สตูล,23:00 น.,42.5,6.754096598545849,100.14900147914886
เขตหนองจอก,ต.กระทุ่มราย อ.หนองจอก จ.กรุงเทพมหานคร,18:00 น.,12,13.85584098774603,100.86259245872498
สะพานท่าสาป,ต.สะเตง อ.เมืองยะลา จ.ยะลา,19:00 น.,2,6.55271399416442,101.26619517803192
ปตร.คลองสามวา,ต.บางขัน อ.คลองสามวา จ.กรุงเทพมหานคร,18:00 น.,11,13.859538866488219,100.72908818721771
เขตดอนเมือง,ต.สีกัน อ.ดอนเมือง จ.กรุงเทพมหานคร,21:00 น.,1,13.910532323595975,100.59491872787476
บ้านน้ำหรา,ต.ทุ่งนุ้ย อ.ควนกาหลง จ.สตูล,23:00 น.,2.5,6.899783781385745,100.09400010108948
อบต.บ้านยา,ต.บ้านยา อ.หนองหาน จ.อุดรธานี,00:00 น.,0.8,17.386855968785348,103.29086601734161
ตลาดเก่าตะกั่วป่า,ต.โคกเคียน อ.ตะกั่วป่า จ.พังงา,00:00 น.,27.4,8.829422267219035,98.36930751800537
ทต.หนองบอน,ต.หนองบอน อ.บ่อไร่ จ.ตราด,12:00 น.,6.6,12.677049749346349,102.4595582485199
บ้านธารโต,ต.ธารโต อ.ธารโต จ.ยะลา,23:00 น.,9,6.167819648920374,101.18200063705444
บ้านวังลาว,ต.เวียง อ.เชียงแสน จ.เชียงราย,23:00 น.,10,20.373037541542566,100.0600004196167
แม่น้ำชี อ.มหาชนะชัย (E.20A),ต.ฟ้าหยาด อ.มหาชนะชัย จ.ยโสธร,00:00 น.,11,15.52358873100181,104.24948215484619
เขตคลองสามวา,ต.บางขัน อ.คลองสามวา จ.กรุงเทพมหานคร,00:00 น.,3,13.85989823405402,100.70424020290375
วัดวังตะเคียน,ต.ท่าสายลวด อ.แม่สอด จ.ตาก,00:00 น.,1.4,16.711486500252356,98.50664734840393
หน่วยจัดการต้นน้ำแม่จริม,ต.แม่จริม อ.แม่จริม จ.น่าน,21:00 น.,0.2,18.82128902813903,100.99951922893524
สตูล,ต.คลองขุด อ.เมืองสตูล จ.สตูล,22:00 น.,21.3,6.649997507273774,100.08333563804626
คลองระพีพัฒน์แยกตก,ต.คลองเจ็ด อ.คลองหลวง จ.ปทุมธานี,00:00 น.,0.2,14.206146458718688,100.74480593204498
บ้านวังชุมทอง,ต.วังใหม่ อ.วังสมบูรณ์ จ.สระแก้ว,15:00 น.,4.5,13.383701623877199,102.01691329479218
บ้านแม่สิน,ต.นาพูน อ.วังชิ้น จ.แพร่,13:00 น.,1,17.802293371173157,99.85799789428711
บ้านน้ำตอน,ต.นาบัว อ.นครไทย จ.พิษณุโลก,21:00 น.,0.5,17.24221425790073,100.87400257587433
