ชื่อสถานี,ที่ตั้ง,เวลา,ฝนล่าสุด (มม.)
สถานีอบต.ท่าแยก,ต.ท่าแยก อ.เมืองสระแก้ว จ.สระแก้ว ,06:00 ,70.6
สถานีนครศรีธรรมราช สกษ.,ต.ท่าเรือ อ.เมืองนครศรีธรรมราช จ.นครศรีธรรมราช ,04:00 ,59.5
สถานีบ้านโคกสว่าง,ต.ศรีสองรัก อ.เมืองเลย จ.เลย ,05:00 ,48.5
สถานีอุทยานแห่งชาติภูผาม่าน,ต.นาหนองทุ่ม อ.ชุมแพ จ.ขอนแก่น ,06:00 ,48
สถานีบ้านบ่อน้ำร้อน,ต.ตาเนาะแมเราะ อ.เบตง จ.ยะลา ,05:00 ,47.5
สถานีจุดวัด ค.บางนา-ถ.ศรีนครินทร์,ต.บางนา อ.บางนา จ.กรุงเทพมหานคร ,06:00 ,47
สถานีบ้านใน,ต.ปากแพรก อ.ดอนสัก จ.สุราษฎร์ธานี ,05:00 ,47
สถานีอุดรธานี,ต.หนองขอนกว้าง อ.เมืองอุดรธานี จ.อุดรธานี ,04:00 ,43.5
สถานีอบต.บ้านผึ้ง,ต.บ้านผึ้ง อ.เมืองนครพนม จ.นครพนม ,06:00 ,43.4
สถานีบ้านโนนเขวา,ต.โนนทอง อ.เกษตรสมบูรณ์ จ.ชัยภูมิ ,05:00 ,41
สถานีเขตทุ่งครุ,ต.ทุ่งครุ อ.ทุ่งครุ จ.กรุงเทพมหานคร ,06:00 ,40
สถานีจุดวัด ค.แสนแสบ-วัดทรัพย์ฯ,ต.แสนแสบ อ.มีนบุรี จ.กรุงเทพมหานคร ,06:00 ,38
สถานีส.คลองสำโรง,ต.เทพารักษ์ อ.เมืองสมุทรปราการ จ.สมุทรปราการ ,06:00 ,37.5
สถานีบ้านดงสุระ,ต.แม่จั๊วะ อ.เด่นชัย จ.แพร่ ,05:00 ,37.5
สถานีสะพานหาดกวน-อุ่มไผ่พัฒนา,ต.ไชยบุรี อ.ท่าอุเทน จ.นครพนม ,06:00 ,37
สถานีบ้านมอล่อง,ต.แม่สลองใน อ.แม่ฟ้าหลวง จ.เชียงราย ,05:00 ,36.5
สถานีปัตตานี,ต.บ่อทอง อ.หนองจิก จ.ปัตตานี ,22:00 ,34.3
สถานีสะพานหัวสะพาน อ.บันนังสตา จ.ยะลา,ต.บาเจาะ อ.บันนังสตา จ.ยะลา ,05:00 ,34
สถานียอดเขาหลวง (อุทยานแห่งชาติรามคำแหง),ต.ศรีคีรีมาศ อ.คีรีมาศ จ.สุโขทัย ,06:00 ,32.4
สถานีบ้านสะโทย,ต.วังสรรพรส อ.ขลุง จ.จันทบุรี ,05:00 ,32
สถานีบ้านท่ามะปราง,ต.นาหินลาด อ.ปากพลี จ.นครนายก ,05:00 ,31.5
สถานีจันทบุรี,ต.วัดใหม่ อ.เมืองจันทบุรี จ.จันทบุรี ,04:00 ,31.5
สถานีสะพานลานดอกไม้,ต.ลานดอกไม้ อ.เมืองกำแพงเพชร จ.กำแพงเพชร ,06:00 ,31.4
สถานีบันนังสตา,ต.บันนังสตา อ.บันนังสตา จ.ยะลา ,06:00 ,30.6
สถานีบางกล่ำ,ต.ท่าช้าง อ.บางกล่ำ จ.สงขลา ,06:00 ,30.4
สถานีศูนย์วิจัยข้าวปัตตานี,ต.มะกรูด อ.โคกโพธิ์ จ.ปัตตานี ,06:00 ,30
สถานีบ้านเงาะกาโป,ต.บันนังสตา อ.บันนังสตา จ.ยะลา ,05:00 ,29.5
สถานีจุดวัด ค.เก้า-วัดศรีสุขฯ,ต.สามวาตะวันออก อ.คลองสามวา จ.กรุงเทพมหานคร ,06:00 ,29
สถานีบ้านทุ่งม่วง,ต.ทับไทร อ.โป่งน้ำร้อน จ.จันทบุรี ,05:00 ,28.5
สถานีเขตตลิ่งชัน,ต.คลองชักพระ อ.ตลิ่งชัน จ.กรุงเทพมหานคร ,06:00 ,28.5
สถานีบ้านนบ,ต.กรุงชิง อ.นบพิตำ จ.นครศรีธรรมราช ,05:00 ,28
สถานีบ้านน้ำฮอก,ต.บ้านเหล่า อ.สูงเม่น จ.แพร่ ,05:00 ,28
สถานีนราธิวาส,ต.บางนาค อ.เมืองนราธิวาส จ.นราธิวาส ,22:00 ,27.2
สถานีลำน้ำพอง (เหนือฝายหนองหวาย),ต.กุดน้ำใส อ.น้ำพอง จ.ขอนแก่น ,05:00 ,27
สถานีบ้านระหัด,ต.กุดเลาะ อ.เกษตรสมบูรณ์ จ.ชัยภูมิ ,05:00 ,27
สถานีสะพานเมืองปัตตานี อ.เมือง จ.ปัตตานี,ต.จะบังติกอ อ.เมืองปัตตานี จ.ปัตตานี ,05:00 ,26
สถานีทต.ศรีสงคราม,ต.ศรีสงคราม อ.ศรีสงคราม จ.นครพนม ,06:00 ,26
สถานีอบต.เทอดไทย,ต.เทอดไทย อ.แม่ฟ้าหลวง จ.เชียงราย ,06:00 ,25.8
สถานีบ้านห้วยหินลับ,ต.วังกวาง อ.น้ำหนาว จ.เพชรบูรณ์ ,05:00 ,25.5
สถานีบ้านหัวบุ่ง,ต.เนินหอม อ.เมืองปราจีนบุรี จ.ปราจีนบุรี ,05:00 ,25.5
