ชื่อสถานี,ที่ตั้ง,เวลา,ฝนล่าสุด (มม.),lat,long
อบต.คลองขลุง,ต.คลองขลุง อ.คลองขลุง จ.กำแพงเพชร,00:00 น.,1,16.20823053980987,99.70938205718994
ชุมชนบ้านบุ่งคล้า,ต.บุ่งคล้า อ.บุ่งคล้า จ.บึงกาฬ,00:00 น.,29,18.29479179980859,103.99483323097229
แม่น้ำปิงที่ อ.คลองขลุง (P.15) จ.กำแพงเพชร,ต.คลองขลุง อ.คลองขลุง จ.กำแพงเพชร,23:00 น.,5,16.213500148731313,99.7210282087326
กำแพงเพชร,ต.ในเมือง อ.เมืองกำแพงเพชร จ.กำแพงเพชร,22:00 น.,14.3,16.486805132152117,99.52697038650513
บ้านใสเขือ,ต.เขาพระ อ.พิปูน จ.นครศรีธรรมราช,21:00 น.,87,8.620860229635408,99.59500193595886
บ้านจุฬาภรณ์พัฒนา,ต.เขาพระ อ.พิปูน จ.นครศรีธรรมราช,23:00 น.,25,8.594319032785025,99.57300245761871
สะพานห้วยบังบาต,ต.หนองเดิ่น อ.บุ่งคล้า จ.บึงกาฬ,00:00 น.,21.4,18.28267449137665,103.88073205947876
อบต.พิกุล,ต.พิกุล อ.ชุมแสง จ.นครสวรรค์,00:00 น.,0.6,15.898422208320065,100.30774533748627
บ้านสันติสุข,ต.ท่าขุนราม อ.เมืองกำแพงเพชร จ.กำแพงเพชร,23:00 น.,19,16.447080168598724,99.42699909210205
เมืองกำแพงเพชร (P7A),ต.นครชุม อ.เมืองกำแพงเพชร จ.กำแพงเพชร,00:00 น.,3,16.478127245646615,99.51862871646881
ทต.น้ำปาด,ต.แสนตอ อ.น้ำปาด จ.อุตรดิตถ์,23:00 น.,0.2,17.72531616387186,100.68140387535095
รร.บ้านลำปลอกเหนือ,ต.ในควน อ.ย่านตาขาว จ.ตรัง,00:00 น.,0.2,7.354901490150456,99.81480896472931
บ้านครกหนานทา,ต.ห้วยโรง อ.ร้องกวาง จ.แพร่,22:00 น.,37.5,18.4811404790761,100.40899872779846
บ้านนากล่ำ,ต.น้ำไคร้ อ.น้ำปาด จ.อุตรดิตถ์,23:00 น.,0.5,17.584753226862645,100.49200236797333
บ้านเหนือคลองระแนะ,ต.เขาพระ อ.พิปูน จ.นครศรีธรรมราช,23:00 น.,50,8.589911231663603,99.62200105190277
