ชื่อสถานี,ที่ตั้ง,เวลา,ฝนล่าสุด (มม.),lat,long
บ้านทุ่งรวงทอง,ต.แม่ลาน้อย อ.แม่ลาน้อย จ.แม่ฮ่องสอน,00:00 น.,84,18.338043524218733,97.91999995708466
บ้านในแจะ,ต.พะโต๊ะ อ.พะโต๊ะ จ.ชุมพร,15:00 น.,82.5,9.745428370703605,98.75800251960754
บ้านไตรสภาวคาม,ต.ปิงโค้ง อ.เชียงดาว จ.เชียงใหม่,17:00 น.,74,19.42965621679668,98.9790004491806
ห้วยแร้ง,ต.ห้วยแร้ง อ.เมืองตราด จ.ตราด,00:00 น.,38.6,12.36929448720601,102.54332363605499
ทต.ปัถวี,ต.ปัถวี อ.มะขาม จ.จันทบุรี,00:00 น.,34.8,12.742613659767224,102.23267555236816
หน่วยพิทักษ์อุทยานแห่งชาติที่ ขญ.๑๗ (กลางดง),ต.พญาเย็น อ.ปากช่อง จ.นครราชสีมา,00:00 น.,10,14.549607111406168,101.26519203186035
สะพานข้ามคลองเกรียงไกร,ต.บางเคียน อ.ชุมแสง จ.นครสวรรค์,00:00 น.,38,15.843174832021225,100.2114862203598
บ้านท่าข้าม,ต.แก่งโสภา อ.วังทอง จ.พิษณุโลก,00:00 น.,4,16.854994200622432,100.66700041294098
อบต.แจ้ซ้อน,ต.แจ้ซ้อน อ.เมืองปาน จ.ลำปาง,00:00 น.,32.8,18.8169882633427,99.50003027915955
บ้านห้วยน้ำเค็ม,ต.บ้านเสด็จ อ.เมืองลำปาง จ.ลำปาง,20:00 น.,17,18.3857540252356,99.61599826812744
บ้านตาบาด,ต.บ่อพลอย อ.บ่อไร่ จ.ตราด,00:00 น.,55.5,12.601218641146362,102.567999958992
บ้านเหวปลากั้ง,ต.หมูสี อ.ปากช่อง จ.นครราชสีมา,00:00 น.,19,14.550141926737101,101.3129997253418
บ้านซับใต้,ต.พญาเย็น อ.ปากช่อง จ.นครราชสีมา,23:00 น.,3.5,14.542773828725291,101.2440025806427
นครพนม,ต.ในเมือง อ.เมืองนครพนม จ.นครพนม,22:00 น.,39.5,17.410833254680195,104.7825014591217
บ้านวังยายมุก,ต.คลองพลู อ.เขาคิชฌกูฏ จ.จันทบุรี,00:00 น.,37,12.927167674091777,102.01600134372711
บ้านจันทิ,ต.ท่ากุ่ม อ.เมืองตราด จ.ตราด,00:00 น.,51.5,12.294520989268896,102.61564671993256
ท่าพระ สกษ.,ต.ท่าพระ อ.เมืองขอนแก่น จ.ขอนแก่น,16:00 น.,2.3,16.333334017100913,102.8166675567627
บ้านคลองใหญ่,ต.จันทเขลม อ.เขาคิชฌกูฏ จ.จันทบุรี,00:00 น.,47,12.972159724378912,102.05771505832672
บ้านนอกด่าน,ต.แม่พูล อ.ลับแล จ.อุตรดิตถ์,00:00 น.,27,17.715699350013672,99.98700141906738
บ้านตะแบกโพรง,ต.อ่างทอง อ.ทับสะแก จ.ประจวบคีรีขันธ์,00:00 น.,29,11.444752573028023,99.47900176048279
ฉะเชิงเทรา,ต.แปลงยาว อ.สนามชัยเขต จ.ฉะเชิงเทรา,22:00 น.,16.6,13.515558354856113,101.45833253860474
หน่วยศึกษาการพัฒนาการอนุรักษ์ต้นน้ำน้ำคาง (ดอยวาว),ต.ศรีภูมิ อ.ท่าวังผา จ.น่าน,00:00 น.,17.6,19.13900573802194,100.64089179039001
เหนือฝายวังยาง,ต.โนนศิลาเลิง อ.ฆ้องชัย จ.กาฬสินธุ์,00:00 น.,0.2,16.199401181722887,103.47294509410858
ท้ายฝายวังยาง,ต.โนนศิลาเลิง อ.ฆ้องชัย จ.กาฬสินธุ์,00:00 น.,0.2,16.200173896124987,103.47352981567383
