ชื่อสถานี,ที่ตั้ง,เวลา,ฝนล่าสุด (มม.)
สถานีอุทยานแห่งชาติดอยภูคา,ต.ภูคา อ.ปัว จ.น่าน ,06:00 ,101.2
สถานีอบต.ปากพนังฝั่งตะวันออก,ต.ปากพนังฝั่งตะวันออก อ.ปากพนัง จ.นครศรีธรรมราช ,06:00 ,66.4
สถานีหน่วยจัดการต้นน้ำน้ำกอนฝั่งซ้าย,ต.พญาแก้ว อ.เชียงกลาง จ.น่าน ,06:00 ,58.4
สถานีอบต.นายายอาม,ต.นายายอาม อ.นายายอาม จ.จันทบุรี ,06:00 ,50.8
สถานีบ้านก่อก๋วง,ต.บ่อเกลือใต้ อ.บ่อเกลือ จ.น่าน ,02:00 ,50
สถานีสะพานกะลูบี บ้านสายปารี,ต.มาโมง อ.สุคิริน จ.นราธิวาส ,06:00 ,49.8
สถานีบ้านท่างิ้ว,ต.ท่างิ้ว อ.ห้วยยอด จ.ตรัง ,06:00 ,49
สถานีจุดชมวิว 1715,ต.ภูคา อ.ปัว จ.น่าน ,06:00 ,48.6
สถานีบ้านผาหลัก,ต.ยอด อ.สองแคว จ.น่าน ,01:00 ,47.5
สถานีสะพานไอร์ปาโจ,ต.ภูเขาทอง อ.สุคิริน จ.นราธิวาส ,06:00 ,47
สถานีที่ทำการอุทยานแห่งชาติถ้ำสะเกิน,ต.ยอด อ.สองแคว จ.น่าน ,06:00 ,46
สถานีบ้านยอด,ต.ยอด อ.สองแคว จ.น่าน ,06:00 ,44.5
สถานีบ้านบูโล๊ะสะนีแย,ต.บ้านแหร อ.ธารโต จ.ยะลา ,05:00 ,44.5
สถานีบ้านห้วยปูด,ต.ภูคา อ.ปัว จ.น่าน ,03:00 ,44
สถานีบ้านน้ำดั้น,ต.ภูคา อ.ปัว จ.น่าน ,02:00 ,43
สถานีบ้านมะนังบังแยง,ต.จะแนะ อ.จะแนะ จ.นราธิวาส ,05:00 ,42
สถานีบ้านวังยายมุก,ต.คลองพลู อ.เขาคิชฌกูฏ จ.จันทบุรี ,06:00 ,42
สถานีบ้านสกาดกลาง,ต.สกาด อ.ปัว จ.น่าน ,03:00 ,41
สถานีบ้านห้วยหลักลาย,ต.อวน อ.ปัว จ.น่าน ,01:00 ,40.5
สถานีจุดวัด ค.ประเวศฯ-เขตลาดกระบัง,ต.ลาดกระบัง อ.ลาดกระบัง จ.กรุงเทพมหานคร ,06:00 ,39
สถานีบ้านเต๋ยกิ๋วเห็น,ต.ภูคา อ.ปัว จ.น่าน ,02:00 ,38.5
สถานีนายายอาม,ต.วังใหม่ อ.นายายอาม จ.จันทบุรี ,06:00 ,38.4
สถานีบ้านหินกอง,ต.ทุ่งเบญจา อ.ท่าใหม่ จ.จันทบุรี ,06:00 ,38
สถานีทต.บูเก๊ะตา,ต.โละจูด อ.แว้ง จ.นราธิวาส ,06:00 ,37.2
สถานีบ้านทอนผักกูด,ต.นบพิตำ อ.นบพิตำ จ.นครศรีธรรมราช ,06:00 ,36.5
สถานีบ้านน้ำฉา,ต.เทพราช อ.สิชล จ.นครศรีธรรมราช ,06:00 ,36
สถานีบ้านฮวก,ต.ภูซาง อ.ภูซาง จ.พะเยา ,06:00 ,36
สถานีบ้านปอน,ต.ปอน อ.ทุ่งช้าง จ.น่าน ,06:00 ,35.5
สถานีบ้านปางแก,ต.ทุ่งช้าง อ.ทุ่งช้าง จ.น่าน ,06:00 ,35.5
สถานีอบต.เขากระปุก,ต.เขากระปุก อ.ท่ายาง จ.เพชรบุรี ,06:00 ,35.4
สถานีชุมชนหนองใหญ่,ต.หนองใหญ่ อ.ปราสาท จ.สุรินทร์ ,06:00 ,35.4
สถานีบ้านห้วยสะแตง,ต.และ อ.ทุ่งช้าง จ.น่าน ,06:00 ,34.5
สถานีบ้านหล่ายทุ่ง,ต.วอแก้ว อ.ห้างฉัตร จ.ลำปาง ,06:00 ,34
สถานีบ้านคลองใหญ่,ต.จันทเขลม อ.เขาคิชฌกูฏ จ.จันทบุรี ,05:00 ,33.5
สถานีบ้านบ่อหยวกใต้,ต.บ่อเกลือเหนือ อ.บ่อเกลือ จ.น่าน ,06:00 ,33
