ชื่อสถานี,ที่ตั้ง,เวลา,ฝนล่าสุด (มม.),lat,long
เหนือ ปตร.มโนรมย์,ต.วัดโคก อ.มโนรมย์ จ.ชัยนาท,00:00 น.,0.2,15.330446815717584,100.10343074798584
รพสต.แก่นมะกรูด,ต.แก่นมะกรูด อ.บ้านไร่ จ.อุทัยธานี,00:00 น.,0.2,15.161830439301236,99.289031624794
ท้ายปตร.ช่องแค,ต.พรหมนิมิต อ.ตาคลี จ.นครสวรรค์,22:00 น.,0.6,15.145540806462844,100.41323661804199
เหนือปตร.ช่องแค,ต.พรหมนิมิต อ.ตาคลี จ.นครสวรรค์,22:00 น.,0.8,15.146208779085983,100.41300058364868
ท้ายปตร.มะขามเฒ่า-อู่ทอง,ต.มะขามเฒ่า อ.วัดสิงห์ จ.ชัยนาท,00:00 น.,0.2,15.222312701607844,100.06234467029572
บ้านหนองนกปีกกา,ต.โป่งแดง อ.เมืองตาก จ.ตาก,19:00 น.,1,17.130706983597143,99.25099790096283
เคียนซา,ต.เคียนซา อ.เคียนซา จ.สุราษฎร์ธานี,23:00 น.,3,8.85069925644807,99.19711232185364
รร.บ้านช้างเชื่อ,ต.เหล อ.กะปง จ.พังงา,00:00 น.,7.2,8.744328572596828,98.48950266838074
บ้านสันทราย,ต.หงส์หิน อ.จุน จ.พะเยา,21:00 น.,0.5,19.475584690861087,100.09400010108948
ท้ายปตร.บรมธาตุ,ต.ชัยนาท อ.เมืองชัยนาท จ.ชัยนาท,23:00 น.,0.2,15.15780733763261,100.1528263092041
บ้านนกเขาเปล้า,ต.เพนียด อ.โคกสำโรง จ.ลพบุรี,05:00 น.,0.5,15.017018055027021,100.79299986362457
บ้านโป่งคอม,ต.ด่านช้าง อ.ด่านช้าง จ.สุพรรณบุรี,21:00 น.,1,14.764331800550265,99.56600189208984
อบต.ตาคลี,ต.ตาคลี อ.ตาคลี จ.นครสวรรค์,00:00 น.,0.2,15.291227733976264,100.38290619850159
บ้านควนเสม็ด,ต.ปริก อ.สะเดา จ.สงขลา,23:00 น.,29,6.695563239954998,100.52121698856354
ตากฟ้า สกษ.,ต.สุขสำราญ อ.ตากฟ้า จ.นครสวรรค์,22:00 น.,0.6,15.34944317666173,100.53027749061584
อบต.นาหินลาด,ต.นาหินลาด อ.ปากพลี จ.นครนายก,00:00 น.,0.6,14.207243734365141,101.35063111782074
ทต.ไพศาลี,ต.ไพศาลี อ.ไพศาลี จ.นครสวรรค์,22:00 น.,2.6,15.60012850369271,100.65722107887268
อบต.หนองผักนาก,ต.หนองผักนาก อ.สามชุก จ.สุพรรณบุรี,00:00 น.,0.2,14.764492606315912,100.01941323280334
มูศ๊อลลา(มัสยิด)ชูฮาดา,ต.ควนกาหลง อ.ควนกาหลง จ.สตูล,00:00 น.,36.4,6.964240053044196,100.02702534198761
อบต.ท่ามะนาว,ต.ท่ามะนาว อ.ชัยบาดาล จ.ลพบุรี,21:00 น.,1.6,15.199349811077475,101.16391181945801
อบต.ป่าแฝก,ต.ป่าแฝก อ.พรเจริญ จ.บึงกาฬ,00:00 น.,1.2,18.063062010414964,103.7363862991333
หน่วยพิทักษ์อุทยานแห่งชาติที่ ตม.๓ (ปูแป้),ต.พะวอ อ.แม่สอด จ.ตาก,00:00 น.,0.2,16.85243233149856,98.77046406269073
ทม.ทับกวาง,ต.ทับกวาง อ.แก่งคอย จ.สระบุรี,00:00 น.,0.4,14.608813105953368,101.0764878988266
เวียงสระ,ต.ทุ่งหลวง อ.เวียงสระ จ.สุราษฎร์ธานี,21:00 น.,0.2,8.571075394942238,99.25392687320709
ปากช่อง สกษ.,ต.หนองน้ำแดง อ.ปากช่อง จ.นครราชสีมา,22:00 น.,5.1,14.64389100388953,101.33194148540497
บ้านดอยปุย,ต.สุเทพ อ.เมืองเชียงใหม่ จ.เชียงใหม่,19:00 น.,0.5,18.816612513420566,98.88349771499634
บ้านท่ามะปราง,ต.นาหินลาด อ.ปากพลี จ.นครนายก,23:00 น.,0.5,14.222932627077714,101.35608673095703
ท้ายปตร.ยางมณี,ต.พิกุลทอง อ.ท่าช้าง จ.สิงห์บุรี,22:00 น.,0.2,14.750346397703076,100.41499614715576
ปตร.มโนรมย์,ต.วัดโคก อ.มโนรมย์ จ.ชัยนาท,00:00 น.,0.2,15.32764273988924,100.10910630226135
บ้านวังพา,ต.ทุ่งตำเสา อ.หาดใหญ่ จ.สงขลา,23:00 น.,5,6.898463038722121,100.26199758052826
บัวชุม,ต.นิคมลำนารายณ์ อ.ชัยบาดาล จ.ลพบุรี,22:00 น.,0.2,15.266668091045332,101.1873596906662
ชัยนาท สกษ.,ต.บางหลวง อ.สรรพยา จ.ชัยนาท,22:00 น.,2.3,15.149999092072333,100.18333375453949
อ.พระแสง,ต.อิปัน อ.พระแสง จ.สุราษฎร์ธานี,17:00 น.,3,8.567038643832321,99.25004839897156
ทต.ห้วยยอด,ต.ห้วยยอด อ.ห้วยยอด จ.ตรัง,00:00 น.,0.4,7.789128295093799,99.63350772857666
ท้ายปตร.มหาราช,ต.บ้านกล้วย อ.เมืองชัยนาท จ.ชัยนาท,23:00 น.,0.2,15.161468000788322,100.17264246940613
อบต.อ่าวตง,ต.อ่าวตง อ.วังวิเศษ จ.ตรัง,00:00 น.,0.4,7.855777434070519,99.38441097736359
ปตร.พลเทพ,ต.หาดท่าเสา อ.เมืองชัยนาท จ.ชัยนาท,23:00 น.,0.4,15.215930345494963,100.07282674312592
เหนือปตร.มหาราช,ต.บ้านกล้วย อ.เมืองชัยนาท จ.ชัยนาท,22:00 น.,2,15.15896198073879,100.17328083515167
ทุ่งใหญ่,ต.บางรูป อ.ทุ่งใหญ่ จ.นครศรีธรรมราช,00:00 น.,5.2,8.414571039606463,99.2497855424881
บ้านโคกแสมสาร,ต.โคกแสมสาร อ.โคกเจริญ จ.ลพบุรี,22:00 น.,1,15.3367687808151,100.83199918270111
บ้านกงษีไร่ (หมู่ 6),ต.ซึ้ง อ.ขลุง จ.จันทบุรี,23:00 น.,37.5,12.489469941549556,102.23100185394287
ท่าตูม,ต.ท่าตูม อ.ท่าตูม จ.สุรินทร์,19:00 น.,10.8,15.316669233911332,103.68333220481873
อบต.บ้านพราน,ต.บ้านพราน อ.แสวงหา จ.อ่างทอง,00:00 น.,0.2,14.702194679342027,100.29819667339325
เหนือปตร.ยางมณี,ต.พิกุลทอง อ.ท่าช้าง จ.สิงห์บุรี,22:00 น.,0.2,14.751015601900434,100.4146420955658
ลพบุรี,ต.ทะเลชุบศร อ.เมืองลพบุรี จ.ลพบุรี,22:00 น.,0.1,14.799721843436581,100.64500093460083
สะพานโยธกา,ต.บางเตย อ.บ้านสร้าง จ.ปราจีนบุรี,00:00 น.,4.6,13.974966305910534,101.14306569099426
พระแสง สอท.,ต.ทุ่งหลวง อ.เวียงสระ จ.สุราษฎร์ธานี,16:00 น.,15.6,8.57022136880463,99.2582505941391
บ้านหน้าเขา,ต.บ้านเสด็จ อ.เคียนซา จ.สุราษฎร์ธานี,16:00 น.,0.5,8.768393868250856,99.05316352844238
อบต.คลองเฉลิม,ต.คลองเฉลิม อ.กงหรา จ.พัทลุง,00:00 น.,0.2,7.381901093381868,99.98011350631714
ชุมชนบ้านบุ่งคล้า,ต.บุ่งคล้า อ.บุ่งคล้า จ.บึงกาฬ,00:00 น.,6.8,18.29479179980859,103.99483323097229
บ้านซับเปิป,ต.ซับเปิบ อ.วังโป่ง จ.เพชรบูรณ์,23:00 น.,8.5,16.35519086204723,100.93200266361237
บ้านคลองพร้าว,ต.เกาะช้าง อ.เกาะช้าง จ.ตราด,23:00 น.,3.5,12.060856272302658,102.30699956417084
ทต.คุ้งสำเภา,ต.คุ้งสำเภา อ.มโนรมย์ จ.ชัยนาท,00:00 น.,0.2,15.31001034803882,100.08172631263733
อบต.สะแกกรัง,ต.สะแกกรัง อ.เมืองอุทัยธานี จ.อุทัยธานี,00:00 น.,0.2,15.399129725555772,100.03507196903229
บ้านไร่พริก,ต.บ้านบึง อ.บ้านไร่ จ.อุทัยธานี,22:00 น.,0.5,14.991400581856555,99.56499874591827
เมืองอุทัยธานี,ต.อุทัยใหม่ อ.เมืองอุทัยธานี จ.อุทัยธานี,23:00 น.,0.2,15.370848224456216,100.04418611526489
อบต.ราษฎร์นิยม,ต.ราษฎร์นิยม อ.ไทรน้อย จ.นนทบุรี,00:00 น.,0.8,14.103889366886829,100.32204151153564
อบต.บ้านเสด็จ,ต.บ้านเสด็จ อ.เคียนซา จ.สุราษฎร์ธานี,00:00 น.,0.2,8.763590476449355,99.0646380186081
บ้านโก๊ะไม้หลู่,ต.ป่าแป๋ อ.แม่สะเรียง จ.แม่ฮ่องสอน,23:00 น.,2,18.28337231579222,98.08400094509125
แม่น้ำชี อ.มหาชนะชัย (E.20A),ต.ฟ้าหยาด อ.มหาชนะชัย จ.ยโสธร,18:00 น.,5,15.52358873100181,104.24948215484619
ทต.พลิ้ว,ต.พลิ้ว อ.แหลมสิงห์ จ.จันทบุรี,00:00 น.,29.6,12.49999704854005,102.1475476026535
ศูนย์อปพร. อบต.บ้านไร่,ต.บ้านไร่ อ.บ้านไร่ จ.อุทัยธานี,22:00 น.,0.6,15.082653977067553,99.51932072639465
บ้านชัยมงคล,ต.สมอโคน อ.บ้านตาก จ.ตาก,16:00 น.,22,17.015962726442574,99.19200003147125
บ้านวังวัด,ต.ยางราก อ.โคกเจริญ จ.ลพบุรี,22:00 น.,0.5,15.337534439656006,100.95999956130981
ทต.โคกตูม,ต.โคกตูม อ.เมืองลพบุรี จ.ลพบุรี,00:00 น.,0.2,14.8126409089487,100.78995823860168
สงขลา,ต.บ่อยาง อ.เมืองสงขลา จ.สงขลา,04:00 น.,0.1,7.18211329154937,100.60769140720367
เมืองเพชรบุรี,ต.ต้นมะม่วง อ.เมืองเพชรบุรี จ.เพชรบุรี,00:00 น.,2,13.085675344282176,99.94400560855865
ศรีสาคร,ต.ศรีสาคร อ.ศรีสาคร จ.นราธิวาส,00:00 น.,4.6,6.22725666908869,101.49691343307495
หน่วยพิทักษ์อุทยานฯ ที่ บล.๒ (น้ำตกฮาลาซะห์),ต.แม่หวาด อ.ธารโต จ.ยะลา,00:00 น.,87.8,6.058383754154758,101.40902280807495
บ้านพุม่วง,ต.วังเพลิง อ.โคกสำโรง จ.ลพบุรี,05:00 น.,0.5,15.01594035917587,100.86300015449524
บ้านหนองสองห้อง,ต.ห้วยแห้ง อ.แก่งคอย จ.สระบุรี,23:00 น.,3,14.459677518392946,101.03799819946289
บ้านวังสมบูรณ์,ต.เขาปูน อ.ห้วยยอด จ.ตรัง,23:00 น.,1,7.77448010965501,99.7040069103241
บ้านในปง,ต.อ่าวตง อ.วังวิเศษ จ.ตรัง,23:00 น.,2,7.89255982483915,99.38700199127197
บ้านเขาวงพระจันทร์,ต.หนองฝ้าย อ.เลาขวัญ จ.กาญจนบุรี,21:00 น.,1,14.712120583016896,99.64299738407135
บ้านคลองเพล,ต.หมูสี อ.ปากช่อง จ.นครราชสีมา,03:00 น.,2,14.516399321393228,101.37700259685516
บ้านบาโรย,ต.ปาดังเบซาร์ อ.สะเดา จ.สงขลา,15:00 น.,10,6.774552572314994,100.23100197315216
บ้านท่าเรือ*,ต.บาตง อ.รือเสาะ จ.นราธิวาส,20:00 น.,25.5,6.351681901680621,101.49417221546173
สะพานคง-ศุข ศรีสวัสดิ์,ต.หาดท่าเสา อ.เมืองชัยนาท จ.ชัยนาท,00:00 น.,0.2,15.225014662574008,100.07823944091797
รพ.สต.เวียงสระ,ต.เวียงสระ อ.เวียงสระ จ.สุราษฎร์ธานี,19:00 น.,0.2,8.655948606579676,99.29932057857513
ทต.หนองขาหย่าง,ต.หนองขาหย่าง อ.หนองขาหย่าง จ.อุทัยธานี,00:00 น.,0.2,15.36230819537349,99.938485622406
บ้านตลาดเทพา*,ต.เทพา อ.เทพา จ.สงขลา,02:00 น.,1,6.825204003397384,100.97258448600769
อบต.ตากฟ้า,ต.ตากฟ้า อ.ตากฟ้า จ.นครสวรรค์,00:00 น.,6.4,15.296459094195308,100.50284385681152
อบต.เขาทอง,ต.เขาทอง อ.พยุหะคีรี จ.นครสวรรค์,00:00 น.,0.2,15.57072728746611,100.18320500850677
เมืองพังงา,ต.ถ้ำน้ำผุด อ.เมืองพังงา จ.พังงา,00:00 น.,0.6,8.47732263303875,98.52831959724426
สรรพยา,ต.โพนางดำออก อ.สรรพยา จ.ชัยนาท,22:00 น.,0.6,15.109026973202491,100.2679306268692
บ้านน้ำหรา,ต.ทุ่งนุ้ย อ.ควนกาหลง จ.สตูล,23:00 น.,29.5,6.899783781385745,100.09400010108948
บ้านถ้ำมงกุฎ,ต.เขาวง อ.พระพุทธบาท จ.สระบุรี,22:00 น.,0.5,14.678449547986995,100.84699809551239
บ้านห้วยโท้ง,ต.น้ำบ่อหลวง อ.สันป่าตอง จ.เชียงใหม่,23:00 น.,1.5,18.695678755697656,98.81200075149536
โรงสูบน้ำประปา,ต.เขาวง อ.บ้านตาขุน จ.สุราษฎร์ธานี,23:00 น.,1,8.90682770501497,98.88256967067719
หน่วยบริการประปาศรีสาคร (กปภ.สาขารือเสาะ),ต.ศรีสาคร อ.ศรีสาคร จ.นราธิวาส,00:00 น.,0.4,6.222670471267171,101.50230467319489
บ้านเจ้าพ่อเขาตก,ต.พุกร่าง อ.พระพุทธบาท จ.สระบุรี,21:00 น.,0.5,14.69904506976545,100.78500151634216
เกาะสีชัง,ต.ท่าเทววงษ์ อ.เกาะสีชัง จ.ชลบุรี,22:00 น.,8.6,13.161668172600585,100.80194234848022
สะพานข้ามคลองห้วยกรวด,ต.เกาะขันธ์ อ.ชะอวด จ.นครศรีธรรมราช,00:00 น.,47.8,7.876820635003764,99.9333143234253
บ้านพระเลียบ*,ต.ไทยบุรี อ.ท่าศาลา จ.นครศรีธรรมราช,23:00 น.,0.5,8.68437861261309,99.8576009273529
บ้านซับใต้,ต.พญาเย็น อ.ปากช่อง จ.นครราชสีมา,23:00 น.,4,14.542773828725291,101.2440025806427
ปตร.พระศรีศิลป์,ต.หนองแค อ.หนองแค จ.สระบุรี,00:00 น.,1.2,14.327324115733584,100.87115943431854
ลานกีฬา อบต.วังโป่ง,ต.วังโป่ง อ.วังโป่ง จ.เพชรบูรณ์,00:00 น.,0.2,16.365876456106644,100.83071172237396
บ้านควนไม้ไผ่,ต.นาหว้า อ.จะนะ จ.สงขลา,02:00 น.,0.5,6.919855420825275,100.64300000667572
มหาชนะชัย,ต.ฟ้าหยาด อ.มหาชนะชัย จ.ยโสธร,00:00 น.,0.2,15.52479304041551,104.24976646900177
อบต.ชัยบุรี,ต.ชัยบุรี อ.ชัยบุรี จ.สุราษฎร์ธานี,00:00 น.,0.2,8.450633494145993,99.08304333686829
คลองแม่น้ำใน,ต.หนองหมู อ.วิหารแดง จ.สระบุรี,00:00 น.,0.8,14.301662231925413,100.9451562166214
บ้านปู,ต.ลี้ อ.ลี้ จ.ลำพูน,15:00 น.,0.5,17.8397941983907,99.00500178337097
บ้านนาเวียง,ต.วังชิ้น อ.วังชิ้น จ.แพร่,16:00 น.,3,17.900913363687984,99.60599899291992
บ้านกกเต็น,ต.ห้วยขมิ้น อ.ด่านช้าง จ.สุพรรณบุรี,21:00 น.,0.5,14.944707130365503,99.59500193595886
บ้านแม่กึ๊ด,ต.ทุ่งงาม อ.เสริมงาม จ.ลำปาง,23:00 น.,1,18.09335361795235,99.27199959754944
อบต.นาตาล,ต.นาตาล อ.นาตาล จ.อุบลราชธานี,00:00 น.,0.2,15.901677652004713,105.27872622013092
อบต.เขาพระ,ต.เขาพระ อ.รัตภูมิ จ.สงขลา,00:00 น.,66,7.080179347082024,100.18832266330719
บ้านเขาแหลม,ต.แม่เปิน อ.แม่เปิน จ.นครสวรรค์,22:00 น.,0.5,15.646345516582121,99.42499816417694
บ้านว่านเหลือง,ต.ชากไทย อ.เขาคิชฌกูฏ จ.จันทบุรี,22:00 น.,21,12.809269565401573,102.07200050354004
บ้านทุ่งตอน,ต.วังเงิน อ.แม่ทะ จ.ลำปาง,16:00 น.,12.5,18.120581001247125,99.61299955844879
บ้านหัวควน,ต.สำนักแต้ว อ.สะเดา จ.สงขลา,23:00 น.,33.5,6.526956466246325,100.51212966442108
บ้านตลิ่งชัน,ต.ตลิ่งชัน อ.บ้านด่านลานหอย จ.สุโขทัย,23:00 น.,1,17.144004459800207,99.39500033855438
อบต.วังม่วง,ต.วังม่วง อ.วังม่วง จ.สระบุรี,08:00 น.,0.2,14.848095661290634,101.14592492580414
อบต.บ้านกลาง,ต.บ้านกลาง อ.สอง จ.แพร่,00:00 น.,2.4,18.48202574792197,100.17752945423126
คลองนาท่อม,ต.ร่มเมือง อ.เมืองพัทลุง จ.พัทลุง,00:00 น.,5.6,7.558833767187677,99.98757004737854
บ้านคูนายสังข์,ต.แค อ.จะนะ จ.สงขลา,02:00 น.,0.5,6.8337847605912945,100.61800181865692
บ้านเขาขุยพัฒนา,ต.หนองมะค่า อ.โคกเจริญ จ.ลพบุรี,23:00 น.,0.5,15.528147496672593,100.8430016040802
บ้านปลายคลอง,ต.คลองทราย อ.นาทวี จ.สงขลา,23:00 น.,1,6.69649560944245,100.5864429473877
บ้านท่าโต้,ต.เขามีเกียรติ อ.สะเดา จ.สงขลา,02:00 น.,0.5,6.756744204333447,100.53400039672852
บ้านห้วยหิน,ต.เขาแหลม อ.ชัยบาดาล จ.ลพบุรี,20:00 น.,0.5,15.080861819660312,100.96600234508514
ทต.ป่าแดด,ต.ป่าแดด อ.ป่าแดด จ.เชียงราย,19:00 น.,20.4,19.496000472644702,99.99530017375946
บ้านโทกหัวช้าง,ต.พระบาท อ.เมืองลำปาง จ.ลำปาง,16:00 น.,14,18.243056853420182,99.51699793338776
บ้านปางฮ่าง,ต.สบเปิง อ.แม่แตง จ.เชียงใหม่,23:00 น.,1.5,19.109193631883215,98.79799962043762
บ้านชมภูเหนือ,ต.ชมพู อ.เนินมะปราง จ.พิษณุโลก,23:00 น.,9,16.695949005896747,100.65299928188324
บ้านผากระเจ้อ,ต.พบพระ อ.พบพระ จ.ตาก,23:00 น.,7.5,16.40005510071951,98.73400211334229
เมืองจันทบุรี,ต.จันทนิมิต อ.เมืองจันทบุรี จ.จันทบุรี,00:00 น.,23.6,12.613568182153866,102.11406826972961
เมืองอ่างทอง,ต.บางแก้ว อ.เมืองอ่างทอง จ.อ่างทอง,00:00 น.,6.2,14.576496828451674,100.44848084449768
อุทยานแห่งชาติดอยภูคา,ต.ภูคา อ.ปัว จ.น่าน,00:00 น.,11,19.203983744992335,101.07766270637512
จันทบุรี,ต.วัดใหม่ อ.เมืองจันทบุรี จ.จันทบุรี,22:00 น.,17.2,12.616667252034615,102.11333334445953
บ้านมะม่วง,ต.นนทรีย์ อ.บ่อไร่ จ.ตราด,23:00 น.,24,12.549055037575945,102.57966756820679
บ้านหัวบุ่ง,ต.เนินหอม อ.เมืองปราจีนบุรี จ.ปราจีนบุรี,23:00 น.,0.5,14.199401479893606,101.402907371521
บ้านนาทุ่งเชือก,ต.ห้วยแห้ง อ.บ้านไร่ จ.อุทัยธานี,22:00 น.,0.5,15.160484236189331,99.54500019550323
สะพานนวลฉวี,ต.บ้านใหม่ อ.ปากเกร็ด จ.นนทบุรี,00:00 น.,2,13.947525752208934,100.53503572940826
ท้ายปตร.พระนารายน์,ต.ท่าหลวง อ.ท่าเรือ จ.พระนครศรีอยุธยา,00:00 น.,0.4,14.5567101784617,100.76200425624847
สรรคบุรี (แม่น้ำน้อย),ต.เที่ยงแท้ อ.สรรคบุรี จ.ชัยนาท,23:00 น.,0.2,15.064084222921183,100.16287922859192
อบต.หนองพันทา,ต.หนองพันทา อ.โซ่พิสัย จ.บึงกาฬ,08:00 น.,0.2,18.10735534361925,103.41308355331421
บ้านบึงหล่ม,ต.หนองปลิง อ.เลาขวัญ จ.กาญจนบุรี,21:00 น.,1,14.732977518261876,99.70799803733826
สะพานห้วยปากแซง,ต.สำโรง อ.โพธิ์ไทร จ.อุบลราชธานี,22:00 น.,0.2,15.931227030004395,105.33724665641785
จุดวัด ค.แสนแสบ-วัดทรัพย์ฯ,ต.แสนแสบ อ.มีนบุรี จ.กรุงเทพมหานคร,19:00 น.,1,13.8515024167173,100.80361068248749
บ้านปางน้ำฮ้าย,ต.ท่าก๊อ อ.แม่สรวย จ.เชียงราย,17:00 น.,13.5,19.497097804720706,99.55900132656097
เหมืองปิล๊อก,ต.ปีล็อก อ.ทองผาภูมิ จ.กาญจนบุรี,23:00 น.,6,14.67386212388055,98.3692592382431
บ้านเกาะแก้ว,ต.เขาตอก อ.เคียนซา จ.สุราษฎร์ธานี,23:00 น.,19,8.871301885703073,99.20757293701172
ศรีมหาโพธิ (KGT6),ต.บ้านทาม อ.ศรีมหาโพธิ จ.ปราจีนบุรี,00:00 น.,0.8,13.973435843000589,101.51752889156342
บ้านห้วยน้ำเค็ม,ต.อุดมทรัพย์ อ.วังน้ำเขียว จ.นครราชสีมา,13:00 น.,0.5,14.46404604408238,101.90599858760834
บางไทร,ต.โพแตง อ.บางไทร จ.พระนครศรีอยุธยา,00:00 น.,0.6,14.118274406927545,100.53531467914581
อบต.นายายอาม,ต.นายายอาม อ.นายายอาม จ.จันทบุรี,00:00 น.,29,12.770845557489922,101.85303032398224
บ้านหมาก,ต.มวกเหล็ก อ.มวกเหล็ก จ.สระบุรี,21:00 น.,8.5,14.689004411310385,101.19799733161926
บ้านโพนทอง,ต.เชียงกลม อ.ปากชม จ.เลย,16:00 น.,4,17.83072996601891,101.97700202465057
