ชื่อสถานี,ที่ตั้ง,เวลา,ฝนล่าสุด (มม.)
สถานีบ้านน้ำพร้า,ต.นางพญา อ.ท่าปลา จ.อุตรดิตถ์ ,06:00 ,31
สถานีบ้านคลองตูกเหนือ,ต.กะปาง อ.ทุ่งสง จ.นครศรีธรรมราช ,06:00 ,31
สถานีควนกาหลง,ต.อุใดเจริญ อ.ควนกาหลง จ.สตูล ,06:00 ,30.8
สถานีอบต.คลองเฉลิม,ต.คลองเฉลิม อ.กงหรา จ.พัทลุง ,06:00 ,30.6
สถานีบ้านคลองกรอย,ต.ท่าชะมวง อ.รัตภูมิ จ.สงขลา ,06:00 ,30
สถานีหาดใหญ่,ต.ทุ่งลาน อ.คลองหอยโข่ง จ.สงขลา ,04:00 ,30
สถานีบ้านนอกด่าน,ต.แม่พูล อ.ลับแล จ.อุตรดิตถ์ ,06:00 ,29.5
สถานีบ้านคลองหิน,ต.เขาพระ อ.รัตภูมิ จ.สงขลา ,06:00 ,29.5
สถานีบ้านคลองกั่ว,ต.เขาพระ อ.รัตภูมิ จ.สงขลา ,06:00 ,29
สถานีบ้านหนองผือ,ต.ด่านช้าง อ.ด่านช้าง จ.สุพรรณบุรี ,06:00 ,29
สถานีบ้านท่ามะปราง,ต.ห้วยยอด อ.ห้วยยอด จ.ตรัง ,05:00 ,29
สถานีบ้านแหน 2,ต.ผาตอ อ.ท่าวังผา จ.น่าน ,06:00 ,28.5
สถานีบ้านศักดิ์เฉลิมกิจ,ต.เขาค้อ อ.เขาค้อ จ.เพชรบูรณ์ ,06:00 ,28.5
สถานีหนองคาย,ต.มีชัย อ.เมืองหนองคาย จ.หนองคาย ,04:00 ,27.8
สถานีสะเดา,ต.ท่าโพธิ์ อ.สะเดา จ.สงขลา ,04:00 ,27.4
สถานีวัดเนินสวรรค์มงคลธรรม,ต.หนองตาแต้ม อ.ปราณบุรี จ.ประจวบคีรีขันธ์ ,06:00 ,27.2
สถานีบ้านแก่งไฮ,ต.หนองกะท้าว อ.นครไทย จ.พิษณุโลก ,06:00 ,27
สถานีอบต.หนองญ้าปล้อง,ต.หนองหญ้าปล้อง อ.หนองหญ้าปล้อง จ.เพชรบุรี ,06:00 ,27
สถานีบ้านลำพิกุล,ต.นาชุมเห็ด อ.ย่านตาขาว จ.ตรัง ,04:00 ,27
สถานีบ้านหนักไทร*,ต.ช่อง อ.นาโยง จ.ตรัง ,23:00 ,27
สถานีสุวรรณคูหา,ต.นาสี อ.สุวรรณคูหา จ.หนองบัวลำภู ,06:00 ,27
สถานีบ้านป่าฮิ้น,ต.บ้านโป่ง อ.พร้าว จ.เชียงใหม่ ,06:00 ,26.5
สถานีบ้านหนองหว้า,ต.ทุ่งยาว อ.ปะเหลียน จ.ตรัง ,06:00 ,26
สถานีสวนสาธารณะหนองถิ่น ทม.หนองคาย,ต.มีชัย อ.เมืองหนองคาย จ.หนองคาย ,06:00 ,26
สถานีรร.กองม่องทะ สาขาสะละวะ,ต.ไล่โว่ อ.สังขละบุรี จ.กาญจนบุรี ,06:00 ,25.6
สถานีบ้านหูแร่,ต.ทุ่งตำเสา อ.หาดใหญ่ จ.สงขลา ,06:00 ,25.5
สถานีท่ายาง,ต.กลัดหลวง อ.ท่ายาง จ.เพชรบุรี ,06:00 ,24.6
สถานีบ้านปางสัก,ต.แม่เปิน อ.แม่เปิน จ.นครสวรรค์ ,06:00 ,24.5
สถานีบ้านขุนน้ำคับ,ต.บ่อภาค อ.ชาติตระการ จ.พิษณุโลก ,06:00 ,24.5
สถานีบ้านท่าล้อ,ต.แงง อ.ปัว จ.น่าน ,06:00 ,24
สถานีบ้านโคกแมว,ต.โคกม่วง อ.เขาชัยสน จ.พัทลุง ,06:00 ,23.5
สถานีทต.สังคม,ต.แก้งไก่ อ.สังคม จ.หนองคาย ,06:00 ,22.8
สถานีอบต.ป่าแฝก,ต.ป่าแฝก อ.พรเจริญ จ.บึงกาฬ ,06:00 ,22.8
สถานีบ้านโจะโหวะเหนือ,ต.บ้านเนิน อ.หล่มเก่า จ.เพชรบูรณ์ ,06:00 ,22.5
สถานีบ้านชะรัด,ต.ชะรัด อ.กงหรา จ.พัทลุง ,06:00 ,22.5
สถานีสนามกีฬา ทต.บ่อแก้ว,ต.บ่อแก้ว อ.นาหมื่น จ.น่าน ,06:00 ,22.2
สถานีบ้านควนโต๊ะเหลง,ต.ควนโดน อ.ควนโดน จ.สตูล ,06:00 ,22
สถานีรร. บ้านหนองแอก,ต.บ้านผือ อ.โพนพิสัย จ.หนองคาย ,06:00 ,22
สถานีบ้านทุ่งยูง,ต.เขาปู่ อ.ศรีบรรพต จ.พัทลุง ,06:00 ,22
สถานีบ้านห้วยธนู,ต.ตาลชุม อ.ท่าวังผา จ.น่าน ,06:00 ,21.5
สถานีบ้านนาหนอง,ต.หนองกะท้าว อ.นครไทย จ.พิษณุโลก ,06:00 ,21.5
สถานีบ้านหินสอ,ต.ปลาบ่า อ.ภูเรือ จ.เลย ,06:00 ,21.5
สถานีอบต.วังน้ำเขียว,ต.วังน้ำเขียว อ.วังน้ำเขียว จ.นครราชสีมา ,06:00 ,21
สถานีบ้านห้วยตม,ต.บ้านตึก อ.ศรีสัชนาลัย จ.สุโขทัย ,06:00 ,20.5
สถานีบ้านนากึ๋น,ต.บ่อเกลือเหนือ อ.บ่อเกลือ จ.น่าน ,06:00 ,20.5
สถานีชุมชนแม่ตาลน้อย,ต.เวียงตาล อ.ห้างฉัตร จ.ลำปาง ,06:00 ,20.2
สถานีอบต.นาตาล,ต.นาตาล อ.นาตาล จ.อุบลราชธานี ,06:00 ,20
สถานีบ้านวังนาใน,ต.ทุ่งหว้า อ.ทุ่งหว้า จ.สตูล ,06:00 ,19.5
สถานีบ้านป่ากล้วย,ต.สถาน อ.นาน้อย จ.น่าน ,06:00 ,19.5
สถานีบ้านบ่อน้ำร้อน,ต.ตาเนาะแมเราะ อ.เบตง จ.ยะลา ,06:00 ,19.5
สถานีคลองนาท่อม,ต.ร่มเมือง อ.เมืองพัทลุง จ.พัทลุง ,06:00 ,19
สถานีบ้านนาหนุน 3,ต.แสนทอง อ.ท่าวังผา จ.น่าน ,06:00 ,19
สถานีบ้านควนเสม็ด,ต.ปริก อ.สะเดา จ.สงขลา ,06:00 ,19
สถานีปราจีนบุรี,ต.หน้าเมือง อ.เมืองปราจีนบุรี จ.ปราจีนบุรี ,04:00 ,19
สถานีท่าวังผา,ต.ริม อ.ท่าวังผา จ.น่าน ,04:00 ,18.9
สถานีทต.ตระการพืชผล,ต.กระเดียน อ.ตระการพืชผล จ.อุบลราชธานี ,06:00 ,18.8
สถานีบ้านวังว้า*,ต.ริม อ.ท่าวังผา จ.น่าน ,06:00 ,18.5
สถานีบ้านหนองหอย,ต.แม่แรม อ.แม่ริม จ.เชียงใหม่ ,06:00 ,18.5
สถานีบ้านแม่แมะ,ต.แม่แรม อ.แม่ริม จ.เชียงใหม่ ,06:00 ,18.5
สถานีบ้านกลาง,ต.ละมอ อ.นาโยง จ.ตรัง ,06:00 ,18.5
สถานีบ้านดุง,ต.นาคำ อ.บ้านดุง จ.อุดรธานี ,06:00 ,18.4
สถานีหมู่บ้านปิยะมิตร 3,ต.อัยเยอร์เวง อ.เบตง จ.ยะลา ,06:00 ,18.4
สถานีทต.ไก่คำ,ต.ไก่คำ อ.เมืองอำนาจเจริญ จ.อำนาจเจริญ ,06:00 ,18.2
สถานีทต.ดงมะดะ,ต.ดงมะดะ อ.แม่ลาว จ.เชียงราย ,06:00 ,18.2
สถานีบ้านวังกอก,ต.น้ำตก อ.นาน้อย จ.น่าน ,06:00 ,18
สถานีบ้านร่องกล้า,ต.เนินเพิ่ม อ.นครไทย จ.พิษณุโลก ,06:00 ,18
สถานีบ้านโล๊ะจังกระ,ต.คลองเฉลิม อ.กงหรา จ.พัทลุง ,05:00 ,18
สถานีบ้านหัวบุ่ง,ต.เนินหอม อ.เมืองปราจีนบุรี จ.ปราจีนบุรี ,06:00 ,17.5
สถานีบ้านขุนกำลัง,ต.ขุนควร อ.ปง จ.พะเยา ,06:00 ,17.5
สถานีนครพนม,ต.ในเมือง อ.เมืองนครพนม จ.นครพนม ,04:00 ,17.4
สถานีเหนือฝายหัวนา,ต.หนองแก้ว อ.กันทรารมย์ จ.ศรีสะเกษ ,06:00 ,17.2
สถานีบ้านหน้าวัด,ต.ในเตา อ.ห้วยยอด จ.ตรัง ,06:00 ,17
สถานีบ้านม่วงคำ,ต.นางแล อ.เมืองเชียงราย จ.เชียงราย ,06:00 ,17
สถานีบ้านห้วยปิง,ต.บ้านปวง อ.ทุ่งหัวช้าง จ.ลำพูน ,06:00 ,17
สถานีเขตห้ามล่าสัตว์ป่าหนองหานกุมภวาปี,ต.นาม่วง อ.ประจักษ์ศิลปาคม จ.อุดรธานี ,06:00 ,16.8
สถานีสะพานห้วยบังฮวก,ต.ดอนนางหงส์ อ.ธาตุพนม จ.นครพนม ,06:00 ,16.6
สถานีบ้านท่าเริงรมย์,ต.ทุ่งพระ อ.คอนสาร จ.ชัยภูมิ ,06:00 ,16.5
สถานีบ้านวังประจัน,ต.วังประจัน อ.ควนโดน จ.สตูล ,06:00 ,16.5
สถานีบ้านทุ่งปรือ,ต.พะตง อ.หาดใหญ่ จ.สงขลา ,06:00 ,16.5
สถานีบ้านลีมาปูโร๊ะ,ต.บาโงยซิแน อ.ยะหา จ.ยะลา ,06:00 ,16
สถานีบ้านโป่งกระทิงล่าง,ต.บ้านบึง อ.บ้านคา จ.ราชบุรี ,06:00 ,16
สถานีสถานีควบคุมไฟป่าภูสิงห์ภูผาผึ้ง-ภูสระดอกบัว,ต.หนองมะแซว อ.เมืองอำนาจเจริญ จ.อำนาจเจริญ ,06:00 ,15.8
สถานีอบต.หนองนาง,ต.หนองนาง อ.ท่าบ่อ จ.หนองคาย ,06:00 ,15.8
สถานีหน่วยจัดการต้นน้ำดอยผาหลวง,ต.โป่งน้ำร้อน อ.ฝาง จ.เชียงใหม่ ,06:00 ,15.6
สถานีบ้านน้ำใส,ต.ฝายแก้ว อ.ภูเพียง จ.น่าน ,06:00 ,15.5
สถานีบ้านฝางแล้ง,ต.ขุนฝาง อ.เมืองอุตรดิตถ์ จ.อุตรดิตถ์ ,06:00 ,15.5
สถานีบ้านด่านห้วยใต้,ต.แม่พูล อ.ลับแล จ.อุตรดิตถ์ ,06:00 ,15.5
สถานีบ้านกลาง,ต.ห้วยโป่ง อ.เมืองแม่ฮ่องสอน จ.แม่ฮ่องสอน ,06:00 ,15.5
สถานีจุดชมวิว 1715,ต.ภูคา อ.ปัว จ.น่าน ,06:00 ,15
สถานีประปาหมู่บ้านมหาราช,ต.แม่พูล อ.ลับแล จ.อุตรดิตถ์ ,06:00 ,15
สถานีบ้านท่าโต้,ต.เขามีเกียรติ อ.สะเดา จ.สงขลา ,06:00 ,15
สถานีรัษฎา,ต.ควนเมา อ.รัษฎา จ.ตรัง ,06:00 ,15
สถานีบ้านตอง,ต.แม่จริม อ.แม่จริม จ.น่าน ,06:00 ,15
สถานีชุมพร,ต.ท่าตะเภา อ.เมืองชุมพร จ.ชุมพร ,04:00 ,14.7
สถานีบ้านในทับ,ต.พรหมโลก อ.พรหมคีรี จ.นครศรีธรรมราช ,06:00 ,14.5
สถานีบ้านหัวนา,ต.พงษ์ อ.สันติสุข จ.น่าน ,06:00 ,14.5
สถานีทต.ศรีสงคราม,ต.ศรีสงคราม อ.ศรีสงคราม จ.นครพนม ,06:00 ,14.4
สถานีอบต.นายม,ต.นายม อ.เมืองอำนาจเจริญ จ.อำนาจเจริญ ,06:00 ,14.2
สถานีรร.วัดทายิการาม,ต.การะเกด อ.เชียรใหญ่ จ.นครศรีธรรมราช ,06:00 ,14
สถานีบ้านห้วยไทร,ต.ชุมพล อ.ศรีนครินทร์ จ.พัทลุง ,06:00 ,14
สถานีทม.สะเดา,ต.สะเดา อ.สะเดา จ.สงขลา ,06:00 ,14
สถานีบ้านบุ่งผำ,ต.น้ำกุ่ม อ.นครไทย จ.พิษณุโลก ,23:00 ,14
สถานีบ้านซำรู้,ต.ห้วยเฮี้ย อ.นครไทย จ.พิษณุโลก ,06:00 ,14
สถานีหน่วยจัดการต้นน้ำเนินหอม,ต.เนินหอม อ.เมืองปราจีนบุรี จ.ปราจีนบุรี ,06:00 ,13.6
สถานีบ้านปูนะ,ต.เทอดไทย อ.แม่ฟ้าหลวง จ.เชียงราย ,06:00 ,13.5
สถานีบ้านวังโป่ง,ต.วังใต้ อ.วังเหนือ จ.ลำปาง ,06:00 ,13.5
สถานีบ้านห้วยต่อ,ต.ไม้ฝาด อ.สิเกา จ.ตรัง ,06:00 ,13.5
สถานีบ้านราษฎร์ผดุง,ต.สุคิริน อ.สุคิริน จ.นราธิวาส ,06:00 ,13.5
สถานีทต.หนองผือ,ต.หนองผือ อ.เขมราฐ จ.อุบลราชธานี ,06:00 ,13.4
สถานีวารินชำราบ,ต.คำน้ำแซบ อ.วารินชำราบ จ.อุบลราชธานี ,06:00 ,13.2
สถานีอบต.บ้านบึง,ต.บ้านบึง อ.บ้านคา จ.ราชบุรี ,06:00 ,13.2
สถานีบ้านโตนปาหนัน,ต.ทุ่งนุ้ย อ.ควนกาหลง จ.สตูล ,06:00 ,13
สถานีบ้านน้ำพริก,ต.ยางโกลน อ.นครไทย จ.พิษณุโลก ,06:00 ,13
สถานีบ้านปลายคลองวัน,ต.ปากจั่น อ.กระบุรี จ.ระนอง ,06:00 ,13
สถานีบ้านทุ่งสมอ,ต.ทุ่งสมอ อ.เขาค้อ จ.เพชรบูรณ์ ,06:00 ,13
สถานีบ้านน้ำตอน,ต.นาบัว อ.นครไทย จ.พิษณุโลก ,06:00 ,13
สถานีบ้านจันทรัตน์,ต.ยะรม อ.เบตง จ.ยะลา ,06:00 ,13
สถานีทต.ปง,ต.ปง อ.ปง จ.พะเยา ,06:00 ,12.8
สถานีเทศบาลตำบลบ้านผือ,ต.บ้านผือ อ.บ้านผือ จ.อุดรธานี ,06:00 ,12.8
สถานีภูเพียง,ต.เมืองจัง อ.ภูเพียง จ.น่าน ,06:00 ,12.6
สถานีบ้านหนองพรมหน่อ,ต.ห้วยคต อ.ห้วยคต จ.อุทัยธานี ,06:00 ,12.5
สถานีอบต.นาไร่หลวง,ต.นาไร่หลวง อ.สองแคว จ.น่าน ,06:00 ,12
สถานีอบต.บึงกาฬ,ต.บึงกาฬ อ.บึงกาฬ จ.บึงกาฬ ,06:00 ,12
สถานีบ้านห้วยขอบ,ต.หาดคัมภีร์ อ.ปากชม จ.เลย ,06:00 ,12
สถานีที่ว่าการอำเภอกาบัง,ต.กาบัง อ.กาบัง จ.ยะลา ,06:00 ,11.8
สถานีท่าสะบ้า,ต.ท่าสะบ้า อ.วังวิเศษ จ.ตรัง ,06:00 ,11.8
สถานีสำนักงานป้องกันและบรรเทาสาธารณภัย ทต.เชียงกลาง,ต.เชียงกลาง อ.เชียงกลาง จ.น่าน ,06:00 ,11.6
สถานีสะพานลำน้ำยาม,ต.อากาศ อ.อากาศอำนวย จ.สกลนคร ,06:00 ,11.6
สถานีทต.ดอนตาล,ต.ดอนตาล อ.ดอนตาล จ.มุกดาหาร ,06:00 ,11.6
สถานีอบต.บ้านแมด,ต.บ้านแมด อ.บุณฑริก จ.อุบลราชธานี ,06:00 ,11.6
สถานีบ้านเมืองนะ,ต.แม่นะ อ.เชียงดาว จ.เชียงใหม่ ,06:00 ,11.5
สถานีบ้านร่อนนา,ต.ร่อนพิบูลย์ อ.ร่อนพิบูลย์ จ.นครศรีธรรมราช ,06:00 ,11.5
สถานีบ้านนาลานข้าว,ต.วังยาว อ.ด่านซ้าย จ.เลย ,06:00 ,11.5
สถานีป่าพะยอม,ต.เกาะเต่า อ.ป่าพะยอม จ.พัทลุง ,06:00 ,11.4
สถานีอบต.เขาไชยราช,ต.เขาไชยราช อ.ปะทิว จ.ชุมพร ,06:00 ,11.4
สถานีทม.ตะพานหิน,ต.ตะพานหิน อ.ตะพานหิน จ.พิจิตร ,06:00 ,11
สถานีบ้านสองแคว,ต.นาไร่หลวง อ.สองแคว จ.น่าน ,06:00 ,11
สถานีบ้านดงขนุน,ต.ธารทอง อ.พาน จ.เชียงราย ,06:00 ,11
สถานีบ้านพุไทร,ต.ห้วยแม่เพรียง อ.แก่งกระจาน จ.เพชรบุรี ,06:00 ,11
สถานีบ้านวังดิน,ต.บ้านหนุน อ.สอง จ.แพร่ ,06:00 ,11
สถานีบ้านนางิ้ว,ต.นางิ้ว อ.สังคม จ.หนองคาย ,06:00 ,11
สถานีบ้านด่านละกอ,ต.โนนสมบูรณ์ อ.เสิงสาง จ.นครราชสีมา ,06:00 ,11
สถานีพิบูลมังสาหาร,ต.โพธิ์ศรี อ.พิบูลมังสาหาร จ.อุบลราชธานี ,06:00 ,11
สถานีอบต.พิกุล,ต.พิกุล อ.ชุมแสง จ.นครสวรรค์ ,06:00 ,11
สถานีบ้านวังหอน,ต.วังอ่าง อ.ชะอวด จ.นครศรีธรรมราช ,06:00 ,11
สถานีลิ่นถิ่น,ต.ไทรโยค อ.ไทรโยค จ.กาญจนบุรี ,06:00 ,10.8
สถานีที่ทำการอุทยานแห่งชาติทะเลบัน,ต.วังประจัน อ.ควนโดน จ.สตูล ,06:00 ,10.6
สถานีหน่วยจัดการต้นน้ำแม่จริม,ต.แม่จริม อ.แม่จริม จ.น่าน ,06:00 ,10.6
สถานีบ้านน้ำลี,ต.น้ำหมัน อ.ท่าปลา จ.อุตรดิตถ์ ,06:00 ,10.5
สถานีบ้านปางส้าน,ต.ยอด อ.สองแคว จ.น่าน ,01:00 ,10.5
สถานีอบต.โพธิ์ประทับช้าง,ต.โพธิ์ประทับช้าง อ.โพธิ์ประทับช้าง จ.พิจิตร ,06:00 ,10.2
สถานีบ้านปางริมกรณ์,ต.แม่กรณ์ อ.เมืองเชียงราย จ.เชียงราย ,06:00 ,10
สถานีบ้านโก๊ะไม้หลู่,ต.ป่าแป๋ อ.แม่สะเรียง จ.แม่ฮ่องสอน ,06:00 ,10
สถานีบ้านคลองสอง,ต.วังน้ำเขียว อ.วังน้ำเขียว จ.นครราชสีมา ,05:00 ,10
สถานีบ้านวังกะทะ,ต.วังกะทะ อ.ปากช่อง จ.นครราชสีมา ,06:00 ,10
สถานีบ้านป่าข้าวหลาม,ต.นาโป่ง อ.เมืองเลย จ.เลย ,06:00 ,10
สถานีแม่น้ำมูล ท้ายแก่งสะพือ (M.11B),ต.กุดชมภู อ.พิบูลมังสาหาร จ.อุบลราชธานี ,05:00 ,10
สถานีบ้านหุบเฉลา ,ต.เขากระปุก อ.ท่ายาง จ.เพชรบุรี ,06:00 ,10
สถานีบ้านดอยฮางใน,ต.ดอยฮาง อ.เมืองเชียงราย จ.เชียงราย ,06:00 ,10
สถานีหน่วยจัดการต้นน้ำดอยตุง,ต.แม่ฟ้าหลวง อ.แม่ฟ้าหลวง จ.เชียงราย ,06:00 ,9.8
สถานีหน่วยจัดการต้นน้ำขุนน้ำพริก,ต.ชนแดน อ.สองแคว จ.น่าน ,06:00 ,9.8
สถานีลำน้ำกูน,ต.ศิลาแลง อ.ปัว จ.น่าน ,06:00 ,9.6
สถานีบ้านนาเคียน,ต.ตาลชุม อ.เวียงสา จ.น่าน ,06:00 ,9.5
สถานีบ้านเขาหลัก,ต.ปากแจ่ม อ.ห้วยยอด จ.ตรัง ,06:00 ,9.5
สถานีบ้านนาปอ,ต.แสงภา อ.นาแห้ว จ.เลย ,06:00 ,9.5
สถานีบ้านน้ำพัน,ต.นาไร่หลวง อ.สองแคว จ.น่าน ,06:00 ,9.5
สถานีบ้านน้ำหรา,ต.ทุ่งนุ้ย อ.ควนกาหลง จ.สตูล ,06:00 ,9.5
สถานีแก่งกระจาน,ต.วังจันทร์ อ.แก่งกระจาน จ.เพชรบุรี ,06:00 ,9.4
สถานีสะพานท่าสำเภา,ต.ชัยบุรี อ.เมืองพัทลุง จ.พัทลุง ,06:00 ,9.4
สถานีทต.บะยาว,ต.บะยาว อ.วังสามหมอ จ.อุดรธานี ,06:00 ,9.2
สถานีหน่วยพิทักษ์ป่าเขาปันโส,ต.คอกควาย อ.บ้านไร่ จ.อุทัยธานี ,06:00 ,9.2
สถานีบ้านโพธิ์ชัยทอง,ต.อากาศ อ.อากาศอำนวย จ.สกลนคร ,06:00 ,9
สถานีอบต.ขัวก่าย,ต.ขัวก่าย อ.วานรนิวาส จ.สกลนคร ,06:00 ,9
สถานีบ้านปู,ต.ลี้ อ.ลี้ จ.ลำพูน ,06:00 ,9
สถานีบ้านดอนมูล,ต.นาทะนุง อ.นาหมื่น จ.น่าน ,06:00 ,9
สถานีวัดคอกช้าง อ.ธารโต จ.ยะลา,ต.แม่หวาด อ.ธารโต จ.ยะลา ,03:00 ,9
