ชื่อสถานี,ที่ตั้ง,เวลา,ฝนล่าสุด (มม.),lat,long
บ้านห้วยบอน,ต.บ้านโหนด อ.สะบ้าย้อย จ.สงขลา,14:00 น.,143.5,6.633047808123122,101.04900062084198
อบต.นาหินลาด,ต.นาหินลาด อ.ปากพลี จ.นครนายก,15:00 น.,114.2,14.207243734365141,101.35063111782074
ท้ายปตร.ช่องแค,ต.พรหมนิมิต อ.ตาคลี จ.นครสวรรค์,15:00 น.,96.4,15.145540806462844,100.41323661804199
เหนือปตร.ช่องแค,ต.พรหมนิมิต อ.ตาคลี จ.นครสวรรค์,15:00 น.,95.6,15.146208779085983,100.41300058364868
เมืองสมุทรสาคร,ต.ท่าจีน อ.เมืองสมุทรสาคร จ.สมุทรสาคร,15:00 น.,87.8,13.585878599176642,100.23047089576721
บัวชุม,ต.นิคมลำนารายณ์ อ.ชัยบาดาล จ.ลพบุรี,13:00 น.,87.8,15.266668091045332,101.1873596906662
บ้านหัวควน,ต.สำนักแต้ว อ.สะเดา จ.สงขลา,14:00 น.,83.5,6.526956466246325,100.51212966442108
หน่วยพิทักษ์อุทยานฯ ที่ บล.๒ (น้ำตกฮาลาซะห์),ต.แม่หวาด อ.ธารโต จ.ยะลา,15:00 น.,88.2,6.058383754154758,101.40902280807495
ทต.ท่าตะโก,ต.ท่าตะโก อ.ท่าตะโก จ.นครสวรรค์,15:00 น.,79,15.632454644939948,100.47480940818787
บ้านธารโต,ต.ธารโต อ.ธารโต จ.ยะลา,14:00 น.,68,6.167819648920374,101.18200063705444
หน่วยพิทักษ์อุทยานแห่งชาติที่ นค.๑ (บ้านคลองยน),ต.สำนักแต้ว อ.สะเดา จ.สงขลา,15:00 น.,73,6.533922268207,100.53862452507019
บ้านราษฎร์ผดุง,ต.สุคิริน อ.สุคิริน จ.นราธิวาส,14:00 น.,69.5,5.917119664125492,101.71820104122162
บ้านตะแบกโพรง,ต.อ่างทอง อ.ทับสะแก จ.ประจวบคีรีขันธ์,14:00 น.,69,11.444752573028023,99.47900176048279
บ้านพรุเตาะนอก,ต.ทุ่งใหญ่ อ.หาดใหญ่ จ.สงขลา,13:00 น.,23,7.040102208068911,100.53699910640717
บ้านบูโล๊ะสะนีแย,ต.บ้านแหร อ.ธารโต จ.ยะลา,14:00 น.,67.5,6.078227569056002,101.18834137916565
สะพานกะลูบี บ้านสายปารี,ต.มาโมง อ.สุคิริน จ.นราธิวาส,15:00 น.,67.4,5.895701201160583,101.76636278629303
สุคิริน,ต.สุคิริน อ.สุคิริน จ.นราธิวาส,15:00 น.,65.8,5.93930562749457,101.77468299865723
คอหงษ์ สกษ.,ต.คอหงส์ อ.หาดใหญ่ จ.สงขลา,13:00 น.,64.6,7.000000309662351,100.50000071525574
โรงปรับปรุงคุณภาพน้ำฯ ทน.นครสวรรค์,ต.ปากน้ำโพ อ.เมืองนครสวรรค์ จ.นครสวรรค์,15:00 น.,64.4,15.698615088127786,100.13689935207367
สะพานท้ายเขื่อนบางลาง อ.บันนังสตา จ.ยะลา,ต.บาเจาะ อ.บันนังสตา จ.ยะลา,14:00 น.,65,6.160475552846657,101.27610325813293
