ชื่อสถานี,ที่ตั้ง,เวลา,ฝนล่าสุด (มม.),lat,long
บ้านวังลาด,ต.ชนแดน อ.ชนแดน จ.เพชรบูรณ์,23:00 น.,6,16.17415239646007,100.9119987487793
มูศ๊อลลา(มัสยิด)ชูฮาดา,ต.ควนกาหลง อ.ควนกาหลง จ.สตูล,00:00 น.,36.6,6.964240053044196,100.02702534198761
อบต.ชนแดน,ต.ชนแดน อ.ชนแดน จ.เพชรบูรณ์,00:00 น.,4.4,16.179051975441066,100.9017151594162
สตูล,ต.คลองขุด อ.เมืองสตูล จ.สตูล,22:00 น.,74,6.649997507273774,100.08333563804626
บ้านวังประจัน,ต.วังประจัน อ.ควนโดน จ.สตูล,23:00 น.,18.5,6.754096598545849,100.14900147914886
ลานกีฬา อบต.วังโป่ง,ต.วังโป่ง อ.วังโป่ง จ.เพชรบูรณ์,00:00 น.,25.6,16.365876456106644,100.83071172237396
เมืองสตูล,ต.ฉลุง อ.เมืองสตูล จ.สตูล,00:00 น.,3.2,6.7266661245663375,100.0625592470169
บ้านเขาแหลม,ต.แม่เปิน อ.แม่เปิน จ.นครสวรรค์,23:00 น.,24.5,15.646345516582121,99.42499816417694
สะพานห้วยบังบาต,ต.หนองเดิ่น อ.บุ่งคล้า จ.บึงกาฬ,00:00 น.,72.4,18.28267449137665,103.88073205947876
ที่ทำการผู้ใหญ่บ้าน หมู่ 13 ต.วังทอง,ต.วังทอง อ.วังทอง จ.พิษณุโลก,00:00 น.,1.4,16.831725611600998,100.42883634567261
มัสยิดกาวมินมูฮายีริน,ต.ปาล์มพัฒนา อ.มะนัง จ.สตูล,00:00 น.,50.2,7.088324249082689,100.00195741653442
อบต.ลานสัก,ต.ลานสัก อ.ลานสัก จ.อุทัยธานี,00:00 น.,47,15.472789413248664,99.53971087932587
คลองนาท่อม,ต.ร่มเมือง อ.เมืองพัทลุง จ.พัทลุง,00:00 น.,21.4,7.558833767187677,99.98757004737854
รพสต.บ้านทุ่งเสือโทน,ต.ชะแล อ.ทองผาภูมิ จ.กาญจนบุรี,00:00 น.,10.8,14.958799155174935,99.90890085697174
บ้านคลองกั่ว,ต.เขาพระ อ.รัตภูมิ จ.สงขลา,23:00 น.,14.5,6.941358660693677,100.13299942016602
บ้านวังขยาย,ต.ปรังเผล อ.สังขละบุรี จ.กาญจนบุรี,23:00 น.,20,14.941281160870552,98.61761033535004
ศูนย์อปพร.อบต.ลาดยาว,ต.ลาดยาว อ.ลาดยาว จ.นครสวรรค์,00:00 น.,1.4,15.762859369383925,99.74133253097534
บ้านสมัยเหนือ,ต.สมัย อ.สบปราบ จ.ลำปาง,16:00 น.,116,17.90468061004946,99.41600203514099
ทม.พัทลุง,ต.คูหาสวรรค์ อ.เมืองพัทลุง จ.พัทลุง,00:00 น.,2.2,7.618282700044703,100.07372260093689
บ้านซับเปิป,ต.ซับเปิบ อ.วังโป่ง จ.เพชรบูรณ์,23:00 น.,29.5,16.35519086204723,100.93200266361237
สะพานวังแก่ง,ต.เขาเพิ่ม อ.บ้านนา จ.นครนายก,00:00 น.,76.8,14.364831861152707,101.09022617340088
หนองบัวระเหว,ต.หนองบัวระเหว อ.หนองบัวระเหว จ.ชัยภูมิ,22:00 น.,0.2,15.770339962234875,101.81252896785736
บ้านตลิ่งชัน,ต.ตลิ่งชัน อ.บ้านด่านลานหอย จ.สุโขทัย,23:00 น.,21,17.144004459800207,99.39500033855438
ทต.หนองเลิง,ต.หนองเลิง อ.บึงกาฬ จ.บึงกาฬ,00:00 น.,61.8,18.339143392115528,103.3976662158966
บ้านน้ำพุ,ต.พุทธบาท อ.ชนแดน จ.เพชรบูรณ์,23:00 น.,3.5,16.209775893810964,100.97199976444244
บ้านธารโต,ต.ธารโต อ.ธารโต จ.ยะลา,23:00 น.,8.5,6.167819648920374,101.18200063705444
