ชื่อสถานี,ที่ตั้ง,เวลา,ฝนล่าสุด (มม.),lat,long
ทุ่งสง,ต.ปากแพรก อ.ทุ่งสง จ.นครศรีธรรมราช,23:00 น.,0.2,8.174986385731192,99.67888534069061
อบต.ไม้รูด,ต.ไม้รูด อ.คลองใหญ่ จ.ตราด,00:00 น.,65.4,11.927422543017489,102.77906835079193
หน่วยพิทักษ์อุทยานฯ ที่ บล.๒ (น้ำตกฮาลาซะห์),ต.แม่หวาด อ.ธารโต จ.ยะลา,17:00 น.,4.4,6.058383754154758,101.40902280807495
หน่วยพิทักษ์ป่าควนนางเหวน,ต.ขอนหาด อ.ชะอวด จ.นครศรีธรรมราช,00:00 น.,0.2,7.884456501577712,100.06648063659668
บ้านน้ำสอด,ต.และ อ.ทุ่งช้าง จ.น่าน,14:00 น.,1,19.448828383100253,100.82900047302246
อบต.เขาพระ,ต.เขาพระ อ.รัตภูมิ จ.สงขลา,19:00 น.,0.6,7.080179347082024,100.18832266330719
พัทลุง สกษ.,ต.ลำปำ อ.เมืองพัทลุง จ.พัทลุง,19:00 น.,14.9,7.5833321893483925,100.16666650772095
สุราษฎร์ธานี สกษ.,ต.ท่าอุแท อ.กาญจนดิษฐ์ จ.สุราษฎร์ธานี,22:00 น.,9.9,9.099999171665722,99.63333070278168
มัสยิดกาวมินมูฮายีริน,ต.ปาล์มพัฒนา อ.มะนัง จ.สตูล,00:00 น.,2.8,7.088324249082689,100.00195741653442
สะเดา,ต.ท่าโพธิ์ อ.สะเดา จ.สงขลา,00:00 น.,0.2,6.796685598103971,100.44238686561584
ตราด,ต.คลองใหญ่ อ.คลองใหญ่ จ.ตราด,22:00 น.,34,11.766668216483176,102.88333117961884
คลองหอยโข่ง,ต.ทุ่งลาน อ.คลองหอยโข่ง จ.สงขลา,00:00 น.,0.2,6.931240863876102,100.43984413146973
หน่วยจัดการต้นน้ำคลองป่าพรุพ้อ,ต.ทุ่งนารี อ.ป่าบอน จ.พัทลุง,19:00 น.,0.2,7.162175415979863,100.0845319032669
อบต.ป่าแก่บ่อหิน,ต.ป่าแก่บ่อหิน อ.ทุ่งหว้า จ.สตูล,20:00 น.,1.2,7.056419899956487,99.80188071727753
บ้านคลองสน,ต.เกาะช้าง อ.เกาะช้าง จ.ตราด,07:00 น.,12,12.13156832259233,102.27711975574493
คลองนางน้อย,ต.นาโยงใต้ อ.เมืองตรัง จ.ตรัง,00:00 น.,0.2,7.568325941005462,99.65096890926361
บ้านนาคันหัก,ต.พระเพลิง อ.เขาฉกรรจ์ จ.สระแก้ว,23:00 น.,0.5,13.608059259838063,102.04922318458557
บ้านมะขาม ,ต.ท่าอุแท อ.กาญจนดิษฐ์ จ.สุราษฎร์ธานี,23:00 น.,10,9.149389352463697,99.62958633899689
บ้านบีกริม,ต.คลองทับจันทร์ อ.อรัญประเทศ จ.สระแก้ว,22:00 น.,1,13.638479987572856,102.39340960979462
บ้านปลายระแนะ,ต.ละอาย อ.ฉวาง จ.นครศรีธรรมราช,23:00 น.,2,8.459961637962465,99.62999939918518
สะพานข้ามคลองห้วยกรวด,ต.เกาะขันธ์ อ.ชะอวด จ.นครศรีธรรมราช,00:00 น.,0.2,7.876820635003764,99.9333143234253
บ้านวังลุง,ต.ทอนหงส์ อ.พรหมคีรี จ.นครศรีธรรมราช,18:00 น.,2.5,8.591056946601025,99.77799832820892
ไร่ วงศ์ ทอง เมฆ ดี,ต.ที่วัง อ.ทุ่งสง จ.นครศรีธรรมราช,22:00 น.,1.8,8.090263163184026,99.73883271217346
ทต.ปากน้ำ,ต.ปากน้ำ อ.เมืองระนอง จ.ระนอง,00:00 น.,20,9.946522084959314,98.59519243240356
บ้านหว้าหลัง,ต.สะท้อน อ.นาทวี จ.สงขลา,23:00 น.,2,6.6447117786870615,100.7342541217804
บ้านสำนักเอาะ,ต.เขาแดง อ.สะบ้าย้อย จ.สงขลา,20:00 น.,0.5,6.485847203927725,100.77905774116516
บ้านหนองแวง,ต.ไทรเดี่ยว อ.คลองหาด จ.สระแก้ว,23:00 น.,0.5,13.591546492246145,102.25709438323975
บ้านเกาะจง,ต.ทับช้าง อ.นาทวี จ.สงขลา,19:00 น.,0.5,6.524478173360233,100.65700113773346
บ้านนบ,ต.กรุงชิง อ.นบพิตำ จ.นครศรีธรรมราช,18:00 น.,3,8.792717371820691,99.7029983997345
บ้านทุ่งปรือ,ต.พะตง อ.หาดใหญ่ จ.สงขลา,19:00 น.,0.5,6.815909341697662,100.55419206619263
ส.คลองราชมนตรี,ต.แสมดำ อ.บางขุนเทียน จ.กรุงเทพมหานคร,00:00 น.,7,13.627818841352257,100.43939888477325
บ้านคลองพี,ต.บาละ อ.กาบัง จ.ยะลา,12:00 น.,41.5,6.3631711322763795,101.04286909103394
หาดใหญ่,ต.ทุ่งลาน อ.คลองหอยโข่ง จ.สงขลา,22:00 น.,0.01,6.916665530379221,100.43333172798157
รร.บ้านลำปลอกเหนือ,ต.ในควน อ.ย่านตาขาว จ.ตรัง,00:00 น.,0.2,7.354901490150456,99.81480896472931
ตรัง,ต.โคกหล่อ อ.เมืองตรัง จ.ตรัง,22:00 น.,3.2,7.516666852969395,99.61666882038116
สุราษฎร์ธานี,ต.หัวเตย อ.พุนพิน จ.สุราษฎร์ธานี,22:00 น.,0.6,9.135555494842816,99.15194392204285
บ้านหน้าเหมน,ต.ช้างกลาง อ.ช้างกลาง จ.นครศรีธรรมราช,23:00 น.,1,8.324458631426674,99.63600218296051
บ้านร่อนนา,ต.ร่อนพิบูลย์ อ.ร่อนพิบูลย์ จ.นครศรีธรรมราช,22:00 น.,0.5,8.180556439111768,99.83599841594696
เขตตลิ่งชัน,ต.คลองชักพระ อ.ตลิ่งชัน จ.กรุงเทพมหานคร,18:00 น.,12,13.776629786973954,100.45652747154236
ห้วยแร้ง,ต.ห้วยแร้ง อ.เมืองตราด จ.ตราด,00:00 น.,7.6,12.36929448720601,102.54332363605499
เมืองตราด,ต.ห้วยแร้ง อ.เมืองตราด จ.ตราด,00:00 น.,4.4,12.325197054747163,102.50044047832489
บ้านคลองกรอย,ต.ท่าชะมวง อ.รัตภูมิ จ.สงขลา,18:00 น.,4.5,7.099370209814929,100.13000071048737
โครงการจุฬาภรณ์พัฒนา 7 อ.ธารโต จ.ยะลา,ต.แม่หวาด อ.ธารโต จ.ยะลา,17:00 น.,11,6.063376782661174,101.36483609676361
บ้านหนองบอน,ต.หนองบอน อ.บ่อไร่ จ.ตราด,23:00 น.,3,12.68149831063873,102.46607601642609
ส.คลองเลนเปน,ต.แสมดำ อ.บางขุนเทียน จ.กรุงเทพมหานคร,00:00 น.,6.5,13.607000850750984,100.41310787200928
มูศ๊อลลา(มัสยิด)ชูฮาดา,ต.ควนกาหลง อ.ควนกาหลง จ.สตูล,00:00 น.,0.2,6.964240053044196,100.02702534198761
สะพานข้ามคลองวังเคียน,ต.วังอ่าง อ.ชะอวด จ.นครศรีธรรมราช,00:00 น.,0.2,7.954591467044247,99.89640176296234
กรุงเทพฯ ท่าเรือคลองเตย,ต.คลองเตย อ.คลองเตย จ.กรุงเทพมหานคร,16:00 น.,28.6,13.706944858531026,100.56805372238159
อบต.โพธิ์ทอง,ต.โพธิ์ทอง อ.เสลภูมิ จ.ร้อยเอ็ด,00:00 น.,7.8,16.12730403250279,104.11496937274933
เขตภาษีเจริญ,ต.บางหว้า อ.ภาษีเจริญ จ.กรุงเทพมหานคร,19:00 น.,0.5,13.71440781076419,100.4369580745697
ส.คลองสนามชัย,ต.ท่าข้าม อ.บางขุนเทียน จ.กรุงเทพมหานคร,00:00 น.,3.5,13.638021230100307,100.44762790203094
เขตห้วยขวาง,ต.ห้วยขวาง อ.ห้วยขวาง จ.กรุงเทพมหานคร,18:00 น.,21.5,13.776780879730492,100.57906150817871
ศูนย์เรียนรู้ชุมชนบ้านนาซัว หมู่ที่ 2,ต.ถ้ำทะลุ อ.บันนังสตา จ.ยะลา,00:00 น.,0.2,6.272007322655247,101.15672886371613
บ้านคลองกลาง,ต.พ่วงพรมคร อ.เคียนซา จ.สุราษฎร์ธานี,23:00 น.,1.5,8.664094412880944,99.08800005912781
จุดวัด ค.สามเสน-รพ.พระมงกุฎฯ,ต.สามเสนใน อ.พญาไท จ.กรุงเทพมหานคร,19:00 น.,0.5,13.768981246851839,100.53476750850677
ทม.ระนอง,ต.เขานิเวศน์ อ.เมืองระนอง จ.ระนอง,00:00 น.,15.8,9.96039173308519,98.63778591156006
สะพานข้ามคลองหวาด,ต.คลองสระ อ.กาญจนดิษฐ์ จ.สุราษฎร์ธานี,00:00 น.,61.2,8.935932666086208,99.60874021053314
ที่ทำการอุทยานแห่งชาติน้ำตกโยง,ต.ถ้ำใหญ่ อ.ทุ่งสง จ.นครศรีธรรมราช,00:00 น.,0.6,8.172389832636899,99.74126815795898
บ้านคอกช้าง,ต.ปากแพรก อ.ดอนสัก จ.สุราษฎร์ธานี,23:00 น.,4,9.218206370202212,99.68754887580872
บ้านหัวควน,ต.สำนักแต้ว อ.สะเดา จ.สงขลา,21:00 น.,0.5,6.526956466246325,100.51212966442108
บ้านห้วยปุก,ต.สะเนียน อ.เมืองน่าน จ.น่าน,01:00 น.,33.5,18.891771346575773,100.68400025367737
จุดวัด ค.บางเชือกหนัง-ถ.พุทธมณฑลสาย 1,ต.คลองขวาง อ.ภาษีเจริญ จ.กรุงเทพมหานคร,18:00 น.,9.5,13.742230231514187,100.42765080928802
ทต.หนองบอน,ต.หนองบอน อ.บ่อไร่ จ.ตราด,00:00 น.,1.6,12.677049749346349,102.4595582485199
เมืองเชียงราย,ต.ป่าอ้อดอนชัย อ.เมืองเชียงราย จ.เชียงราย,00:00 น.,1.2,19.826363670046934,99.77891027927399
ยอดเขาหลวง (อุทยานแห่งชาติรามคำแหง),ต.ศรีคีรีมาศ อ.คีรีมาศ จ.สุโขทัย,00:00 น.,0.4,16.877500191332697,99.69290256500244
รพสต.บ้านลำกะ,ต.ชุมพล อ.ศรีนครินทร์ จ.พัทลุง,19:00 น.,0.2,7.583800128974899,99.97161090373993
หน่วยพิทักษ์อุทยานแห่งชาติที่ นค.๑ (บ้านคลองยน),ต.สำนักแต้ว อ.สะเดา จ.สงขลา,00:00 น.,0.2,6.533922268207,100.53862452507019
ส.คลองชักพระ,ต.คลองชักพระ อ.ตลิ่งชัน จ.กรุงเทพมหานคร,18:00 น.,9.5,13.778922215490507,100.46499788761139
บ้านต้นกอ,ต.ร่อนพิบูลย์ อ.ร่อนพิบูลย์ จ.นครศรีธรรมราช,21:00 น.,1.5,8.143582361315486,99.80381190776825
ส.คลองบางจาก,ต.บางแคเหนือ อ.บางแค จ.กรุงเทพมหานคร,18:00 น.,5.5,13.714710075987822,100.39555013179779
ศูนย์ฯ (ดินแดง),ต.ดินแดง อ.ดินแดง จ.กรุงเทพมหานคร,00:00 น.,0.5,13.769017718622374,100.55451929569244
วังกระแจะ,ต.เนินทราย อ.เมืองตราด จ.ตราด,00:00 น.,3.2,12.262441726001608,102.52676904201508
บ้านหัวเตย,ต.ท่าอุแท อ.กาญจนดิษฐ์ จ.สุราษฎร์ธานี,23:00 น.,29.5,9.040796124417039,99.71161901950836
บ้านวังนาใน,ต.ทุ่งหว้า อ.ทุ่งหว้า จ.สตูล,20:00 น.,0.5,7.135641679451501,99.93699967861176
ส.คลองระหาญ,ต.แสมดำ อ.บางขุนเทียน จ.กรุงเทพมหานคร,00:00 น.,6.5,13.603809952189277,100.39464890956879
อบต.บางใหญ่,ต.บางใหญ่ อ.กระบุรี จ.ระนอง,00:00 น.,30.2,10.306385095174132,98.77074837684631
อบต.นายายอาม,ต.นายายอาม อ.นายายอาม จ.จันทบุรี,00:00 น.,5.4,12.770845557489922,101.85303032398224
บ้านหนองหอย,ต.แม่แรม อ.แม่ริม จ.เชียงใหม่,12:00 น.,30.5,18.93018299350249,98.82400095462799
ลำน้ำยัง,ต.แวง อ.โพนทอง จ.ร้อยเอ็ด,19:00 น.,0.2,16.32054101661247,104.02246534824371
บ้านควนเนียง*,ต.พะตง อ.หาดใหญ่ จ.สงขลา,23:00 น.,0.5,6.835281450256032,100.49864888191223
เขตพญาไท,ต.สามเสนใน อ.พญาไท จ.กรุงเทพมหานคร,18:00 น.,17,13.780031951434559,100.54286777973175
บ้านปูโป,ต.สามัคคี อ.รือเสาะ จ.นราธิวาส,23:00 น.,0.5,6.4180333210023655,101.5499997138977
บ้านน้ำหรา,ต.ทุ่งนุ้ย อ.ควนกาหลง จ.สตูล,19:00 น.,3,6.899783781385745,100.09400010108948
บ้านปางกลาง,ต.แม่พริก อ.แม่สรวย จ.เชียงราย,17:00 น.,14.5,19.59785878078982,99.61399734020233
บ้านควนเสม็ด,ต.ปริก อ.สะเดา จ.สงขลา,18:00 น.,1.5,6.695563239954998,100.52121698856354
คลองมหาชัย วัดพันท้ายนรสิงห์,ต.พันท้ายนรสิงห์ อ.เมืองสมุทรสาคร จ.สมุทรสาคร,00:00 น.,4.8,13.581795754524574,100.36584734916687
น้ำตกปลิว,ต.ถ้ำใหญ่ อ.ทุ่งสง จ.นครศรีธรรมราช,00:00 น.,1.4,8.16269376180684,99.75913166999817
ปะเหลียน,ต.ท่าพญา อ.ปะเหลียน จ.ตรัง,22:00 น.,0.2,7.371984583452164,99.67727601528168
เขตราชเทวี,ต.ทุ่งพญาไท อ.ราชเทวี จ.กรุงเทพมหานคร,19:00 น.,0.5,13.759170117344558,100.53404867649078
บ้านแม่เตาดิน,ต.ห้วยแก้ว อ.แม่ออน จ.เชียงใหม่,19:00 น.,13.5,18.88116840202714,99.26600217819214
กรุงเทพมหานคร,ต.คลองเตย อ.คลองเตย จ.กรุงเทพมหานคร,16:00 น.,28.3,13.726388688255062,100.56000173091888
อบต.คลองศก,ต.คลองศก อ.พนม จ.สุราษฎร์ธานี,00:00 น.,0.4,8.890472370265089,98.661367893219
บ้านน้ำพัน,ต.นาไร่หลวง อ.สองแคว จ.น่าน,14:00 น.,23.5,19.293782784292194,100.68600118160248
จุดวัดสวนเบญจสิริ,ต.คลองตัน อ.คลองเตย จ.กรุงเทพมหานคร,19:00 น.,0.5,13.731589418308944,100.56744754314423
บ้านนาเปรื่อง,ต.บ่อเกลือใต้ อ.บ่อเกลือ จ.น่าน,06:00 น.,0.5,19.093464338296734,101.15500152111053
สะพานบ้านแหลมโตนด,ต.แหลมโตนด อ.ควนขนุน จ.พัทลุง,22:00 น.,0.2,7.8175993721464305,100.04754424095154
บ้านธารโต,ต.ธารโต อ.ธารโต จ.ยะลา,20:00 น.,0.5,6.167819648920374,101.18200063705444
บ้านท่าแพ,ต.ช้างกลาง อ.ช้างกลาง จ.นครศรีธรรมราช,22:00 น.,1,8.350063098036868,99.67700242996216
เขตบางรัก,ต.สี่พระยา อ.บางรัก จ.กรุงเทพมหานคร,17:00 น.,22,13.73067226346534,100.52381873130798
บ้านปูลาตีรี,ต.โกตาบารู อ.รามัน จ.ยะลา,18:00 น.,18.5,6.458311235398547,101.35447204113007
