,ID,WMO_CODE,NAME_EN,Region,Latitude,Longitude,00Z,01Z,02Z,03Z,04Z,05Z,06Z,07Z,08Z,10Z,11Z,12Z,13Z,14Z,15Z,16Z,17Z,18Z,19Z,20Z,21Z,22Z,SUM,year,month,day
99,100,520,Sawee (1),Southern EastCoast,10.33063889,99.09186111,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.1,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2020,06,02
100,101,551,Surat Thani,Southern EastCoast,9.1335,99.15213889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,2020,06,02
101,102,555,Surat Thani (1),Southern EastCoast,9.144805556,99.63361111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,2.37,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.37,2020,06,02
102,103,550,Ko Samui,Southern EastCoast,9.466666667,100.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,2.87,1.65,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.72,2020,06,02
103,104,556,Prasang (2),Southern EastCoast,8.572083333,99.25519444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,2020,06,02
104,105,557,Chawang (2),Southern EastCoast,8.424694444,99.50661111,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2020,06,02
105,106,552,Nakhon Si Thammarat,Southern EastCoast,8.537777777999999,99.94722222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,06,02
106,107,554,Nakhon Si Thammarat (1),Southern EastCoast,8.359305556,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,06,02
107,108,560,Pattalung (1),Southern EastCoast,7.583333611,100.1666669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020,06,02
108,109,568,Songkhla,Southern EastCoast,7.182111111,100.6076944,0.0,0.0,0.0,0.0,0.0,0.0,4.37,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.41,2020,06,02
109,110,569,Hat Yai,Southern EastCoast,6.916666944,100.43333359999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,06,02
110,111,571,Korhong (1),Southern EastCoast,7.0,100.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,06,02
111,112,574,Sa Dao (2),Southern EastCoast,6.798055556,100.3905556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,06,02
112,113,580,Pattani,Southern EastCoast,6.7833336110000015,101.1500003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.1,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2000000000000002,2020,06,02
113,114,581,Yala (1),Southern EastCoast,6.050000278,101.2833336,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,2020,06,02
114,115,583,Narathiwat,Southern EastCoast,6.416666944,101.81666690000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,06,02
115,116,532,Ranong,Southern WestCoast,9.983333611,98.61666694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020,06,02
116,117,561,Takua Pa,Southern WestCoast,8.684166667000001,98.25222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.75,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,2020,06,02
117,118,564,Phuket,Southern WestCoast,7.883333611,98.40000028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.87,0.1,0.0,0.0,0.0,0.0,21.5,0.0,0.0,0.0,0.0,25.47,2020,06,02
118,119,565,Phuket Airport,Southern WestCoast,8.145,98.31444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,2020,06,02
119,120,563,Krabi,Southern WestCoast,8.103611111000001,98.97527778,0.0,0.0,0.0,0.0,1.75,3.62,0.1,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.619999999999999,2020,06,02
120,121,566,Ko Lanta,Southern WestCoast,7.5333336110000015,99.05000028,0.0,0.0,0.0,0.0,6.25,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2020,06,02
121,122,567,Trang,Southern WestCoast,7.516666944,99.61666694,0.0,0.0,0.0,3.37,0.0,0.35,1.15,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.220000000000001,2020,06,02
122,123,570,Satun,Southern WestCoast,6.650000277999999,100.0833336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,06,02
