,ID,WMO_CODE,NAME_EN,Region,Latitude,Longitude,00Z,01Z,02Z,03Z,04Z,06Z,07Z,08Z,09Z,10Z,11Z,12Z,13Z,14Z,15Z,16Z,17Z,18Z,19Z,21Z,22Z,SUM,year,month,day
13,14,334,Lampang (1),Northern,18.31666667,99.28333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25,0.45,0.45,0.25,0.45,2.12,0.0,0.1,11.070000001490117,2020,06,03
14,15,324,Thoen,Northern,17.63661111,99.24475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.75,0.85,0.35,3.12,0.1,0.0,0.0,0.0,0.0,0.0,11.17,2020,06,03
15,16,330,Phrae,Northern,18.16666667,100.1666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,06,03
16,17,351,Uttaradit,Northern,17.61666667,100.1000028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,4.37,0.0,0.0,0.0,0.0,4.47,2020,06,03
17,18,372,Sukhothai,Northern,17.10611111,99.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,06,03
18,19,373,Si Samrong (1),Northern,17.77361111,99.24944444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.25,0.25,0.85,0.35,0.0,0.0,0.0,0.0,0.0,7.95,2020,06,03
19,20,377,Bhumibol Dam,Northern,17.24391667,99.00252778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.1,0.0,0.25,0.1,0.0,0.75,0.65,0.1,0.0,0.0,0.0,8.2,2020,06,03
20,21,376,Tak,Northern,16.87836111,99.14336111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020,06,03
21,22,375,Mae Sot,Northern,16.65916667,98.55086111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,06,03
22,23,385,Umphang (2),Northern,16.02472222,98.86444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,06,03
23,24,387,Doi Muser (1),Northern,16.75,98.93333611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,06,03
24,25,378,Phitsanulok,Northern,16.79622222,100.2759444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.2000000014901161,2020,06,03
25,26,374,Lom Sak (2),Northern,16.77363889,101.2494722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020,06,03
26,27,379,Phetchabun,Northern,16.43333611,101.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.75,2.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.970000000000001,2020,06,03
27,28,413,Wichian Buri (2),Northern,15.65694444,101.1083333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,06,03
28,29,380,Kamphaeng Phet,Northern,16.48680556,99.52697222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.25,2020,06,03
29,30,386,Phicit (1),Northern,16.33861111,100.3671111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,06,03
30,31,352,Nong Khai,Northeastern,17.86716667,102.7330278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,06,03
31,32,353,Loei,Northeastern,17.45,101.7333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,06,03
32,33,350,Loei (1),Northeastern,17.4,101.7333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020,06,03
33,34,354,Udon Thani,Northeastern,17.38333333,102.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,06,03
34,35,357,Nakhon Phanom,Northeastern,17.41083333,104.7825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,06,03
35,36,358,Nakhon Phanom (1),Northeastern,17.44305556,104.7736111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,06,03
36,37,356,Sakon Nakhon,Northeastern,17.15000278,104.1333361,0.1,0.55,0.1,0.1,0.1,0.1,5.25,0.65,0.1,0.85,2.37,0.45,1.35,0.25,0.1,0.1,0.1,0.1,0.1,0.1,0.1,13.020000001490114,2020,06,03
37,38,355,Sakon Nakhon (1),Northeastern,17.12502778,104.061,0.0,0.0,0.0,0.0,0.0,0.0,6.75,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.85,2020,06,03
38,39,360,Nong Bua Lumphu,Northeastern,17.2325,102.4294444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,2020,06,03
39,40,383,Mukdahan,Northeastern,16.54955556,104.7308889,0.0,0.0,0.0,0.0,0.0,0.0,21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,2020,06,03
40,41,381,Khon Kaen,Northeastern,16.46111111,102.7897222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,2020,06,03
41,42,384,Tha Pra (1),Northeastern,16.333,102.8166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020,06,03
42,43,382,Kosum Phisai (2),Northeastern,16.24722222,103.0680556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,16.5,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.45,2020,06,03
43,44,390,Kamalasai (2),Northeastern,16.3325,103.5883333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020,06,03
44,45,405,Roi Et,Northeastern,16.05000028,103.68333359999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,2020,06,03
45,46,404,Roi Et (1),Northeastern,16.07322222,103.6084444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.24,2020,06,03
46,47,403,Chaiyaphum,Northeastern,15.80000028,102.0333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2020,06,03
47,48,407,Ubon Ratchathani,Northeastern,15.25000278,104.8666694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,06,03
48,49,408,Ubon Ratchathani (1),Northeastern,15.24072222,105.01966670000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,06,03
49,50,409,Si Saket (1),Northeastern,15.00000028,104.0500003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5,1.15,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.75,2020,06,03
50,51,416,Tha Tum (2),Northeastern,15.31666694,103.68333359999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.85,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0500000000000003,2020,06,03
51,52,432,Surin,Northeastern,14.88333361,103.5000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.75,6.25,0.45,4.87,1.04,0.55,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.01,2020,06,03
52,53,433,Surin (1),Northeastern,14.88333361,103.4500003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,1.65,1.15,1.04,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.61,2020,06,03
53,54,431,Nakhon Ratchasima,Northeastern,14.96830556,102.0860278,0.0,0.0,0.0,0.0,0.0,0.0,2.87,0.25,0.75,0.1,1.15,0.55,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.87,2020,06,03
54,55,435,Pakchong (1),Northeastern,14.64388889,101.3319444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,06,03
55,56,434,Chok Chai (2),Northeastern,14.71888889,102.1686111,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.75,0.35,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,2020,06,03
56,57,437,Buri Ram,Northeastern,15.22575,103.2480833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.87,2.12,1.55,3.12,1.75,1.95,0.35,0.1,0.0,0.0,0.0,0.0,0.0,0.0,13.81,2020,06,03
57,58,436,Nang Rong (2),Northeastern,14.58333361,102.8000003,0.0,0.0,0.1,0.1,0.1,0.0,0.0,4.37,0.35,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,5.419999999999998,2020,06,03
58,59,400,Nakhon Sawan,Central,15.67183333,100.1323611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020,06,03
59,60,401,Takfa (1),Central,15.34944444,100.5302778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,06,03
60,61,402,Chai Nat,Central,15.15000278,100.18333359999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,06,03
61,62,410,U Thai Thani,Central,15.37416667,100.0388889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,06,03
62,63,415,Ayuthaya (1),Central,14.53472222,100.725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25,22.5,31.5,3.37,1.35,1.35,1.65,0.45,0.0,0.0,0.0,0.0,67.42,2020,06,03
63,64,418,Bua Chum (2),Central,15.10000028,101.6166669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2020,06,03
64,65,426,Lop Buri,Central,14.79972222,100.6283333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,2020,06,03
65,66,425,Suphan Buri,Central,14.47444444,100.1388889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.87,1.85,0.35,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.170000000000001,2020,06,03
66,67,427,Uthong (1),Central,14.30361111,99.86472222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.4499999999999999,2020,06,03
67,68,421,Thong Pha Phum,Central,14.74222222,98.63638889,0.0,0.0,0.0,0.0,0.0,0.0,4.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.87,2020,06,03
68,69,450,Kanchanaburi,Central,14.0225,99.53583333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4499999999999999,2020,06,03
69,70,464,Ratcha Buri (1),Central,13.48930556,99.79238889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,1.04,0.85,1.65,0.45,0.1,0.0,0.0,0.0,0.0,0.0,0.0,17.59,2020,06,03
70,71,451,Kampheang Saen (1),Central,14.01166667,99.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,0.75,3.12,0.85,0.55,0.1,0.0,0.0,0.0,0.0,0.0,0.75,26.62,2020,06,03
71,72,419,Pathum Thani (1),Central,14.1,100.616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,0.85,3.37,2.37,1.55,0.35,0.0,0.0,0.0,0.0,11.61,2020,06,03
72,73,420,Samut Prakan,Central,13.51666694,100.7616667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,2020,06,03
73,74,429,Suvarnabhumi Airport,Central,13.68638889,100.7675,0.0,0.0,0.0,0.0,0.0,7.75,5.75,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.85,2020,06,03
74,75,456,Don Muang Airport,Central,13.91916667,100.605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.62,1.85,3.87,0.1,0.0,0.0,0.0,0.0,0.0,0.0,9.44,2020,06,03
75,76,455,Sirikit Center,Central,13.72638889,100.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,2020,06,03
76,77,454,Bangkok Port,Central,13.70694444,100.5680556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,2020,06,03
77,78,453,Bang Na (1),Central,13.66638889,100.6061111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,06,03
78,79,457,Bangkok Pilot,Central,13.37722222,100.5994444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,1.35,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.84,2020,06,03
79,80,430,Prachin Buri,Eastern,14.05091667,101.3693056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,0.55,0.0,0.0,0.0,0.0,0.0,20.05,2020,06,03
80,81,439,Kabin Buri (2),Eastern,13.98333361,101.7072222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,06,03
81,82,440,Sa Kaeo (2),Eastern,13.78888889,102.0347222,0.0,0.0,0.0,0.0,0.0,0.0,11.5,0.55,2.62,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.22,2020,06,03
82,83,462,Aranyaprathet,Eastern,13.70000028,102.5833336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,06,03
83,84,458,Chachoengsao (1),Eastern,13.51555556,101.4583333,0.0,0.0,0.0,0.0,0.0,23.5,5.25,45.5,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.75,2020,06,03
84,85,459,Chon Buri,Eastern,13.36666694,100.9833336,0.0,0.0,0.0,0.0,0.25,0.0,1.65,3.62,0.0,0.0,0.0,0.0,1.35,4.12,0.0,0.0,0.0,0.0,0.0,0.0,3.37,14.359999885559082,2020,06,03
85,86,463,Laem Chabang,Eastern,13.07694444,100.8758333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,06,03
86,87,460,Ko Sichang,Eastern,13.16166667,100.8019444,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.1,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.25,2020,06,03
87,88,461,Pattaya,Eastern,12.92,100.8694444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.12,2020,06,03
88,89,477,Sattahip,Eastern,12.68333361,100.9833336,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.1,0.0,0.0,0.0,0.7999999999999999,2020,06,03
89,90,478,Rayong,Eastern,12.61702778,101.34075,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,0.55,2.37,1.25,1.55,0.55,0.1,0.0,1.35,22.470000023841862,2020,06,03
90,91,479,Huai Pong (1),Eastern,12.73333361,101.1333336,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.12,0.1,0.0,0.0,0.0,4.319999999999999,2020,06,03
91,92,480,Chanthaburi,Eastern,12.61666694,102.1133333,0.0,0.0,0.0,0.0,1.15,9.25,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.75,1.75,0.85,0.75,1.95,0.0,23.55,2020,06,03
92,93,481,Pluei (1),Eastern,12.50861111,102.1730556,0.0,0.0,0.0,0.0,0.85,0.0,0.55,0.0,0.35,0.0,0.0,0.0,0.0,0.25,0.0,2.37,2.12,0.25,0.25,0.0,0.0,6.989999999999999,2020,06,03
93,94,501,Khlong Yai,Eastern,11.76666694,102.8833336,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,3.87,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,4.87,2020,06,03
94,95,465,Phetchaburi,Southern EastCoast,12.99930556,100.0605278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,2.62,0.85,0.1,0.0,0.0,0.25,0.0,0.0,0.0,0.0,4.2700000000000005,2020,06,03
95,96,474,Nong Plub (1),Southern EastCoast,12.58925,99.73461111,0.0,0.0,0.0,0.0,0.0,0.0,3.12,0.1,2.62,0.25,2.12,0.65,1.55,0.35,0.25,0.0,0.0,0.0,0.0,0.0,1.04,12.049999961853027,2020,06,03
96,97,475,Hua Hin,Southern EastCoast,12.57797222,99.95372222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,0.65,3.37,1.25,1.25,0.35,0.1,0.0,0.0,0.0,0.0,0.0,0.0,8.52,2020,06,03
97,98,500,Prachuap Khiri Khan,Southern EastCoast,11.83497222,99.81047222,0.0,0.0,0.0,0.0,0.0,0.0,1.45,2.37,24.5,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.17,2020,06,03
98,99,517,Chumphon,Southern EastCoast,10.49875,99.18847222,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.35,2.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4200000000000004,2020,06,03
99,100,520,Sawee (1),Southern EastCoast,10.33063889,99.09186111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,06,03
100,101,551,Surat Thani,Southern EastCoast,9.1335,99.15213889,0.0,0.0,0.0,0.0,0.0,0.0,7.75,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,2020,06,03
101,102,555,Surat Thani (1),Southern EastCoast,9.144805556,99.63361111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.75,2.12,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.12,2020,06,03
102,103,550,Ko Samui,Southern EastCoast,9.466666667,100.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,06,03
103,104,556,Prasang (2),Southern EastCoast,8.572083333,99.25519444,0.0,0.0,0.0,0.0,0.0,3.37,12.5,0.85,0.55,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.02,2020,06,03
104,105,557,Chawang (2),Southern EastCoast,8.424694444,99.50661111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,2020,06,03
105,106,552,Nakhon Si Thammarat,Southern EastCoast,8.537777777999999,99.94722222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,4.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.47,2020,06,03
106,107,554,Nakhon Si Thammarat (1),Southern EastCoast,8.359305556,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020,06,03
107,108,560,Pattalung (1),Southern EastCoast,7.583333611,100.1666669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,06,03
